# num, x, y, Re(cal), Re(ana), Im(cal), Im(ana)
674 4.5724688963653568e+00 -4.8149235902586680e+00 -6.5397804627882472e-01 -6.7066562758430903e-01 1.9574375173795546e+00 5.0749321214371479e-01
675 4.6002434930097422e+00 -4.7998173223302079e+00 -7.8306102827824320e-01 -6.7293524694663331e-01 1.8080800263437440e+00 4.9727968653800142e-01
676 4.6225087353754954e+00 -4.7773699052877268e+00 -9.0032770276911966e-01 -6.7502257737088689e-01 1.6468913629543791e+00 4.8667798499581255e-01
677 4.6388045689426711e+00 -4.7482788271724035e+00 -1.0038872024365340e+00 -6.7686490639039176e-01 1.4776733305039123e+00 4.7592048671893805e-01
678 4.6490625457462524e+00 -4.7136271670153178e+00 -1.0924865140387388e+00 -6.7842293463800218e-01 1.3048279217320680e+00 4.6524038426671471e-01
679 4.6536301193693292e+00 -4.6747922798172361e+00 -1.1653859715864108e+00 -6.7968264683684065e-01 1.1339840074569225e+00 4.5485039938860417e-01
680 4.6532629129192840e+00 -4.6333357924960401e+00 -1.2224591809217840e+00 -6.8065304240424096e-01 9.7205707065060187e-01 4.4492264571730356e-01
681 4.6490845425746645e+00 -4.5908837425500266e+00 -1.2643697819731905e+00 -6.8136063678412462e-01 8.2638438821600180e-01 4.3557113176598317e-01
682 4.6425161593708530e+00 -4.5490062462420315e+00 -1.2926414270079909e+00 -6.8184207174499367e-01 7.0312075674834729e-01 4.2683856998423159e-01
683 4.6351803298096197e+00 -4.5091058990112476e+00 -1.3095247444449944e+00 -6.8213627291472945e-01 6.0559769859312695e-01 4.1868920022560241e-01
684 4.6287860138786332e+00 -4.4723232128512294e+00 -1.3176989403362287e+00 -6.8227735906060694e-01 5.3348104215489200e-01 4.1100912993401978e-01
685 4.6250030425402802e+00 -4.4394658647127283e+00 -1.3199018393024440e+00 -6.8228903435626631e-01 4.8313392836776953e-01 4.0361513692815948e-01
686 4.6253355083224204e+00 -4.4109664967125513e+00 -1.3185167410734597e+00 -6.8218067414304995e-01 4.4884281397723719e-01 3.9627194439260838e-01
687 4.6310037734238847e+00 -4.3868714413783971e+00 -1.3150735722465419e+00 -6.8194497612091109e-01 4.2406338658112558e-01 3.8871675827138907e-01
688 4.6428443367920496e+00 -4.3668602361714468e+00 -1.3096835894312511e+00 -6.8155704793425997e-01 4.0199305465262036e-01 3.8068859232942442e-01
689 4.6612356110375721e+00 -4.3502933429067934e+00 -1.3005819935676612e+00 -6.8097511122201182e-01 3.7540140739451783e-01 3.7195891992092017e-01
690 4.6860558254033000e+00 -4.3362832940580160e+00 -1.2840349500656885e+00 -6.8014338726264445e-01 3.3623450005136118e-01 3.6235977925393043e-01
691 4.7166769272550040e+00 -4.3237827212619813e+00 -1.2547922814282959e+00 -6.7899785776387134e-01 2.7570019423503317e-01 3.5180576422144932e-01
692 4.7519956778386199e+00 -4.3116815174134366e+00 -1.2070888369088002e+00 -6.7747522986525210e-01 1.8527562069521333e-01 3.4030728632081014e-01
693 4.7905003321480635e+00 -4.2989048315755998e+00 -1.1360096429707847e+00 -6.7552459629229078e-01 5.8482430393502462e-02 3.2797384608710495e-01
694 4.8303685733719970e+00 -4.2845037310395799e+00 -1.0388903671563758e+00 -6.7312025734200664e-01 -1.0731059623519217e-01 3.1500747872688201e-01
695 4.8695899503595985e+00 -4.2677311668184448e+00 -9.1635165946187502e-01 -6.7027337271603105e-01 -3.0993899822683030e-01 3.0168774460614389e-01
696 4.9061041313123726e+00 -4.2480972733956532e+00 -7.7261346574271828e-01 -6.6703986923386627e-01 -5.4278629032929282e-01 2.8835042975072955e-01
697 4.9379449916389353e+00 -4.2253998989626007e+00 -6.1495120287796545e-01 -6.6352245423813594e-01 -7.9617008888699403e-01 2.7536243601950494e-01
698 4.9633800033516859e+00 -4.1997284397341650e+00 -4.5247483120275533e-01 -6.5986554802952946e-01 -1.0590783441657281e+00 2.6309521585809331e-01
699 4.9810346354591148e+00 -4.1714413581824692e+00 -2.9464715335069219e-01 -6.5624318360603417e-01 -1.3205899924534157e+00 2.5189866472137501e-01
700 4.9899924966004452e+00 -4.1411200080598674e+00 -1.4996164779900611e-01 -6.5284114297161133e-01 -1.5706846933743730e+00 2.4207679631629725e-01
701 4.9898636796511706e+00 -4.1095033833874206e+00 -2.5005728385535733e-02 -6.4983559314735473e-01 -1.8005696473570709e+00 2.3386597673473303e-01
702 4.9808160754642348e+00 -4.0774099903596106e+00 7.6084338832024367e-02 -6.4737113393395829e-01 -2.0028845977671588e+00 2.2741614698128859e-01
703 4.9635671365468550e+00 -4.0456540815240967e+00 1.5186028294194967e-01 -6.4554141927000352e-01 -2.1720988214050494e+00 2.2277542737592829e-01
704 4.9393364867449234e+00 -4.0149639071572727e+00 2.0351629383490730e-01 -6.4437532432483202e-01 -2.3051465086894396e+00 2.1987879211330624e-01
705 4.9097626692650094e+00 -3.9859093980192037e+00 2.3449781722323620e-01 -6.4383094992368417e-01 -2.4020241153914519e+00 2.1854203392503993e-01
706 4.8767899828679226e+00 -3.9588458196320961e+00 2.4971872053787567e-01 -6.4379855499919381e-01 -2.4659069245124869e+00 2.1846278932959187e-01
707 4.8425335729445784e+00 -3.9338785063184449e+00 2.5449943471409087e-01 -6.4411187087241173e-01 -2.5024932713721451e+00 2.1923065076591441e-01
708 4.8091325520176174e+00 -3.9108519150482373e+00 2.5352782638573984e-01 -6.4456548063377117e-01 -2.5187162221408435e+00 2.2034803188709887e-01
709 4.7786018010477616e+00 -3.8893640923900810e+00 2.5019014826070274e-01 -6.4493458429194372e-01 -2.5213594858204340e+00 2.2126229164943637e-01
710 4.7526931826808365e+00 -3.8688054033959238e+00 2.4643852187763421e-01 -6.4499314187148926e-01 -2.5160838102293548e+00 2.2140775790606382e-01
711 4.7327761751174444e+00 -3.8484182182144031e+00 2.4306660251429901e-01 -6.4452747386793208e-01 -2.5068901765214568e+00 2.2025414852286512e-01
712 4.7197464667884068e+00 -3.8273723725037496e+00 2.4008835025998432e-01 -6.4334469683414730e-01 -2.4956241642390902e+00 2.1735610253136967e-01
713 4.7139689505375548e+00 -3.8048497709515017e+00 2.3697703481617743e-01 -6.4127800001218371e-01 -2.4812380107594576e+00 2.1239768597325076e-01
714 4.7152589827005960e+00 -3.7801306136472013e+00 2.3271436647357407e-01 -6.3819249505156483e-01 -2.4590193777210372e+00 2.0522609739877412e-01
715 4.7229029240433800e+00 -3.7526734712129657e+00 2.2573837355825491e-01 -6.3399523929979018e-01 -2.4203358845393455e+00 1.9587024314655160e-01
716 4.7357160730173327e+00 -3.7221818426534283e+00 2.1389828230902672e-01 -6.2865092036972137e-01 -2.3533621690040190e+00 1.8454198915683095e-01
717 4.7521333577562164e+00 -3.6886508713108910e+00 1.9448853470181776e-01 -6.2220142644102971e-01 -2.2448814861213351e+00 1.7162026801567712e-01
718 4.7703257787286431e+00 -3.6523894879444154e+00 1.6442487119342911e-01 -6.1478450280496255e-01 -2.0828363660394249e+00 1.5762043905960776e-01
719 4.7883337666064980e+00 -3.6140152683754230e+00 1.2064575336549901e-01 -6.0664518955394409e-01 -1.8590009252118418e+00 1.4315305290057842e-01
720 4.8042074743432543e+00 -3.5744215728413642e+00 6.0783414657783412e-02 -5.9813435148683292e-01 -1.5710179336025918e+00 1.2887719038626330e-01
721 4.8161436401240838e+00 -3.5347188886998344e+00 -1.6001389309340079e-02 -5.8969108806733683e-01 -1.2231469603329834e+00 1.1545363308544901e-01
722 4.8226090610030683e+00 -3.4961545330673669e+00 -1.0828802540702868e-01 -5.8180924555561986e-01 -8.2547686473636450e-01 1.0350224999757586e-01
723 4.8224418673613334e+00 -3.4600168009023409e+00 -2.1205877112468108e-01 -5.7499156381480476e-01 -3.9196642885610711e-01 9.3566374159279930e-02
724 4.8149235902586689e+00 -3.4275311036346436e+00 -3.2091750727926049e-01 -5.6969736625092848e-01 6.1845305680357010e-02 8.6085043282004961e-02
725 4.7998173223302079e+00 -3.3997565069902578e+00 -4.2685814458680982e-01 -5.6629083333637309e-01 5.2059191440947683e-01 8.1372342913690970e-02
726 4.7773699052877259e+00 -3.3774912646245046e+00 -5.2146546646676162e-01 -5.6499692202854346e-01 9.6987532255428133e-01 7.9602200774588655e-02
727 4.7482788271724035e+00 -3.3611954310573289e+00 -5.9736949401741024e-01 -5.6587121593650480e-01 1.3963141602521085e+00 8.0797101993859241e-02
728 4.7136271670153169e+00 -3.3509374542537476e+00 -6.4969841608014933e-01 -5.6878860246145524e-01 1.7874845172203913e+00 8.4820289839869487e-02
729 4.6747922798172361e+00 -3.3463698806306708e+00 -6.7716691092165304e-01 -5.7345359774040094e-01 2.1323759588690385e+00 9.1372720313622605e-02
730 4.6333357924960401e+00 -3.3467370870807160e+00 -6.8238282551894902e-01 -5.7943217623715937e-01 2.4225413163317984e+00 9.9997698353651424e-02
731 4.5908837425500266e+00 -3.3509154574253359e+00 -6.7109770771467736e-01 -5.8620116100203179e-01 2.6535316764030470e+00 1.1009693824830617e-01
732 4.5490062462420298e+00 -3.3574838406291470e+00 -6.5052207379006211e-01 -5.9320728288399827e-01 2.8258780423155923e+00 1.2096109400306949e-01
733 4.5091058990112476e+00 -3.3648196701903803e+00 -6.2731321650169269e-01 -5.9992528164774295e-01 2.9450482965452407e+00 1.3181542654786582e-01
734 4.4723232128512294e+00 -3.3712139861213664e+00 -6.0607036882822884e-01 -6.0590438026611781e-01 3.0203252412197035e+00 1.4187778987840530e-01
735 4.4394658647127283e+00 -3.3749969574597198e+00 -5.8887020611902874e-01 -6.1079578814750679e-01 3.0629821042888037e+00 1.5042273697966385e-01
736 4.4109664967125504e+00 -3.3746644916775792e+00 -5.7570316769586283e-01 -6.1435975205647964e-01 3.0841992568200243e+00 1.5684357243810021e-01
737 4.3868714413783962e+00 -3.3689962265761153e+00 -5.6517722477277110e-01 -6.1645690336609926e-01 3.0930419888970899e+00 1.6070432522859310e-01
738 4.3668602361714459e+00 -3.3571556632079509e+00 -5.5492355428488804e-01 -6.1703276449618216e-01 3.0948008073152184e+00 1.6177564465312308e-01
739 4.3502933429067934e+00 -3.3387643889624279e+00 -5.4158252948319718e-01 -6.1610474008475524e-01 3.0900521667155725e+00 1.6005157402078313e-01
740 4.3362832940580160e+00 -3.3139441745967004e+00 -5.2061824539060431e-01 -6.1375781692027687e-01 3.0746909267155922e+00 1.5574696984176420e-01
741 4.3237827212619813e+00 -3.2833230727449960e+00 -4.8628633911154051e-01 -6.1015001669188063e-01 3.0408803268947895e+00 1.4927739454848618e-01
742 4.3116815174134366e+00 -3.2480043221613792e+00 -4.3193989611981431e-01 -6.0552345127788254e-01 2.9785984107030998e+00 1.4122457663957455e-01
743 4.2989048315755998e+00 -3.2094996678519361e+00 -3.5067128911552242e-01 -6.0021340142129154e-01 2.8774516929279410e+00 1.3229127313502254e-01
744 4.2845037310395799e+00 -3.1696314266280035e+00 -2.3616807415754296e-01 -5.9464713970032046e-01 2.7285785760366696e+00 1.2324980508825194e-01
745 4.2677311668184448e+00 -3.1304100496404015e+00 -8.3615014086949602e-02 -5.8932626454266446e-01 2.5264522148151629e+00 1.1488865605948337e-01
746 4.2480972733956532e+00 -3.0938958686876279e+00 1.0954325257165942e-01 -5.8479034592189694e-01 2.2701619674598730e+00 1.0796116213525286e-01
747 4.2253998989625998e+00 -3.0620550083610638e+00 3.4314365066670466e-01 -5.8156451911434959e-01 1.9636837662420235e+00 1.0313939269302375e-01
748 4.1997284397341650e+00 -3.0366199966483136e+00 6.1421079719585214e-01 -5.8009808300933741e-01 1.6150227994659485e+00 1.0097500314957973e-01
749 4.1714413581824692e+00 -3.0189653645408856e+00 9.1713239979308114e-01 -5.8070422782473696e-01 1.2346868238960200e+00 1.0186759655134456e-01
750 4.1411200080598674e+00 -3.0100075033995548e+00 1.2439159599480216e+00 -5.8351218956854445e-01 8.3424825039780304e-01 1.0604052037408131e-01
751 4.1095033833874215e+00 -3.0101363203488298e+00 1.5843999794889538e+00 -5.8844215530543753e-01 4.2556170015155426e-01 1.1352440372217325e-01
752 4.0774099903596115e+00 -3.0191839245357648e+00 1.9264859790653612e+00 -5.9521002694769365e-01 2.0692362732564959e-02 1.2414998010840048e-01
753 4.0456540815240967e+00 -3.0364328634531454e+00 2.2566524554598106e+00 -6.0336380869129902e-01 -3.6787918973842121e-01 1.3755313472168601e-01
754 4.0149639071572736e+00 -3.0606635132550770e+00 2.5610431751847496e+00 -6.1234659358449695e-01 -7.2740954305320660e-01 1.5319558961347626e-01
755 3.9859093980192037e+00 -3.0902373307349906e+00 2.8271965114290882e+00 -6.2157447541400879e-01 -1.0458523894032064e+00 1.7040328910576885e-01
756 3.9588458196320966e+00 -3.1232100171320769e+00 3.0460760661291464e+00 -6.3051350187149990e-01 -1.3135956971295901e+00 1.8842126591356612e-01
757 3.9338785063184449e+00 -3.1574664270554216e+00 3.2137290071533164e+00 -6.3874002066746849e-01 -1.5254082599195329e+00 2.0647956583086463e-01
758 3.9108519150482368e+00 -3.1908674479823835e+00 3.3319087102855187e+00 -6.4597385247846795e-01 -1.6817397746805431e+00 2.2386144299415842e-01
759 3.8893640923900810e+00 -3.2213981989522384e+00 3.4073864433915904e+00 -6.5208186020068915e-01 -1.7886859453723838e+00 2.3996406213825303e-01
760 3.8688054033959238e+00 -3.2473068173191635e+00 3.4501610402124943e+00 -6.5705747323093855e-01 -1.8564961372134205e+00 2.5434379106376076e-01
761 3.8484182182144036e+00 -3.2672238248825556e+00 3.4710417032614260e+00 -6.6098666320610644e-01 -1.8971508481199348e+00 2.6674193596607249e-01
762 3.8273723725037501e+00 -3.2802535332115932e+00 3.4791180092290634e+00 -6.6401154858731826e-01 -1.9219005935095073e+00 2.7709084944020718e-01
763 3.8048497709515021e+00 -3.2860310494624452e+00 3.4796315717121957e+00 -6.6629996248306167e-01 -1.9395626076756893e+00 2.8550332580754523e-01
764 3.7801306136472017e+00 -3.2847410172994045e+00 3.4727510415458873e+00 -6.6802480817973453e-01 -1.9559239111402211e+00 2.9224950201912492e-01
765 3.7526734712129670e+00 -3.2770970759566200e+00 3.4535827904581451e+00 -6.6935273830078879e-01 -1.9740609428485627e+00 2.9772533368531107e-01
766 3.7221818426534279e+00 -3.2642839269826673e+00 3.4134042540534315e+00 -6.7043884829866951e-01 -1.9950166958876641e+00 3.0241577799103719e-01
767 3.6886508713108905e+00 -3.2478666422437836e+00 3.3417755699677785e+00 -6.7142309592713334e-01 -2.0182802173013688e+00 3.0685476632675912e-01
768 3.6523894879444154e+00 -3.2296742212713565e+00 3.2290496157205850e+00 -6.7242488302581283e-01 -2.0419338347013984e+00 3.1158334661360154e-01
769 3.6140152683754225e+00 -3.2116662333935015e+00 3.0688104520710833e+00 -6.7353418535092480e-01 -2.0628523256038780e+00 3.1710722060117646e-01
770 3.5744215728413637e+00 -3.1957925256567457e+00 2.8597391502081648e+00 -6.7480015532003390e-01 -2.0774246239468246e+00 3.2385530945132213e-01
771 3.5347188886998349e+00 -3.1838563598759162e+00 2.6063574207865927e+00 -6.7622050971007419e-01 -2.0827879285066619e+00 3.3214184065712360e-01
772 3.4961545330673669e+00 -3.1773909389969313e+00 2.3182975237327992e+00 -6.7773643678157725e-01 -2.0780083295889540e+00 3.4213552434032335e-01
773 3.4600168009023413e+00 -3.1775581326386670e+00 2.0082798521040743e+00 -6.7923747547956526e-01 -2.0645524649884908e+00 3.5384027122221584e-01
774 3.4275311036346441e+00 -3.1850764097413315e+00 1.6895458196942847e+00 -6.8057848102366458e-01 -2.0457988435588490e+00 3.6709202112106398e-01
775 3.3997565069902582e+00 -3.2001826776697921e+00 1.3737006365520124e+00 -6.8160681930348554e-01 -2.0258586623692723e+00 3.8157500658154314e-01
776 3.3774912646245050e+00 -3.2226300947122732e+00 1.0696462101769455e+00 -6.8219369710752187e-01 -2.0082621479925242e+00 3.9685790889602085e-01
777 3.3611954310573289e+00 -3.2517211728275974e+00 7.8372011093383642e-01 -6.8226097184925627e-01 -1.9950249809035194e+00 4.1244632339592985e-01
778 3.3509374542537476e+00 -3.2863728329846831e+00 5.2061359328565293e-01 -6.8179542137395488e-01 -1.9863607037851851e+00 4.2784398227018861e-01
779 3.3463698806306712e+00 -3.3252077201827634e+00 2.8436101794696123e-01 -6.8084637123028557e-01 -1.9810207650705216e+00 4.4261285760440378e-01
780 3.3467370870807160e+00 -3.3666642075039594e+00 7.8767387482573226e-02 -6.7950812158815721e-01 -1.9770331214443670e+00 4.5642262780310056e-01
781 3.3509154574253359e+00 -3.4091162574499738e+00 -9.2985139166459563e-02 -6.7789327059215143e-01 -1.9725124486253212e+00 4.6908289524807351e-01
782 3.3574838406291470e+00 -3.4509937537579685e+00 -2.2931605078520154e-01 -6.7610487755180948e-01 -1.9662436512616712e+00 4.8055573551833369e-01
783 3.3648196701903799e+00 -3.4908941009887515e+00 -3.3120954711630574e-01 -6.7421412799176728e-01 -1.9578887755421364e+00 4.9095001996048621e-01
784 3.3712139861213664e+00 -3.5276767871487698e+00 -4.0253814078325084e-01 -6.7224692671195196e-01 -1.9478591508808794e+00 5.0050135609308266e-01
785 3.3749969574597198e+00 -3.5605341352872717e+00 -4.4948205051947637e-01 -6.7017940049768998e-01 -1.9369829902434244e+00 5.0954218679255336e-01
786 3.3746644916775792e+00 -3.5890335032874487e+00 -4.7931040916412693e-01 -6.6793999900586931e-01 -1.9260136082304411e+00 5.1846603619015219e-01
787 3.3689962265761153e+00 -3.6131285586216033e+00 -4.9913553622894907e-01 -6.6541526976840049e-01 -1.9149154650913389e+00 5.2768880891612902e-01
788 3.3571556632079509e+00 -3.6331397638285536e+00 -5.1518049296566804e-01 -6.6245724002123985e-01 -1.9019544807908459e+00 5.3760906493473160e-01
789 3.3387643889624279e+00 -3.6497066570932062e+00 -5.3270299116340414e-01 -6.5889204251488365e-01 -1.8828850561837176e+00 5.4856868920912305e-01
790 3.3139441745967004e+00 -3.6637167059419840e+00 -5.5628768376278726e-01 -6.5453122965439237e-01 -1.8507195849700797e+00 5.6081550791594648e-01
791 3.2833230727449960e+00 -3.6762172787380192e+00 -5.9000344829028861e-01 -6.4918840532817002e-01 -1.7965002171772222e+00 5.7447013609138653e-01
792 3.2480043221613806e+00 -3.6883184825865634e+00 -6.3705041561717213e-01 -6.4270372264489994e-01 -1.7111624352054848e+00 5.8950044655597300e-01
793 3.2094996678519374e+00 -3.7010951684244002e+00 -6.9897082312328063e-01 -6.3497699382660566e-01 -1.5880898709573967e+00 6.0570806058777460e-01
794 3.1696314266280035e+00 -3.7154962689604205e+00 -7.7497632906774405e-01 -6.2600661732045015e-01 -1.4255132573522786e+00 6.2273148174454951e-01
795 3.1304100496404015e+00 -3.7322688331815552e+00 -8.6200204987909901e-01 -6.1592699869615164e-01 -1.2277922069109932e+00 6.4006918512216127e-01
796 3.0938958686876279e+00 -3.7519027266043468e+00 -9.5561117906381199e-01 -6.0503331222619516e-01 -1.0050081148160181e+00 6.5712276738161624e-01
797 3.0620550083610647e+00 -3.7746001010373988e+00 -1.0512693993724007e+00 -5.9378156266474480e-01 -7.7102301008739849e-01 6.7325566310389029e-01
798 3.0366199966483136e+00 -3.8002715602658350e+00 -1.1453048479755785e+00 -5.8275568621410823e-01 -5.4079084547067946e-01 6.8785850139324733e-01
799 3.0189653645408856e+00 -3.8285586418175308e+00 -1.2351603290843585e+00 -5.7260174323127166e-01 -3.2788011454284111e-01 7.0040998838110791e-01
800 7.3463563791363882e+00 -7.5680249530792820e-01 5.7856075166622378e-01 3.8853692841375687e-01 -8.2218613013499087e-01 -4.3810935537870921e-01
801 7.3730304515305418e+00 -7.7377663479705205e-01 6.9340179128345814e-01 3.8688434463195376e-01 -8.6503999192210901e-01 -4.3773316274066515e-01
802 7.4049245519722628e+00 -7.8350347264777798e-01 8.1696526127921021e-01 3.8613732620660951e-01 -9.1318659001442370e-01 -4.3756279526723174e-01
803 7.4409658693243923e+00 -7.8614678179884512e-01 9.4605764453005736e-01 3.8627410116910854e-01 -9.6232352017353373e-01 -4.3759400338111198e-01
804 7.4798826365334365e+00 -7.8233936502536860e-01 1.0750920889072653e+00 3.8719002565482996e-01 -1.0080673932633961e+00 -4.3780282044384033e-01
805 7.5203099647286784e+00 -7.7315207398918229e-01 1.1968846321231017e+00 3.8871411251922744e-01 -1.0468539450310530e+00 -4.3814963214148389e-01
806 7.5608983991775167e+00 -7.6002902890246149e-01 1.3042280745237702e+00 3.9063296706598782e-01 -1.0765997091319539e+00 -4.3858510882192331e-01
807 7.6004164861719090e+00 -7.4469315086297982e-01 1.3916896956235558e+00 3.9271696591343208e-01 -1.0969021057287880e+00 -4.3905659505525108e-01
808 7.6378393432300076e+00 -7.2902848124955699e-01 1.4569335072340470e+00 3.9474380041173412e-01 -1.1087594467615711e+00 -4.3951368388392770e-01
809 7.6724165576724417e+00 -7.1494766029431567e-01 1.5010639661759642e+00 3.9651587959266971e-01 -1.1140109995247602e+00 -4.3991213982160876e-01
810 7.7037145841922223e+00 -7.0425421675125621e-01 1.5279199468189952e+00 3.9787011561082819e-01 -1.1147523941709598e+00 -4.4021590149105222e-01
811 7.7316310140968705e+00 -6.9850987594619851e-01 1.5426618990634076e+00 3.9868076008321468e-01 -1.1128359868674209e+00 -4.4039742609402727e-01
812 7.7563804640680978e+00 -6.9891687341321485e-01 1.5501886001817946e+00 3.9885769282373706e-01 -1.1094015928303562e+00 -4.4043701545634539e-01
813 7.7784541851292301e+00 -7.0622427467669624e-01 1.5538729582932207e+00 3.9834346276490362e-01 -1.1043937389570431e+00 -4.4032192425897049e-01
814 7.7985576314173661e+00 -7.2066561700199472e-01 1.5549219390567877e+00 3.9711221259821089e-01 -1.0961711793528215e+00 -4.4004597926126021e-01
815 7.8175319809680852e+00 -7.4193292922128862e-01 1.5524424119160434e+00 3.9517240476224480e-01 -1.0814147857865868e+00 -4.3961015744013754e-01
816 7.8362668277444172e+00 -7.6918951952728298e-01 1.5440943614545810e+00 3.9257331250252503e-01 -1.0554888680556893e+00 -4.3902414377620341e-01
817 7.8556118704210744e+00 -8.0112104941875528e-01 1.5270884904844619e+00 3.8941311348522856e-01 -1.0132505869552280e+00 -4.3830841809027499e-01
818 7.8762953653922336e+00 -8.3602155285733848e-01 1.4992583233398520e+00 3.8584484015827236e-01 -9.5012327816755604e-01 -4.3749603613922811e-01
819 7.8988564003497377e+00 -8.7190843147034303e-01 1.4599568540835717e+00 3.8207604281578578e-01 -8.6312613054811849e-01 -4.3663310561368240e-01
820 7.9235967454301202e+00 -9.0665826094703683e-01 1.4105388115027331e+00 3.7835910486014029e-01 -7.5153741890933012e-01 -4.3577710388145657e-01
821 7.9505562642596033e+00 -9.3815364991228412e-01 1.3542407469190505e+00 3.7497147644405904e-01 -6.1698827345738216e-01 -4.3499264722674708e-01
822 7.9795137687628142e+00 -9.6443052425906239e-01 1.2954494490564215e+00 3.7218792198941059e-01 -4.6300588172362994e-01 -4.3434499745186306e-01
823 8.0100129569465981e+00 -9.8381513567830647e-01 1.2386042138808102e+00 3.7024925473049836e-01 -2.9424199155995401e-01 -4.3389228377904615e-01
824 8.0414108710733441e+00 -9.9504082078213973e-01 1.1871346772781108e+00 3.6933319481996835e-01 -1.1571727113306071e-01 -4.3367789679890523e-01
825 8.0729443396591485e+00 -9.9733601324312504e-01 1.1427869768675523e+00 3.6953266119818051e-01 6.7653533799488796e-02 -4.3372460397933010e-01
826 8.1038082862684799e+00 -9.9047712490892414e-01 1.1054998180958098e+00 3.7084523608869341e-01 2.5116167786903770e-01 -4.3403160004425451e-01
827 8.1332387339744159e+00 -9.7480250321048811e-01 1.0737957569541594e+00 3.7317528784164283e-01 4.3012545930454038e-01 -4.3457504604077546e-01
828 8.1605928957024947e+00 -9.5118654513339351e-01 1.0455253593424707e+00 3.7634791062183232e-01 5.9966860086395279e-01 -4.3531187631522833e-01
829 8.1854189554785410e+00 -9.2097598491869137e-01 1.0187272694021619e+00 3.8013190315629769e-01 7.5473367333582297e-01 -4.3618598880818665e-01
830 8.2075089975982287e+00 -8.8589315121415946e-01 9.9232220228518608e-01 3.8426773810571463e-01 8.9051088056915773e-01 -4.3713554475479710e-01
831 8.2269299606641102e+00 -8.4791339980700386e-01 9.6638161547048440e-01 3.8849599370237869e-01 1.0032361790114632e+00 -4.3810004869220526e-01
832 8.2440293646001983e+00 -8.0912578915658107e-01 9.4186685872367759e-01 3.9258205201270296e-01 1.0910629636611091e+00 -4.3902611823719995e-01
833 8.2594147264886555e+00 -7.7158723905072724e-01 9.1999982762330745e-01 3.9633393793993671e-01 1.1546025132178204e+00 -4.3987128052077301e-01
834 8.2739078653133191e+00 -7.3718081226181531e-01 9.0163152233600563e-01 3.9961178191418001e-01 1.1968497128567230e+00 -4.4060562312243989e-01
835 8.2884775056596780e+00 -7.0748835902838958e-01 8.8691850643681780e-01 4.0232920524485671e-01 1.2224820577704578e+00 -4.4121156989374333e-01
836 8.3041555402150706e+00 -6.8368659979959068e-01 8.7530841239504564e-01 4.0444852640776480e-01 1.2367648306155503e+00 -4.4168236423655177e-01
837 8.3219438347892165e+00 -6.6647388656315176e-01 8.6556440370165377e-01 4.0597265711967023e-01 1.2444030743596819e+00 -4.4201997621128103e-01
838 8.3427194256238213e+00 -6.5603252170106385e-01 8.5559457129049421e-01 4.0693663583219597e-01 1.2486564157286855e+00 -4.4223309237018044e-01
839 8.3671462799070380e+00 -6.5202880959315834e-01 8.4213185571597671e-01 4.0740093401987476e-01 1.2509186205321214e+00 -4.4233562441894630e-01
840 8.3956014318308299e+00 -6.5365017904511513e-01 8.2055212524529419e-01 4.0744726691465122e-01 1.2507950920019131e+00 -4.4234585212367034e-01
841 8.4281222888682557e+00 -6.5967596168247156e-01 7.8514249193870844e-01 4.0717616340643870e-01 1.2465448949687401e+00 -4.4228599712378913e-01
842 8.4643803010471856e+00 -6.6857595214338505e-01 7.2994217220841073e-01 4.0670455236216785e-01 1.2356782848622914e+00 -4.4218181284870101e-01
843 8.5036841232481759e+00 -6.7862889523888748e-01 6.4997145443701299e-01 4.0616146987769863e-01 1.2155648454548704e+00 -4.4206174424971728e-01
844 8.5450130392800876e+00 -6.8805168965272323e-01 5.4239889101939354e-01 4.0568070534346734e-01 1.1840223291458307e+00 -4.4195536803667951e-01
845 8.5870789451233680e+00 -6.9512946394553621e-01 4.0715476525046929e-01 4.0539045643013072e-01 1.1398570844355815e+00 -4.4189110739678367e-01
846 8.6284128068186554e+00 -6.9833680847711666e-01 2.4674769699049298e-01 4.0540133551249258e-01 1.0832004489272757e+00 -4.4189351653518577e-01
847 8.6674694106581107e+00 -6.9644131671564991e-01 6.5440427270861523e-02 4.0579488826954280e-01 1.0154270475307254e+00 -4.4198063994308356e-01
848 8.7027425836287637e+00 -6.8858212411542485e-01 -1.3175977809165770e-01 4.0661490648492993e-01 9.3860168860145721e-01 -4.4216200033381436e-01
849 8.7328820196832826e+00 -6.7431820418167510e-01 -3.3981074400700845e-01 4.0786328244789172e-01 8.5469011048963539e-01 -4.4243765173148880e-01
850 8.7568024953079284e+00 -6.5364362086361194e-01 -5.5378946783396787e-01 4.0950120642112858e-01 7.6495719842053833e-01 -4.4279850055752246e-01
851 8.7737766347970521e+00 -6.2696954846945852e-01 -7.6857471452219306e-01 4.1145546033380276e-01 6.6991668156173012e-01 -4.4322782711423953e-01
852 8.7835034726477783e+00 -5.9507544802773693e-01 -9.7840926521755400e-01 4.1362866710147761e-01 5.6991419571044832e-01 -4.4370370881709414e-01
853 8.7861467817988448e+00 -5.5903413067560781e-01 -1.1767648278018534e+00 4.1591176858548823e-01 4.6607227856647998e-01 -4.4420190490086087e-01
854 8.7823393650253685e+00 -5.2011736346656390e-01 -1.3567838794099634e+00 4.1819678003910560e-01 3.6108384756212730e-01 -4.4469872645324615e-01
