# i, x, y, real(u), imag(u)
1150 -0.544021 -11.1609 1.10625 -1.51515
1151 -0.567772 -11.1818 0.847588 -1.50432
1152 -0.586023 -11.2097 0.613732 -1.48445
1153 -0.598632 -11.2436 0.404839 -1.45841
1154 -0.60585 -11.282 0.220176 -1.42885
1155 -0.608325 -11.3234 0.059644 -1.39807
1156 -0.607065 -11.366 -0.0758194 -1.3681
1157 -0.603382 -11.4083 -0.185048 -1.34055
1158 -0.598798 -11.4486 -0.268026 -1.31648
1159 -0.59494 -11.4857 -0.326905 -1.29634
1160 -0.593417 -11.5187 -0.366021 -1.28002
1161 -0.595702 -11.5471 -0.391009 -1.26688
1162 -0.603008 -11.5708 -0.407667 -1.25562
1163 -0.616192 -11.5899 -0.421209 -1.24389
1164 -0.635676 -11.6052 -0.436152 -1.2277
1165 -0.661398 -11.6175 -0.456587 -1.20116
1166 -0.692803 -11.6279 -0.486408 -1.15702
1167 -0.728868 -11.6375 -0.529202 -1.08802
1168 -0.768158 -11.6476 -0.587859 -0.988932
1169 -0.808919 -11.6593 -0.664286 -0.858551
1170 -0.849198 -11.6733 -0.75964 -0.700862
1171 -0.886972 -11.6904 -0.874976 -0.524869
1172 -0.920293 -11.7109 -1.01176 -0.343125
1173 -0.947428 -11.7347 -1.1717 -0.16952
1174 -0.966979 -11.7617 -1.35568 -0.0170651
1175 -0.977994 -11.7914 -1.5624 0.103871
1176 -0.980032 -11.8229 -1.78716 0.186671
1177 -0.973205 -11.8556 -2.02155 0.228994
1178 -0.958173 -11.8884 -2.25412 0.232962
1179 -0.936103 -11.9207 -2.47215 0.204941
1180 -0.90859 -11.9517 -2.66398 0.154646
1181 -0.877549 -11.981 -2.8212 0.0934671
1182 -0.845084 -12.0082 -2.94011 0.0322183
1183 -0.81334 -12.0335 -3.022 -0.0210447
1184 -0.784353 -12.057 -3.0722 -0.0622887
1185 -0.759914 -12.0793 -3.09853 -0.0913727
1186 -0.741441 -12.101 -3.10924 -0.110826
1187 -0.729885 -12.1229 -3.11101 -0.124378
1188 -0.725664 -12.1458 -3.10711 -0.135983
1189 -0.728645 -12.1703 -3.09626 -0.149541
1190 -0.738153 -12.1972 -3.07255 -0.169131
1191 -0.753025 -12.2267 -3.02659 -0.199365
1192 -0.771702 -12.2591 -2.94756 -0.245486
1193 -0.792336 -12.294 -2.82576 -0.313141
1194 -0.812932 -12.3311 -2.65511 -0.407871
1195 -0.831482 -12.3695 -2.43488 -0.534466
1196 -0.846111 -12.4083 -2.1703 -0.696348
1197 -0.855204 -12.4463 -1.8717 -0.895116
1198 -0.857513 -12.4824 -1.5526 -1.13025
1199 -0.852239 -12.5153 -1.22741 -1.39883
1200 3.08887 -7.58788 -0.108255 -1.02108
1201 3.08016 -7.61827 -0.354068 -0.865914
1202 3.07988 -7.65162 -0.591814 -0.736477
1203 3.08757 -7.68693 -0.813976 -0.634083
1204 3.10226 -7.72317 -1.01317 -0.557718
1205 3.12254 -7.75933 -1.1832 -0.504393
1206 3.14663 -7.79453 -1.32027 -0.469677
1207 3.17255 -7.82807 -1.42374 -0.448498
1208 3.19819 -7.85951 -1.49616 -0.436077
1209 3.2215 -7.88868 -1.54262 -0.428682
1210 3.24063 -7.91566 -1.56962 -0.423898
1211 3.25406 -7.9408 -1.58377 -0.420405
1212 3.26069 -7.96464 -1.59059 -0.41747
1213 3.25994 -7.98788 -1.59358 -0.414404
1214 3.25179 -8.01126 -1.59375 -0.410172
1215 3.23678 -8.03549 -1.58969 -0.403333
1216 3.21596 -8.06118 -1.57801 -0.392416
1217 3.19083 -8.08879 -1.55409 -0.376729
1218 3.16323 -8.11852 -1.51277 -0.357416
1219 3.13522 -8.15034 -1.44909 -0.338327
1220 3.10891 -8.18392 -1.35917 -0.326205
1221 3.08636 -8.21871 -1.24089 -0.329984
1222 3.06937 -8.25393 -1.09432 -0.359399
1223 3.05944 -8.28867 -0.921566 -0.423339
1224 3.05758 -8.32197 -0.726235 -0.528276
1225 3.06432 -8.35285 -0.512888 -0.67694
1226 3.07965 -8.38051 -0.2867 -0.867332
1227 3.10303 -8.40428 -0.0536306 -1.09215
1228 3.13344 -8.42381 0.179161 -1.33891
1229 3.16945 -8.43905 0.403196 -1.59119
1230 3.20936 -8.45028 0.609178 -1.83114
1231 3.25129 -8.45813 0.788325 -2.04271
1232 3.29333 -8.46352 0.934232 -2.21473
1233 3.33369 -8.46763 1.04451 -2.34288
1234 3.3708 -8.47177 1.1214 -2.42974
1235 3.4034 -8.47732 1.17091 -2.48308
1236 3.43067 -8.4856 1.20109 -2.51308
1237 3.45223 -8.49777 1.21993 -2.52938
1238 3.46813 -8.51473 1.23406 -2.53897
1239 3.4789 -8.53702 1.2482 -2.54509
1240 3.48542 -8.56477 1.26547 -2.54755
1241 3.48886 -8.59766 1.28797 -2.54366
1242 3.49061 -8.63496 1.31718 -2.52968
1243 3.49212 -8.6755 1.35405 -2.5021
1244 3.49481 -8.7178 1.3991 -2.45868
1245 3.49996 -8.76015 1.45271 -2.39901
1246 3.5086 -8.80069 1.51573 -2.32458
1247 3.5215 -8.83761 1.58978 -2.23827
1248 3.53904 -8.8692 1.6772 -2.14339
1249 3.56127 -8.89406 1.7801 -2.04276
1250 3.58788 -8.91113 1.89917 -1.9382
1251 3.61827 -8.91984 2.0325 -1.83051
1252 3.65162 -8.92012 2.17508 -1.72013
1253 3.68693 -8.91243 2.31912 -1.60808
1254 3.72317 -8.89774 2.45545 -1.49666
1255 3.75933 -8.87746 2.57542 -1.38961
1256 3.79453 -8.85337 2.67272 -1.29158
1257 3.82807 -8.82745 2.74454 -1.2069
1258 3.85951 -8.80181 2.79176 -1.13826
1259 3.88868 -8.7785 2.81818 -1.08599
1260 3.91566 -8.75937 2.82924 -1.04814
1261 3.9408 -8.74594 2.83057 -1.02117
1262 3.96464 -8.73931 2.82638 -1.00064
1263 3.98788 -8.74006 2.81792 -0.981257
1264 4.01126 -8.74821 2.80244 -0.956541
1265 4.03549 -8.76322 2.77294 -0.918375
1266 4.06118 -8.78404 2.71929 -0.857321
1267 4.08879 -8.80917 2.63031 -0.763962
1268 4.11852 -8.83677 2.49655 -0.631087
1269 4.15034 -8.86478 2.31287 -0.455856
1270 4.18392 -8.89109 2.08017 -0.240984
1271 4.21871 -8.91364 1.80557 0.00560421
1272 4.25393 -8.93063 1.50111 0.272445
1273 4.28867 -8.94056 1.18146 0.546769
1274 4.32197 -8.94242 0.8615 0.816426
1275 4.35285 -8.93568 0.554431 1.07103
1276 4.38051 -8.92035 0.270634 1.30229
1277 4.40428 -8.89697 0.0174401 1.50388
1278 4.42381 -8.86656 -0.200696 1.6714
1279 4.43905 -8.83055 -0.381929 1.80275
1280 4.45028 -8.79064 -0.526674 1.89857
1281 4.45813 -8.74871 -0.637252 1.96237
1282 4.46352 -8.70667 -0.717516 1.99989
1283 4.46763 -8.66631 -0.772404 2.01791
1284 4.47177 -8.6292 -0.807423 2.02295
1285 4.47732 -8.5966 -0.828114 2.02039
1286 4.4856 -8.56933 -0.839529 2.01402
1287 4.49777 -8.54777 -0.845754 2.00578
1288 4.51473 -8.53187 -0.849551 1.99512
1289 4.53702 -8.5211 -0.852197 1.97852
1290 4.56477 -8.51458 -0.853566 1.94919
1291 4.59766 -8.51114 -0.852339 1.89765
1292 4.63496 -8.50939 -0.846158 1.81306
1293 4.6755 -8.50788 -0.831757 1.68513
1294 4.7178 -8.50519 -0.80536 1.50623
1295 4.76015 -8.50004 -0.76357 1.27308
1296 4.80069 -8.4914 -0.704635 0.987693
1297 4.83761 -8.4785 -0.629539 0.65711
1298 4.8692 -8.46096 -0.542356 0.292302
1299 4.89406 -8.43873 -0.44967 -0.0933316
1300 4.91113 -8.41212 -0.35926 -0.485318
1301 4.91984 -8.38173 -0.278521 -0.869131
1302 4.92012 -8.34838 -0.213109 -1.23082
1303 4.91243 -8.31307 -0.166039 -1.55775
1304 4.89774 -8.27683 -0.137355 -1.83982
1305 4.87746 -8.24067 -0.124452 -2.07069
1306 4.85337 -8.20547 -0.122975 -2.24868
1307 4.82745 -8.17193 -0.128042 -2.37685
1308 4.80181 -8.14049 -0.135445 -2.46204
1309 4.7785 -8.11132 -0.142412 -2.51337
1310 4.75937 -8.08434 -0.147724 -2.54058
1311 4.74594 -8.0592 -0.151318 -2.55253
1312 4.73931 -8.03536 -0.153707 -2.55597
1313 4.74006 -8.01212 -0.155537 -2.55434
1314 4.74821 -7.98874 -0.15741 -2.54712
1315 4.76322 -7.96451 -0.159925 -2.52974
1316 4.78404 -7.93882 -0.163858 -2.49432
1317 4.80917 -7.91121 -0.170471 -2.43093
1318 4.83677 -7.88148 -0.181814 -2.3291
1319 4.86478 -7.84966 -0.200842 -2.17959
1320 4.89109 -7.81608 -0.231164 -1.97617
1321 4.91364 -7.78129 -0.276396 -1.71709
1322 4.93063 -7.74607 -0.339333 -1.4057
1323 4.94056 -7.71133 -0.421208 -1.04995
1324 4.94242 -7.67803 -0.521245 -0.661129
1325 4.93568 -7.64715 -0.636547 -0.252315
1326 4.92035 -7.61949 -0.762289 0.162823
1327 4.89697 -7.59572 -0.892112 0.570524
1328 4.86656 -7.57619 -1.01878 0.957111
1329 4.83055 -7.56095 -1.13517 1.30955
1330 4.79064 -7.54972 -1.23541 1.61649
1331 4.74871 -7.54187 -1.31579 1.86983
1332 4.70667 -7.53648 -1.37534 2.06622
1333 4.66631 -7.53237 -1.41558 2.20785
1334 4.6292 -7.52823 -1.43986 2.302
1335 4.5966 -7.52268 -1.45243 2.35941
1336 4.56933 -7.5144 -1.45749 2.3919
1337 4.54777 -7.50223 -1.45834 2.41
1338 4.53187 -7.48527 -1.45655 2.42124
1339 4.5211 -7.46298 -1.45154 2.42939
1340 4.51458 -7.43523 -1.44042 2.43465
1341 4.51114 -7.40234 -1.41858 2.43456
1342 4.50939 -7.36504 -1.38051 2.42483
1343 4.50788 -7.3245 -1.32088 2.40027
1344 4.50519 -7.2822 -1.23553 2.35562
1345 4.50004 -7.23985 -1.12225 2.28678
1346 4.4914 -7.19931 -0.981151 2.19202
1347 4.4785 -7.16239 -0.814415 2.07274
1348 4.46096 -7.1308 -0.625751 1.93325
1349 4.43873 -7.10594 -0.419725 1.77963
1350 4.41212 -7.08887 -0.201338 1.61827
1351 4.38173 -7.08016 0.0240535 1.45473
1352 4.34838 -7.07988 0.250439 1.29352
1353 4.31307 -7.08757 0.470867 1.1384
1354 4.27683 -7.10226 0.677605 0.992961
1355 4.24067 -7.12254 0.862852 0.860968
1356 4.20547 -7.14663 1.01998 0.746101
1357 4.17193 -7.17255 1.14492 0.651177
1358 4.14049 -7.19819 1.23718 0.577236
1359 4.11132 -7.2215 1.29998 0.523051
1360 4.08434 -7.24063 1.33929 0.48537
1361 4.0592 -7.25406 1.36233 0.459718
1362 4.03536 -7.26069 1.3759 0.441166
1363 4.01212 -7.25994 1.38516 0.424599
1364 3.98874 -7.25179 1.39315 0.404451
1365 3.96451 -7.23678 1.40101 0.374373
1366 3.93882 -7.21596 1.40847 0.327377
1367 3.91121 -7.19083 1.41445 0.25678
1368 3.88148 -7.16323 1.41747 0.157744
1369 3.84966 -7.13522 1.4161 0.028732
1370 3.81608 -7.10891 1.40955 -0.127951
1371 3.78129 -7.08636 1.39832 -0.306886
1372 3.74607 -7.06937 1.38461 -0.501197
1373 3.71133 -7.05944 1.37205 -0.704344
1374 3.67803 -7.05758 1.36487 -0.911266
1375 3.64715 -7.06432 1.36665 -1.11852
1376 3.61949 -7.07965 1.37909 -1.32352
1377 3.59572 -7.10303 1.40138 -1.52335
1378 3.57619 -7.13344 1.43032 -1.71376
1379 3.56095 -7.16945 1.46125 -1.88912
1380 3.54972 -7.20936 1.48947 -2.04323
1381 3.54187 -7.25129 1.5115 -2.17077
1382 3.53648 -7.29333 1.52578 -2.26886
1383 3.53237 -7.33369 1.53259 -2.33786
1384 3.52823 -7.3708 1.53344 -2.38139
1385 3.52268 -7.4034 1.53033 -2.40529
1386 3.5144 -7.43067 1.5251 -2.41609
1387 3.50223 -7.45223 1.51875 -2.41929
1388 3.48527 -7.46813 1.51077 -2.41785
1389 3.46298 -7.4789 1.49847 -2.41125
1390 3.43523 -7.48542 1.47686 -2.39547
1391 3.40234 -7.48886 1.43918 -2.36388
1392 3.36504 -7.49061 1.37817 -2.30895
1393 3.3245 -7.49212 1.28769 -2.22426
1394 3.2822 -7.49481 1.1642 -2.1065
1395 3.23985 -7.49996 1.00759 -1.95675
1396 3.19931 -7.5086 0.820976 -1.78082
1397 3.16239 -7.5215 0.609689 -1.58819
1398 3.1308 -7.53904 0.380075 -1.39023
1399 3.10594 -7.56127 0.138628 -1.19807
1400 -0.1455 -7.01064 1.7747 -0.447157
1401 -0.175781 -7.01973 1.97124 -0.911724
1402 -0.20399 -7.03751 2.17085 -1.34621
1403 -0.229549 -7.06306 2.36431 -1.73961
1404 -0.252105 -7.095 2.54149 -2.08294
1405 -0.271577 -7.1316 2.6933 -2.36982
1406 -0.288176 -7.1709 2.81376 -2.59735
1407 -0.3024 -7.21083 2.90116 -2.76691
1408 -0.315007 -7.24939 2.958 -2.88417
1409 -0.326951 -7.28476 2.98984 -2.95828
1410 -0.339316 -7.31544 3.00368 -3.00032
1411 -0.353216 -7.34032 3.00628 -3.02131
1412 -0.369702 -7.35879 3.00261 -3.03029
1413 -0.38966 -7.37071 2.99431 -3.03259
1414 -0.41373 -7.37649 2.9786 -3.02893
1415 -0.442228 -7.37695 2.9481 -3.0155
1416 -0.475101 -7.37331 2.89187 -2.98483
1417 -0.511912 -7.36708 2.79744 -2.92746
1418 -0.551844 -7.35992 2.65341 -2.83381
1419 -0.593751 -7.35354 2.45181 -2.69627
1420 -0.636221 -7.34955 2.18965 -2.51122
1421 -0.677678 -7.34936 1.86903 -2.28052
1422 -0.716493 -7.3541 1.49588 -2.01171
1423 -0.751099 -7.36451 1.07811 -1.71676
1424 -0.780117 -7.38094 0.624071 -1.40985
1425 -0.802466 -7.4033 0.14228 -1.10494
1426 -0.817449 -7.43114 -0.357742 -0.814082
1427 -0.824824 -7.46366 -0.863855 -0.546693
1428 -0.824831 -7.4998 -1.36021 -0.30957
1429 -0.818195 -7.53834 -1.82791 -0.106997
1430 -0.806083 -7.57798 -2.24743 0.0591494
1431 -0.790034 -7.61751 -2.60235 0.189359
1432 -0.771857 -7.6558 -2.88301 0.286353
1433 -0.753504 -7.69198 -3.08862 0.354673
1434 -0.736938 -7.72544 -3.2271 0.400011
1435 -0.72399 -7.75588 -3.31254 0.428423
1436 -0.716225 -7.7833 -3.36156 0.445619
1437 -0.714826 -7.80801 -3.38944 0.456448
1438 -0.720503 -7.83056 -3.40741 0.464697
1439 -0.73344 -7.85166 -3.4215 0.473178
1440 -0.753266 -7.87214 -3.43284 0.48391
1441 -0.779084 -7.89281 -3.43898 0.498077
1442 -0.809519 -7.91443 -3.43522 0.515611
1443 -0.842818 -7.93761 -3.41577 0.534481
1444 -0.876964 -7.96273 -3.37472 0.550189
1445 -0.909816 -7.98994 -3.30718 0.556034
1446 -0.939261 -8.01912 -3.21048 0.544249
1447 -0.963356 -8.04992 -3.08494 0.507564
1448 -0.980464 -8.08175 -2.93388 0.440525
1449 -0.989369 -8.11388 -2.7628 0.340235
1450 -0.989358 -8.1455 -2.57834 0.206578
1451 -0.980266 -8.17578 -2.38728 0.0422434
1452 -0.962487 -8.20399 -2.19597 -0.14714
1453 -0.936938 -8.22955 -2.01024 -0.352819
1454 -0.904997 -8.2521 -1.83546 -0.563238
1455 -0.868397 -8.27158 -1.67661 -0.765213
1456 -0.829101 -8.28818 -1.53807 -0.946042
1457 -0.78917 -8.3024 -1.42296 -1.09604
1458 -0.750609 -8.31501 -1.33234 -1.2106
1459 -0.715237 -8.32695 -1.26475 -1.2908
1460 -0.684561 -8.33932 -1.2165 -1.3424
1461 -0.659679 -8.35322 -1.18249 -1.37362
1462 -0.641214 -8.3697 -1.15684 -1.39285
1463 -0.629285 -8.38966 -1.13289 -1.40696
1464 -0.623511 -8.41373 -1.10265 -1.42077
1465 -0.623052 -8.44223 -1.05633 -1.43728
1466 -0.626689 -8.4751 -0.982736 -1.4584
1467 -0.632921 -8.51191 -0.871024 -1.48549
1468 -0.64008 -8.55184 -0.713429 -1.51957
1469 -0.646463 -8.59375 -0.50778 -1.56132
1470 -0.650454 -8.63622 -0.258525 -1.61117
1471 -0.650637 -8.67768 0.0244157 -1.66925
1472 -0.645898 -8.71649 0.328442 -1.73536
1473 -0.635487 -8.7511 0.641407 -1.80862
1474 -0.619062 -8.78012 0.953711 -1.88686
1475 -0.596698 -8.80247 1.25872 -1.96629
1476 -0.568857 -8.81745 1.55175 -2.04154
1477 -0.536338 -8.82482 1.82835 -2.1064
1478 -0.5002 -8.82483 2.08316 -2.15523
1479 -0.461665 -8.81819 2.30986 -2.18456
1480 -0.422015 -8.80608 2.50236 -2.19417
1481 -0.382492 -8.79003 2.65645 -2.18721
1482 -0.344198 -8.77186 2.77118 -2.16901
1483 -0.308017 -8.7535 2.84931 -2.14539
1484 -0.274559 -8.73694 2.89683 -2.12104
1485 -0.244125 -8.72399 2.92155 -2.09878
1486 -0.216702 -8.71623 2.93149 -2.07951
1487 -0.191989 -8.71483 2.93303 -2.06225
1488 -0.169441 -8.7205 2.92929 -2.04376
1489 -0.148337 -8.73344 2.91906 -2.01785
1490 -0.127862 -8.75327 2.89672 -1.97507
1491 -0.107189 -8.77908 2.85332 -1.90316
1492 -0.0855662 -8.80952 2.7785 -1.78893
1493 -0.062392 -8.84282 2.66286 -1.62076
1494 -0.0372734 -8.87696 2.50042 -1.39145
1495 -0.0100641 -8.90982 2.29035 -1.10003
1496 0.019121 -8.93926 2.03766 -0.752341
1497 0.0499181 -8.96336 1.75253 -0.359918
1498 0.08175 -8.98046 1.4484 0.0619677
1499 0.113883 -8.98937 1.13986 0.496578
1500 0.1455 -8.98936 0.840554 0.92752
1501 0.175781 -8.98027 0.561911 1.3399
1502 0.20399 -8.96249 0.312469 1.72071
1503 0.229549 -8.93694 0.0977212 2.05907
1504 0.252105 -8.905 -0.0798852 2.34687
1505 0.271577 -8.8684 -0.220685 2.57957
1506 0.288176 -8.8291 -0.327338 2.75686
1507 0.3024 -8.78917 -0.404211 2.88276
1508 0.315007 -8.75061 -0.45666 2.96481
1509 0.326951 -8.71524 -0.490348 3.01263
1510 0.339316 -8.68456 -0.510687 3.0363
1511 0.353216 -8.65968 -0.522434 3.04491
1512 0.369702 -8.64121 -0.52942 3.04514
1513 0.38966 -8.62929 -0.53441 3.03992
1514 0.41373 -8.62351 -0.539084 3.02754
1515 0.442228 -8.62305 -0.544138 3.00153
1516 0.475101 -8.62669 -0.54935 2.95157
1517 0.511912 -8.63292 -0.553412 2.86521
1518 0.551844 -8.64008 -0.553635 2.73009
1519 0.593751 -8.64646 -0.545945 2.53634
1520 0.636221 -8.65045 -0.525568 2.27872
1521 0.677678 -8.65064 -0.4884 1.95784
1522 0.716493 -8.6459 -0.432491 1.58011
1523 0.751099 -8.63549 -0.358957 1.15632
1524 0.780117 -8.61906 -0.271943 0.6996
1525 0.802466 -8.5967 -0.17772 0.223837
1526 0.817449 -8.56886 -0.083333 -0.257088
1527 0.824824 -8.53634 0.00469742 -0.728997
1528 0.824831 -8.5002 0.0813484 -1.17701
1529 0.818195 -8.46166 0.143678 -1.58607
1530 0.806083 -8.42202 0.190933 -1.94254
1531 0.790034 -8.38249 0.224249 -2.2365
1532 0.771857 -8.3442 0.246021 -2.46383
1533 0.753504 -8.30802 0.259148 -2.62721
1534 0.736938 -8.27456 0.266374 -2.73534
1535 0.72399 -8.24412 0.269919 -2.80089
1536 0.716225 -8.2167 0.271388 -2.83767
1537 0.714826 -8.19199 0.271817 -2.8579
1538 0.720503 -8.16944 0.271707 -2.87018
1539 0.73344 -8.14834 0.271007 -2.87862
1540 0.753266 -8.12786 0.2691 -2.88312
1541 0.779084 -8.10719 0.264819 -2.88025
1542 0.809519 -8.08557 0.256425 -2.8644
1543 0.842818 -8.06239 0.241567 -2.82864
1544 0.876964 -8.03727 0.217364 -2.76571
1545 0.909816 -8.01006 0.180713 -2.66924
1546 0.939261 -7.98088 0.128821 -2.53506
1547 0.963356 -7.95008 0.0597732 -2.36215
1548 0.980464 -7.91825 -0.0270768 -2.15269
1549 0.989369 -7.88612 -0.130957 -1.91141
1550 0.989358 -7.8545 -0.249692 -1.64465
1551 0.980266 -7.82422 -0.379765 -1.35978
1552 0.962487 -7.79601 -0.516329 -1.06515
1553 0.936938 -7.77045 -0.65332 -0.770468
1554 0.904997 -7.7479 -0.783946 -0.486771
1555 0.868397 -7.72842 -0.901572 -0.225771
1556 0.829101 -7.71182 -1.00086 0.00174851
1557 0.78917 -7.6976 -1.0788 0.188093
1558 0.750609 -7.68499 -1.1352 0.330494
1559 0.715237 -7.67305 -1.17246 0.431713
1560 0.684561 -7.66068 -1.19476 0.499035
1561 0.659679 -7.64678 -1.20691 0.542161
1562 0.641214 -7.6303 -1.21319 0.571077
1563 0.629285 -7.61034 -1.21649 0.594814
1564 0.623511 -7.58627 -1.21788 0.621315
1565 0.623052 -7.55777 -1.21663 0.657922
1566 0.626689 -7.5249 -1.21071 0.711648
1567 0.632921 -7.48809 -1.19735 0.788671
1568 0.64008 -7.44816 -1.17367 0.89308
1569 0.646463 -7.40625 -1.13721 1.02562
1570 0.650454 -7.36378 -1.08631 1.1833
1571 0.650637 -7.32232 -1.02027 1.36031
1572 0.645898 -7.28351 -0.939179 1.54956
1573 0.635487 -7.2489 -0.843511 1.74421
1574 0.619062 -7.21988 -0.733678 1.93828
1575 0.596698 -7.19753 -0.609926 2.12647
1576 0.568857 -7.18255 -0.472696 2.30349
1577 0.536338 -7.17518 -0.323486 2.46371
1578 0.5002 -7.17517 -0.165806 2.60144
1579 0.461665 -7.18181 -0.00567761 2.71213
1580 0.422015 -7.19392 0.148767 2.79363
1581 0.382492 -7.20997 0.288698 2.84697
1582 0.344198 -7.22814 0.406675 2.87611
1583 0.308017 -7.2465 0.498583 2.88679
1584 0.274559 -7.26306 0.564547 2.8851
1585 0.244125 -7.27601 0.60843 2.87634
1586 0.216702 -7.28377 0.636273 2.86433
1587 0.191989 -7.28517 0.65457 2.85077
1588 0.169441 -7.2795 0.669124 2.83421
1589 0.148337 -7.26656 0.68478 2.80907
1590 0.127862 -7.24673 0.705706 2.7653
1591 0.107189 -7.22092 0.735759 2.68929
1592 0.0855662 -7.19048 0.778576 2.56606
1593 0.062392 -7.15718 0.837306 2.38241
1594 0.0372734 -7.12304 0.91422 2.13007
1595 0.0100641 -7.09018 1.01054 1.80794
1596 -0.019121 -7.06074 1.12661 1.42261
1597 -0.0499181 -7.03664 1.26217 0.987112
1598 -0.08175 -7.01954 1.41652 0.518388
1599 -0.113883 -7.01063 1.58825 0.0345728
1600 12.7539 -3.34301 -0.224096 0.583972
1601 12.7299 -3.32244 -0.190845 0.793249
1602 12.6997 -3.30831 -0.14926 0.98835
1603 12.6644 -3.30061 -0.0998801 1.16335
1604 12.6253 -3.29889 -0.0450085 1.31352
1605 12.584 -3.30228 0.0115487 1.43591
1606 12.542 -3.30954 0.0652896 1.52978
1607 12.5007 -3.31915 0.112153 1.59681
1608 12.4614 -3.32938 0.149552 1.64065
1609 12.4252 -3.33844 0.176888 1.66623
1610 12.3927 -3.34461 0.195357 1.67887
1611 12.3643 -3.34635 0.207257 1.6834
1612 12.3398 -3.34246 0.21521 1.68341
1613 12.319 -3.33211 0.221661 1.68045
1614 12.3011 -3.31497 0.228764 1.67355
1615 12.2853 -3.29124 0.238517 1.65908
1616 12.2706 -3.26161 0.252904 1.63132
1617 12.256 -3.22727 0.273914 1.58347
1618 12.2404 -3.1898 0.303388 1.50886
1619 12.2232 -3.15109 0.342748 1.40239
1620 12.2036 -3.1132 0.392775 1.26165
1621 12.1813 -3.07821 0.453479 1.08758
1622 12.1564 -3.04811 0.524088 0.884433
1623 12.1289 -3.02462 0.603125 0.658954
1624 12.0994 -3.00907 0.688516 0.419205
1625 12.0685 -3.00235 0.777724 0.173508
1626 12.037 -3.00479 0.867869 -0.07024
1627 12.0057 -3.01615 0.955807 -0.304705
1628 11.9752 -3.03567 1.03825 -0.523063
1629 11.9464 -3.06207 1.11202 -0.71914
1630 11.9196 -3.09369 1.17446 -0.887821
1631 11.895 -3.12855 1.22389 -1.02572
1632 11.8726 -3.16453 1.25992 -1.13185
1633 11.8521 -3.19953 1.28357 -1.20799
1634 11.8329 -3.23154 1.29696 -1.25842
1635 11.8143 -3.25888 1.30285 -1.28906
1636 11.7954 -3.28023 1.30399 -1.30634
1637 11.7753 -3.29476 1.30246 -1.3159
1638 11.7533 -3.30217 1.29894 -1.32174
1639 11.7285 -3.30268 1.29223 -1.3258
1640 11.7006 -3.29706 1.2792 -1.32808
1641 11.6693 -3.28651 1.25522 -1.3271
1642 11.6346 -3.27258 1.21517 -1.32038
1643 11.5971 -3.25708 1.15468 -1.30496
1644 11.5575 -3.24192 1.07136 -1.27798
1645 11.5169 -3.22898 0.965583 -1.23745
1646 11.4764 -3.21997 0.840573 -1.18307
1647 11.4375 -3.21634 0.701684 -1.11683
1648 11.4015 -3.21914 0.555096 -1.04282
1649 11.3696 -3.22901 0.406463 -0.966525
1650 11.343 -3.2461 0.260005 -0.893651
1651 11.3224 -3.27011 0.118333 -0.829004
1652 11.3083 -3.30031 -0.0169794 -0.775742
1653 11.3006 -3.33562 -0.144507 -0.735063
1654 11.2989 -3.37468 -0.262269 -0.706324
1655 11.3023 -3.416 -0.367563 -0.687514
1656 11.3095 -3.45804 -0.457463 -0.67593
1657 11.3191 -3.49932 -0.52977 -0.668861
1658 11.3294 -3.53858 -0.583917 -0.664123
1659 11.3384 -3.5748 -0.621362 -0.660325
1660 11.3446 -3.6073 -0.645267 -0.656827
1661 11.3464 -3.63574 -0.659658 -0.653459
1662 11.3425 -3.66019 -0.668464 -0.650095
1663 11.3321 -3.68101 -0.674842 -0.646187
1664 11.315 -3.69887 -0.680925 -0.640397
1665 11.2912 -3.71466 -0.687953 -0.630519
1666 11.2616 -3.72936 -0.696559 -0.61381
1667 11.2273 -3.744 -0.707021 -0.587764
1668 11.1898 -3.75955 -0.719399 -0.551113
1669 11.1511 -3.77682 -0.733654 -0.504713
1670 11.1132 -3.79641 -0.749847 -0.451843
1671 11.0782 -3.81866 -0.768357 -0.397783
1672 11.0481 -3.84362 -0.789909 -0.348797
1673 11.0246 -3.87108 -0.815317 -0.310983
1674 11.0091 -3.90058 -0.84498 -0.28934
1675 11.0024 -3.93147 -0.878394 -0.287193
1676 11.0048 -3.96299 -0.913933 -0.30589
1677 11.0162 -3.99434 -0.949009 -0.344614
1678 11.0357 -4.02475 -0.980615 -0.40023
1679 11.0621 -4.0536 -1.00609 -0.467397
1680 11.0937 -4.08042 -1.02385 -0.539176
1681 11.1285 -4.105 -1.03371 -0.608213
1682 11.1645 -4.1274 -1.03682 -0.668253
1683 11.1995 -4.14793 -1.03506 -0.715447
1684 11.2315 -4.16714 -1.03043 -0.748929
1685 11.2589 -4.18575 -1.02454 -0.770428
1686 11.2802 -4.20463 -1.01841 -0.783194
1687 11.2948 -4.22467 -1.01225 -0.790744
1688 11.3022 -4.24671 -1.00518 -0.795926
1689 11.3027 -4.27146 -0.994825 -0.800507
1690 11.2971 -4.2994 -0.977248 -0.805281
1691 11.2865 -4.33074 -0.947199 -0.810512
1692 11.2726 -4.36538 -0.898939 -0.816477
1693 11.2571 -4.40288 -0.827368 -0.823943
1694 11.2419 -4.44246 -0.729135 -0.834466
1695 11.229 -4.48311 -0.603337 -0.850416
1696 11.22 -4.52357 -0.45155 -0.874679
1697 11.2163 -4.56251 -0.277238 -0.910063
