# i, x, y, real(u), imag(u)
577 12.9431 -8.28034 -0.154814 -0.623557
578 12.9328 -8.24568 -0.156071 -0.753208
579 12.9155 -8.21061 -0.163381 -0.860216
580 12.8927 -8.17603 -0.174884 -0.943696
581 12.8661 -8.14268 -0.188175 -1.00475
582 12.8378 -8.11111 -0.200963 -1.04617
583 12.8099 -8.08162 -0.211616 -1.07177
584 12.7846 -8.05424 -0.219424 -1.08569
585 12.7635 -8.02873 -0.224514 -1.09178
586 12.7483 -8.00463 -0.227537 -1.09321
587 12.7399 -7.98133 -0.229284 -1.09212
588 12.739 -7.9581 -0.230399 -1.08922
589 12.7454 -7.9342 -0.231254 -1.08356
590 12.7586 -7.90894 -0.231966 -1.0724
591 12.7775 -7.88179 -0.232532 -1.05157
592 12.8005 -7.85242 -0.233019 -1.01598
593 12.8259 -7.82075 -0.233766 -0.960529
594 12.8515 -7.78698 -0.235485 -0.88096
595 12.8753 -7.75157 -0.239209 -0.774816
596 12.8953 -7.71523 -0.246051 -0.642075
597 12.9096 -7.67886 -0.256871 -0.485304
598 12.917 -7.64349 -0.271955 -0.309206
599 12.9164 -7.61015 -0.290827 -0.119781
600 8.84385 -8.53657 -0.37365 -0.0359263
601 8.85677 -8.50771 -0.373771 -0.43671
602 8.86175 -8.47474 -0.378377 -0.826912
603 8.85912 -8.4387 -0.389229 -1.19314
604 8.84969 -8.40075 -0.406135 -1.52282
605 8.83472 -8.36209 -0.427158 -1.80563
606 8.81583 -8.32384 -0.449342 -2.03505
607 8.79491 -8.28698 -0.469702 -2.20959
608 8.77396 -8.25223 -0.486097 -2.33291
609 8.755 -8.22007 -0.497685 -2.41298
610 8.73987 -8.19066 -0.504851 -2.46031
611 8.73012 -8.16388 -0.508728 -2.48584
612 8.72693 -8.13933 -0.510578 -2.4989
613 8.73094 -8.11643 -0.511277 -2.50567
614 8.74231 -8.09444 -0.511075 -2.50842
615 8.76059 -8.07257 -0.50961 -2.50564
616 8.78483 -8.05007 -0.506161 -2.49285
617 8.8136 -8.02629 -0.500109 -2.46364
618 8.84512 -8.00075 -0.49147 -2.41077
619 8.87735 -7.9732 -0.481299 -2.32732
620 8.90813 -7.94367 -0.471793 -2.20811
621 8.93536 -7.91242 -0.465972 -2.05102
622 8.95715 -7.87994 -0.467041 -1.85789
623 8.97189 -7.84695 -0.47764 -1.63428
624 8.97843 -7.81425 -0.499237 -1.38859
625 8.97611 -7.78272 -0.531798 -1.13056
626 8.96483 -7.75318 -0.573748 -0.870021
627 8.94504 -7.72635 -0.622169 -0.616115
628 8.9177 -7.70272 -0.673207 -0.377077
629 8.8842 -7.68255 -0.722682 -0.160063
630 8.84627 -7.6658 -0.766829 0.029079
631 8.80587 -7.65211 -0.802972 0.186294
632 8.76501 -7.64084 -0.829921 0.309966
633 8.72563 -7.63108 -0.847958 0.401367
634 8.68948 -7.62175 -0.858477 0.464538
635 8.65799 -7.61165 -0.863453 0.505511
636 8.63216 -7.5996 -0.864897 0.531106
637 8.61254 -7.58451 -0.864342 0.547795
638 8.59919 -7.56547 -0.86238 0.56106
639 8.59167 -7.54189 -0.858335 0.575329
640 8.58913 -7.5135 -0.850216 0.594248
641 8.59036 -7.48045 -0.835017 0.620822
642 8.59389 -7.44328 -0.809297 0.657109
643 8.59812 -7.40294 -0.769881 0.703516
644 8.60143 -7.36068 -0.714505 0.758201
645 8.60231 -7.31803 -0.64216 0.81721
646 8.59947 -7.27667 -0.553043 0.875461
647 8.59191 -7.2383 -0.448134 0.928108
648 8.57901 -7.20455 -0.32862 0.97158
649 8.56051 -7.1768 -0.195504 1.00386
650 8.53657 -7.15615 -0.0496375 1.02408
651 8.50771 -7.14323 0.107758 1.03195
652 8.47474 -7.13825 0.274219 1.02739
653 8.4387 -7.14088 0.445234 1.01081
654 8.40075 -7.15031 0.614061 0.983589
655 8.36209 -7.16528 0.772423 0.948513
656 8.32384 -7.18417 0.912049 0.909583
657 8.28698 -7.20509 1.02662 0.871211
658 8.25223 -7.22604 1.11336 0.837075
659 8.22007 -7.245 1.17357 0.809252
660 8.19066 -7.26013 1.2119 0.788026
661 8.16388 -7.26988 1.23475 0.772267
662 8.13933 -7.27307 1.24849 0.759895
663 8.11643 -7.26906 1.25815 0.747992
664 8.09444 -7.25769 1.26693 0.732547
665 8.07257 -7.23941 1.27641 0.708214
666 8.05007 -7.21517 1.28707 0.668482
667 8.02629 -7.1864 1.29894 0.606446
668 8.00075 -7.15488 1.312 0.516043
669 7.9732 -7.12265 1.32655 0.393355
670 7.94367 -7.09187 1.34349 0.237462
671 7.91242 -7.06464 1.36451 0.0505562
672 7.87994 -7.04285 1.39196 -0.162633
673 7.84695 -7.02811 1.42841 -0.395772
674 7.81425 -7.02157 1.47589 -0.641766
675 7.78272 -7.02389 1.53499 -0.893254
676 7.75318 -7.03517 1.60432 -1.14277
677 7.72635 -7.05496 1.68027 -1.38265
678 7.70272 -7.0823 1.75746 -1.60511
679 7.68255 -7.1158 1.82975 -1.80282
680 7.6658 -7.15373 1.89167 -1.96988
681 7.65211 -7.19413 1.93964 -2.10285
682 7.64084 -7.23499 1.97258 -2.20145
683 7.63108 -7.27437 1.99172 -2.26858
684 7.62175 -7.31052 1.99984 -2.30967
685 7.61165 -7.34201 2.00039 -2.3315
686 7.5996 -7.36784 1.9965 -2.34083
687 7.58451 -7.38746 1.9902 -2.34304
688 7.56547 -7.40081 1.98142 -2.3408
689 7.54189 -7.40833 1.96722 -2.33333
690 7.5135 -7.41087 1.94164 -2.31635
691 7.48045 -7.40964 1.89638 -2.28283
692 7.44328 -7.40611 1.82236 -2.22446
693 7.40294 -7.40188 1.71174 -2.13351
694 7.36068 -7.39857 1.55981 -2.00464
695 7.31803 -7.39769 1.36617 -1.83648
696 7.27667 -7.40053 1.1346 -1.63229
697 7.2383 -7.40809 0.872008 -1.39964
698 7.20455 -7.42099 0.586703 -1.14909
699 7.1768 -7.43949 0.287064 -0.892322
700 7.15615 -7.46343 -0.0191383 -0.640509
701 7.14323 -7.49229 -0.324619 -0.403079
702 7.13825 -7.52526 -0.621924 -0.187299
703 7.14088 -7.5613 -0.902921 0.00175483
704 7.15031 -7.59925 -1.15903 0.161155
705 7.16528 -7.63791 -1.38222 0.290028
706 7.18417 -7.67616 -1.56642 0.389449
707 7.20509 -7.71302 -1.70901 0.462217
708 7.22604 -7.74777 -1.81147 0.51243
709 7.245 -7.77993 -1.87913 0.544901
710 7.26013 -7.80934 -1.91989 0.564538
711 7.26988 -7.83612 -1.94244 0.575822
712 7.27307 -7.86067 -1.95452 0.582402
713 7.26906 -7.88357 -1.96144 0.586873
714 7.25769 -7.90556 -1.96552 0.590759
715 7.23941 -7.92743 -1.9662 0.594603
716 7.21517 -7.94993 -1.9607 0.598026
717 7.1864 -7.97371 -1.94494 0.599623
718 7.15488 -7.99925 -1.91438 0.596748
719 7.12265 -8.0268 -1.86491 0.585467
720 7.09187 -8.05633 -1.7938 0.560996
721 7.06464 -8.08758 -1.70052 0.518609
722 7.04285 -8.12006 -1.58715 0.454622
723 7.02811 -8.15305 -1.45793 0.367035
724 7.02157 -8.18575 -1.3184 0.25567
725 7.02389 -8.21728 -1.17417 0.122042
726 7.03517 -8.24682 -1.0301 -0.0307598
727 7.05496 -8.27365 -0.890021 -0.197904
728 7.0823 -8.29728 -0.756953 -0.37258
729 7.1158 -8.31745 -0.633591 -0.546164
730 7.15373 -8.3342 -0.522645 -0.709079
731 7.19413 -8.34789 -0.42677 -0.852368
732 7.23499 -8.35916 -0.348013 -0.96953
733 7.27437 -8.36892 -0.287058 -1.05793
734 7.31052 -8.37825 -0.242769 -1.11912
735 7.34201 -8.38835 -0.212339 -1.15802
736 7.36784 -8.4004 -0.191945 -1.1812
737 7.38746 -8.41549 -0.177445 -1.19516
738 7.40081 -8.43453 -0.164696 -1.20504
739 7.40833 -8.45811 -0.149446 -1.21424
740 7.41087 -8.4865 -0.127087 -1.2245
741 7.40964 -8.51955 -0.092671 -1.23656
742 7.40611 -8.55672 -0.0414746 -1.25054
743 7.40188 -8.59706 0.0300218 -1.26626
744 7.39857 -8.63932 0.123246 -1.2834
745 7.39769 -8.68197 0.237315 -1.3016
746 7.40053 -8.72333 0.369671 -1.32066
747 7.40809 -8.7617 0.517221 -1.34046
748 7.42099 -8.79545 0.677335 -1.36081
749 7.43949 -8.8232 0.848152 -1.38095
750 7.46343 -8.84385 1.02807 -1.39923
751 7.49229 -8.85677 1.21472 -1.41312
752 7.52526 -8.86175 1.404 -1.41966
753 7.5613 -8.85912 1.58959 -1.41637
754 7.59925 -8.84969 1.76355 -1.40226
755 7.63791 -8.83472 1.91777 -1.37846
756 7.67616 -8.81583 2.04574 -1.34809
757 7.71302 -8.79491 2.14406 -1.31537
758 7.74777 -8.77396 2.21307 -1.28428
759 7.77993 -8.755 2.25652 -1.25747
760 7.80934 -8.73987 2.28037 -1.23588
761 7.83612 -8.73012 2.29122 -1.21895
762 7.86067 -8.72693 2.29459 -1.20492
763 7.88357 -8.73094 2.29353 -1.19071
764 7.90556 -8.74231 2.28772 -1.17157
765 7.92743 -8.76059 2.27347 -1.14079
766 7.94993 -8.78483 2.24458 -1.08997
767 7.97371 -8.8136 2.19381 -1.01017
768 7.99925 -8.84512 2.11471 -0.893649
769 8.0268 -8.87735 2.00326 -0.735667
770 8.05633 -8.90813 1.8591 -0.53568
771 8.08758 -8.93536 1.68581 -0.29754
772 8.12006 -8.95715 1.4903 -0.0287132
773 8.15305 -8.97189 1.28145 0.261048
774 8.18575 -8.97843 1.06864 0.56101
775 8.21728 -8.97611 0.860477 0.860383
776 8.24682 -8.96483 0.664082 1.14883
777 8.27365 -8.94504 0.484868 1.41668
778 8.29728 -8.9177 0.3266 1.65525
779 8.31745 -8.8842 0.191477 1.85778
780 8.3342 -8.84627 0.080264 2.02033
781 8.34789 -8.80587 -0.00758896 2.14255
782 8.35916 -8.76501 -0.0738277 2.22766
783 8.36892 -8.72563 -0.121212 2.28158
784 8.37825 -8.68948 -0.153234 2.31164
785 8.38835 -8.65799 -0.173739 2.32524
786 8.4004 -8.63216 -0.186499 2.32883
787 8.41549 -8.61254 -0.194875 2.32689
788 8.43453 -8.59919 -0.201669 2.32109
789 8.45811 -8.59167 -0.209164 2.30952
790 8.4865 -8.58913 -0.219261 2.2866
791 8.51955 -8.59036 -0.233492 2.24375
792 8.55672 -8.59389 -0.252705 2.17073
793 8.59706 -8.59812 -0.276528 2.05742
794 8.63932 -8.60143 -0.303014 1.8957
795 8.68197 -8.60231 -0.328918 1.68111
796 8.72333 -8.59947 -0.350663 1.41385
797 8.7617 -8.59191 -0.365626 1.09876
798 8.79545 -8.57901 -0.373132 0.744489
799 8.8232 -8.56051 -0.374726 0.362127
800 4.00443 -13 0.348049 0.837008
801 4.03569 -12.9953 0.271118 1.1458
802 4.06612 -12.9816 0.210022 1.43315
803 4.09503 -12.96 0.166082 1.68907
804 4.12187 -12.9315 0.138633 1.90581
805 4.14631 -12.898 0.125178 2.07907
806 4.16829 -12.8615 0.121932 2.20872
807 4.18801 -12.8239 0.124713 2.29857
808 4.20593 -12.7876 0.129888 2.35527
809 4.22275 -12.7542 0.135025 2.38679
810 4.23932 -12.7256 0.139009 2.40108
811 4.25659 -12.7029 0.141705 2.40491
812 4.27551 -12.687 0.143478 2.40302
813 4.29696 -12.678 0.144802 2.39713
814 4.3216 -12.6757 0.14611 2.38527
815 4.34988 -12.6792 0.147815 2.36167
816 4.38191 -12.6875 0.150473 2.31739
817 4.41747 -12.6988 0.155067 2.24171
818 4.45599 -12.7116 0.163309 2.12395
819 4.49658 -12.7238 0.177764 1.9554
820 4.53806 -12.7337 0.201623 1.73115
821 4.57908 -12.7398 0.238043 1.45123
822 4.61817 -12.7405 0.289237 1.12088
823 4.6539 -12.7351 0.355581 0.749572
824 4.68495 -12.723 0.435045 0.349614
825 4.71023 -12.704 0.523161 -0.0653917
826 4.72899 -12.6785 0.613602 -0.481593
827 4.74088 -12.6474 0.699271 -0.88527
828 4.74599 -12.6116 0.77368 -1.26304
829 4.74486 -12.5725 0.832313 -1.60259
830 4.73846 -12.5315 0.873487 -1.89379
831 4.72815 -12.4902 0.898392 -2.13025
832 4.71556 -12.4497 0.910306 -2.31042
833 4.7025 -12.4113 0.913336 -2.43795
834 4.69082 -12.3758 0.911242 -2.52092
835 4.68229 -12.3439 0.906792 -2.57004
836 4.67848 -12.3156 0.901626 -2.59656
837 4.68058 -12.2909 0.896294 -2.61014
838 4.68938 -12.2694 0.89016 -2.61713
839 4.70517 -12.2504 0.881156 -2.61989
840 4.72768 -12.2329 0.865652 -2.61683
841 4.75616 -12.2161 0.83866 -2.60332
842 4.78934 -12.1989 0.794365 -2.57278
843 4.82558 -12.1807 0.726931 -2.51792
844 4.86293 -12.1607 0.631418 -2.43205
845 4.89929 -12.1384 0.504653 -2.31052
846 4.93256 -12.1136 0.345877 -2.1521
847 4.96076 -12.0865 0.157024 -1.9597
848 4.98219 -12.0574 -0.0573971 -1.73998
849 4.99554 -12.0269 -0.290743 -1.50209
850 4.99999 -11.9956 -0.534826 -1.25602
851 4.99526 -11.9643 -0.780563 -1.01118
852 4.98164 -11.9339 -1.01851 -0.775691
853 4.95996 -11.905 -1.23947 -0.556262
854 4.93152 -11.8781 -1.43533 -0.358322
855 4.89803 -11.8537 -1.60008 -0.186146
856 4.86147 -11.8317 -1.73059 -0.0427009
857 4.82395 -11.812 -1.82707 0.0708224
858 4.78755 -11.7941 -1.89285 0.155492
859 4.75422 -11.7773 -1.93349 0.214726
860 4.72559 -11.7607 -1.95567 0.253761
861 4.70292 -11.7434 -1.9659 0.27866
862 4.68697 -11.7245 -1.96937 0.295332
863 4.67798 -11.703 -1.96887 0.309003
864 4.67566 -11.6784 -1.96423 0.324252
865 4.67922 -11.6501 -1.95221 0.345279
866 4.68746 -11.6181 -1.92722 0.375981
867 4.69883 -11.5825 -1.88231 0.419527
868 4.71155 -11.544 -1.81055 0.477528
869 4.72378 -11.5034 -1.70635 0.549375
870 4.73373 -11.4619 -1.56667 0.632373
871 4.73976 -11.4209 -1.39182 0.722806
872 4.74055 -11.3818 -1.18545 0.817417
873 4.73512 -11.3461 -0.953808 0.914459
874 4.72296 -11.3151 -0.704436 1.01375
875 4.70397 -11.2898 -0.445101 1.11578
876 4.67852 -11.271 -0.183144 1.22031
877 4.64737 -11.2591 0.0744179 1.32534
878 4.61159 -11.254 0.320473 1.42683
879 4.57251 -11.2551 0.547685 1.51953
880 4.53155 -11.2615 0.748902 1.59848
881 4.49015 -11.2718 0.918189 1.66037
882 4.44968 -11.2844 1.05215 1.7044
883 4.41127 -11.2975 1.15092 1.73215
884 4.37581 -11.3092 1.21826 1.7468
885 4.34385 -11.3177 1.26067 1.75221
886 4.31561 -11.3215 1.28584 1.752
887 4.29094 -11.3194 1.30096 1.74868
888 4.26942 -11.3106 1.31162 1.74284
889 4.25036 -11.2948 1.32136 1.7325
890 4.23288 -11.2723 1.33191 1.71298
891 4.21606 -11.2438 1.34367 1.67751
892 4.19895 -11.2107 1.3561 1.6184
893 4.18071 -11.1744 1.36795 1.52864
894 4.16066 -11.1371 1.37753 1.40334
895 4.13836 -11.1007 1.38329 1.24069
896 4.11362 -11.0674 1.3846 1.042
897 4.08653 -11.0392 1.38245 0.811176
898 4.05743 -11.0178 1.37957 0.553602
899 4.02688 -11.0045 1.37994 0.275381
900 3.99557 -11 1.38772 -0.0170232
901 3.96431 -11.0047 1.40607 -0.316643
902 3.93388 -11.0184 1.43614 -0.615507
903 3.90497 -11.04 1.47654 -0.904331
904 3.87813 -11.0685 1.52344 -1.17291
905 3.85369 -11.102 1.5715 -1.41124
906 3.83171 -11.1385 1.61524 -1.61122
907 3.81199 -11.1761 1.6505 -1.76838
908 3.79407 -11.2124 1.67527 -1.88293
909 3.77725 -11.2458 1.68982 -1.95966
910 3.76068 -11.2744 1.69619 -2.00666
911 3.74341 -11.2971 1.6971 -2.03329
912 3.72449 -11.313 1.69483 -2.04809
913 3.70304 -11.322 1.6901 -2.05716
914 3.6784 -11.3243 1.6813 -2.06351
915 3.65012 -11.3208 1.66439 -2.06725
916 3.61809 -11.3125 1.63365 -2.06627
917 3.58253 -11.3012 1.58307 -2.05726
918 3.54401 -11.2884 1.50821 -2.03656
919 3.50342 -11.2762 1.40769 -2.00106
920 3.46194 -11.2663 1.28391 -1.94917
921 3.42092 -11.2602 1.14241 -1.88167
922 3.38183 -11.2595 0.990222 -1.80212
923 3.3461 -11.2649 0.833838 -1.71647
924 3.31505 -11.277 0.677753 -1.6321
925 3.28977 -11.296 0.524084 -1.5564
926 3.27101 -11.3215 0.373308 -1.49549
927 3.25912 -11.3526 0.225697 -1.45323
928 3.25401 -11.3884 0.0826438 -1.43059
929 3.25514 -11.4275 -0.0527568 -1.42554
930 3.26154 -11.4685 -0.176072 -1.43356
931 3.27185 -11.5098 -0.282679 -1.44876
932 3.28444 -11.5503 -0.369187 -1.46534
933 3.2975 -11.5887 -0.434522 -1.47897
934 3.30918 -11.6242 -0.480237 -1.48754
935 3.31771 -11.6561 -0.509976 -1.49107
936 3.32152 -11.6844 -0.52843 -1.49087
937 3.31942 -11.7091 -0.540255 -1.48832
938 3.31062 -11.7306 -0.549393 -1.48373
939 3.29483 -11.7496 -0.558901 -1.47554
940 3.27232 -11.7671 -0.571136 -1.46022
941 3.24384 -11.7839 -0.587962 -1.43303
942 3.21066 -11.8011 -0.610754 -1.3896
943 3.17442 -11.8193 -0.640121 -1.32794
944 3.13707 -11.8393 -0.675586 -1.25017
945 3.10071 -11.8616 -0.715491 -1.16324
946 3.06744 -11.8864 -0.757256 -1.07824
947 3.03924 -11.9135 -0.79787 -1.0083
948 3.01781 -11.9426 -0.834416 -0.966036
949 3.00446 -11.9731 -0.864483 -0.961162
950 3.00001 -12.0044 -0.886415 -0.998844
951 3.00474 -12.0357 -0.899396 -1.079
952 3.01836 -12.0661 -0.903413 -1.19631
953 3.04004 -12.095 -0.899186 -1.34083
954 3.06848 -12.1219 -0.888107 -1.49923
955 3.10197 -12.1463 -0.87212 -1.65678
956 3.13853 -12.1683 -0.853513 -1.79986
957 3.17605 -12.188 -0.834556 -1.9184
958 3.21245 -12.2059 -0.81708 -2.00757
959 3.24578 -12.2227 -0.802172 -2.06802
960 3.27441 -12.2393 -0.790126 -2.10471
961 3.29708 -12.2566 -0.780565 -2.12473
962 3.31303 -12.2755 -0.772507 -2.13491
963 3.32202 -12.297 -0.76421 -2.14003
964 3.32434 -12.3216 -0.752893 -2.14185
965 3.32078 -12.3499 -0.734572 -2.13919
966 3.31254 -12.3819 -0.7043 -2.12895
967 3.30117 -12.4175 -0.656959 -2.1075
968 3.28845 -12.456 -0.588441 -2.07216
969 3.27622 -12.4966 -0.496846 -2.02248
970 3.26627 -12.5381 -0.383197 -1.96076
971 3.26024 -12.5791 -0.251381 -1.89183
972 3.25945 -12.6182 -0.107308 -1.82195
973 3.26488 -12.6539 0.0423467 -1.75727
974 3.27704 -12.6849 0.191341 -1.70224
975 3.29603 -12.7102 0.334616 -1.65861
976 3.32148 -12.729 0.468501 -1.62518
977 3.35263 -12.7409 0.590426 -1.59845
978 3.38841 -12.746 0.69851 -1.57399
979 3.42749 -12.7449 0.791323 -1.54803
980 3.46845 -12.7385 0.867886 -1.51869
981 3.50985 -12.7282 0.927895 -1.4865
982 3.55032 -12.7156 0.971983 -1.45368
983 3.58873 -12.7025 1.00183 -1.42298
984 3.62419 -12.6908 1.01999 -1.39644
985 3.65615 -12.6823 1.02954 -1.37483
986 3.68439 -12.6785 1.03354 -1.35764
987 3.70906 -12.6806 1.03439 -1.34319
988 3.73058 -12.6894 1.03333 -1.32842
989 3.74964 -12.7052 1.03006 -1.3084
990 3.76712 -12.7277 1.0227 -1.27607
991 3.78394 -12.7562 1.00818 -1.22255
992 3.80105 -12.7893 0.982915 -1.13844
993 3.81929 -12.8256 0.943611 -1.01571
994 3.83934 -12.8629 0.888182 -0.849521
995 3.86164 -12.8993 0.816474 -0.639376
996 3.88638 -12.9326 0.730645 -0.38917
997 3.91347 -12.9608 0.634989 -0.106288
998 3.94257 -12.9822 0.535248 0.199646
999 3.97312 -12.9955 0.437661 0.51784
1000 -0.839072 -12.544 -0.90938 -1.69507
1001 -0.818203 -12.5678 -0.609315 -2.00996
1002 -0.790297 -12.586 -0.335238 -2.33096
1003 -0.75643 -12.5986 -0.0926354 -2.64278
1004 -0.717999 -12.6059 0.11519 -2.9293
1005 -0.676615 -12.6083 0.28682 -3.17649
1006 -0.633976 -12.6071 0.422633 -3.37513
1007 -0.591747 -12.6034 0.524832 -3.52245
1008 -0.551438 -12.5988 0.597371 -3.62197
1009 -0.514303 -12.5949 0.645594 -3.68184
1010 -0.481264 -12.5934 0.675594 -3.71257
1011 -0.452854 -12.5957 0.693418 -3.72461
1012 -0.429204 -12.603 0.704355 -3.72606
1013 -0.410052 -12.6162 0.712478 -3.72073
1014 -0.394784 -12.6357 0.72053 -3.7069
1015 -0.382508 -12.6614 0.730089 -3.67718
1016 -0.372135 -12.6928 0.74175 -3.61974
1017 -0.362483 -12.7289 0.755021 -3.52053
1018 -0.352375 -12.7682 0.768013 -3.36601
1019 -0.34074 -12.8089 0.777342 -3.14585
1020 -0.326695 -12.8492 0.77867 -2.85477
1021 -0.309609 -12.887 0.767889 -2.49341
1022 -0.289147 -12.9203 0.742418 -2.06777
1023 -0.265279 -12.9474 0.702011 -1.58795
1024 -0.238268 -12.967 0.648792 -1.06676
1025 -0.208632 -12.978 0.58669 -0.518997
1026 -0.177081 -12.98 0.520606 0.0388199
1027 -0.144443 -12.9732 0.455613 0.58831
1028 -0.11158 -12.9582 0.396246 1.10969
1029 -0.0793012 -12.9361 0.345863 1.58354
1030 -0.0482883 -12.9086 0.306173 1.99332
1031 -0.0190287 -12.8775 0.277115 2.3282
1032 0.00822746 -12.8451 0.2572 2.58489
1033 0.0334889 -12.8133 0.244207 2.76798
1034 0.0570184 -12.7844 0.235916 2.88854
1035 0.0793043 -12.7599 0.230569 2.96149
1036 0.101008 -12.7414 0.226944 3.00252
1037 0.122898 -12.7299 0.224164 3.02528
1038 0.145763 -12.7257 0.221434 3.03939
1039 0.170336 -12.7286 0.217854 3.04958
1040 0.197205 -12.7382 0.21237 3.05596
1041 0.226747 -12.753 0.203974 3.05498
1042 0.259074 -12.7717 0.192231 3.04028
1043 0.294003 -12.7923 0.178059 3.0034
1044 0.331053 -12.8129 0.164424 2.9345
1045 0.369466 -12.8315 0.156593 2.82382
1046 0.408257 -12.8461 0.161677 2.66362
1047 0.446288 -12.8552 0.1875 2.45006
1048 0.482352 -12.8575 0.241045 2.18415
1049 0.515277 -12.8522 0.326836 1.87162
1050 0.544021 -12.8391 0.445602 1.52193
1051 0.567772 -12.8182 0.593573 1.14707
1052 0.586023 -12.7903 0.762567 0.760801
1053 0.598632 -12.7564 0.940989 0.37822
1054 0.60585 -12.718 1.11575 0.0150683
1055 0.608325 -12.6766 1.27465 -0.313513
1056 0.607065 -12.634 1.40855 -0.594919
1057 0.603382 -12.5917 1.51278 -0.821309
1058 0.598798 -12.5514 1.58727 -0.991213
1059 0.59494 -12.5143 1.63577 -1.10967
1060 0.593417 -12.4813 1.66427 -1.18669
1061 0.595702 -12.4529 1.67938 -1.23461
1062 0.603008 -12.4292 1.6868 -1.26555
1063 0.616192 -12.4101 1.69026 -1.28976
1064 0.635676 -12.3948 1.69085 -1.31535
1065 0.661398 -12.3825 1.68715 -1.34874
1066 0.692803 -12.3721 1.67577 -1.39515
1067 0.728868 -12.3625 1.6521 -1.45839
1068 0.768158 -12.3524 1.61113 -1.53999
1069 0.808919 -12.3407 1.54804 -1.63829
1070 0.849198 -12.3267 1.45878 -1.74852
1071 0.886972 -12.3096 1.34057 -1.86409
1072 0.920293 -12.2891 1.19216 -1.97846
1073 0.947428 -12.2653 1.01414 -2.08674
1074 0.966979 -12.2383 0.809006 -2.18622
1075 0.977994 -12.2086 0.581354 -2.27593
1076 0.980032 -12.1771 0.337838 -2.35564
1077 0.973205 -12.1444 0.0871075 -2.42486
1078 0.958173 -12.1116 -0.160572 -2.48247
1079 0.936103 -12.0793 -0.394243 -2.52702
1080 0.90859 -12.0483 -0.603613 -2.55756
1081 0.877549 -12.019 -0.780633 -2.57434
1082 0.845084 -11.9918 -0.920901 -2.57913
1083 0.81334 -11.9665 -1.02437 -2.57479
1084 0.784353 -11.943 -1.09506 -2.5646
1085 0.759914 -11.9207 -1.13985 -2.5515
1086 0.741441 -11.899 -1.16675 -2.53759
1087 0.729885 -11.8771 -1.18324 -2.5234
1088 0.725664 -11.8542 -1.19522 -2.50692
1089 0.728645 -11.8297 -1.20666 -2.48264
1090 0.738153 -11.8028 -1.21988 -2.44117
1091 0.753025 -11.7733 -1.23586 -2.37013
1092 0.771702 -11.7409 -1.25449 -2.2564
1093 0.792336 -11.706 -1.27436 -2.08915
1094 0.812932 -11.6689 -1.29267 -1.86286
1095 0.831482 -11.6305 -1.30549 -1.579
1096 0.846111 -11.5917 -1.30854 -1.24576
1097 0.855204 -11.5537 -1.29817 -0.875979
1098 0.857513 -11.5176 -1.27204 -0.483969
1099 0.852239 -11.4847 -1.22928 -0.0828906
1100 0.839072 -11.456 -1.17017 0.316575
1101 0.818203 -11.4322 -1.09578 0.705967
1102 0.790297 -11.414 -1.00788 1.07764
1103 0.75643 -11.4014 -0.909304 1.42343
1104 0.717999 -11.3941 -0.80433 1.73448
1105 0.676615 -11.3917 -0.698794 2.0023
1106 0.633976 -11.3929 -0.599421 2.22067
1107 0.591747 -11.3966 -0.512432 2.38748
1108 0.551438 -11.4012 -0.441957 2.50553
1109 0.514303 -11.4051 -0.389058 2.58199
1110 0.481264 -11.4066 -0.351846 2.62679
1111 0.452854 -11.4043 -0.326468 2.65047
1112 0.429204 -11.397 -0.308206 2.66204
1113 0.410052 -11.3838 -0.292041 2.66729
1114 0.394784 -11.3643 -0.272548 2.66795
1115 0.382508 -11.3386 -0.243565 2.66176
1116 0.372135 -11.3072 -0.198191 2.64338
1117 0.362483 -11.2711 -0.129405 2.60564
1118 0.352375 -11.2318 -0.031225 2.54095
1119 0.34074 -11.1911 0.100078 2.44268
1120 0.326695 -11.1508 0.265295 2.30633
1121 0.309609 -11.113 0.462405 2.13044
1122 0.289147 -11.0797 0.687341 1.91672
1123 0.265279 -11.0526 0.934886 1.66943
1124 0.238268 -11.033 1.19924 1.39456
1125 0.208632 -11.022 1.47406 1.09916
1126 0.177081 -11.02 1.75226 0.791203
1127 0.144443 -11.0268 2.02559 0.479938
1128 0.11158 -11.0418 2.28476 0.176012
1129 0.0793012 -11.0639 2.52019 -0.109047
1130 0.0482883 -11.0914 2.72328 -0.364102
1131 0.0190287 -11.1225 2.88801 -0.580181
1132 -0.00822746 -11.1549 3.01214 -0.752213
1133 -0.0334889 -11.1867 3.09767 -0.880061
1134 -0.0570184 -11.2156 3.15035 -0.968369
1135 -0.0793043 -11.2401 3.17825 -1.02523
1136 -0.101008 -11.2586 3.18991 -1.06022
1137 -0.122898 -11.2701 3.19227 -1.08246
1138 -0.145763 -11.2743 3.18882 -1.09949
1139 -0.170336 -11.2714 3.17838 -1.117
1140 -0.197205 -11.2618 3.15504 -1.1392
1141 -0.226747 -11.247 3.10935 -1.16915
1142 -0.259074 -11.2283 3.03049 -1.20862
1143 -0.294003 -11.2077 2.90897 -1.2575
1144 -0.331053 -11.1871 2.73937 -1.31322
1145 -0.369466 -11.1685 2.52224 -1.37094
1146 -0.408257 -11.1539 2.26473 -1.42457
1147 -0.446288 -11.1448 1.97944 -1.46847
1148 -0.482352 -11.1425 1.68176 -1.49877
1149 -0.515277 -11.1478 1.38674 -1.51406
