# i, x, y, real(u), imag(u)
581 12.8661 -8.14268 -0.486084 0.487939
582 12.8378 -8.11111 -0.337728 0.509109
583 12.8099 -8.08162 -0.186545 0.523261
584 12.7846 -8.05424 -0.0449375 0.528658
585 12.7635 -8.02873 0.0754508 0.52655
586 12.7483 -8.00463 0.16526 0.520029
587 12.7399 -7.98133 0.218302 0.51244
588 12.739 -7.9581 0.231571 0.506084
589 12.7454 -7.9342 0.205698 0.501395
590 12.7586 -7.90894 0.14504 0.497012
591 12.7775 -7.88179 0.0568646 0.490587
592 12.8005 -7.85242 -0.0489946 0.480047
593 12.8259 -7.82075 -0.161101 0.464852
594 12.8515 -7.78698 -0.267922 0.446797
595 12.8753 -7.75157 -0.359518 0.42997
596 12.8953 -7.71523 -0.428916 0.419838
597 12.9096 -7.67886 -0.472665 0.421816
598 12.917 -7.64349 -0.490407 0.439909
599 12.9164 -7.61015 -0.483768 0.475845
600 8.84385 -8.53657 -0.1651 -0.115749
601 8.85677 -8.50771 0.0271982 -0.353886
602 8.86175 -8.47474 0.19921 -0.606165
603 8.85912 -8.4387 0.347609 -0.867799
604 8.84969 -8.40075 0.469858 -1.13181
605 8.83472 -8.36209 0.564771 -1.38956
606 8.81583 -8.32384 0.63317 -1.63182
607 8.79491 -8.28698 0.678345 -1.85029
608 8.77396 -8.25223 0.705981 -2.03882
609 8.755 -8.22007 0.723551 -2.19427
610 8.73987 -8.19066 0.739401 -2.31647
611 8.73012 -8.16388 0.761696 -2.40735
612 8.72693 -8.13933 0.797449 -2.46959
613 8.73094 -8.11643 0.851635 -2.50479
614 8.74231 -8.09444 0.925998 -2.51263
615 8.76059 -8.07257 1.01876 -2.49103
616 8.78483 -8.05007 1.12462 -2.4363
617 8.8136 -8.02629 1.23499 -2.34487
618 8.84512 -8.00075 1.33922 -2.21519
619 8.87735 -7.9732 1.42655 -2.04908
620 8.90813 -7.94367 1.48815 -1.85225
621 8.93536 -7.91242 1.51907 -1.63383
622 8.95715 -7.87994 1.51875 -1.40485
623 8.97189 -7.84695 1.49045 -1.17665
624 8.97843 -7.81425 1.43953 -0.959449
625 8.97611 -7.78272 1.37165 -0.761473
626 8.96483 -7.75318 1.29116 -0.588495
627 8.94504 -7.72635 1.20055 -0.44375
628 8.9177 -7.70272 1.10079 -0.327919
629 8.8842 -7.68255 0.99237 -0.239141
630 8.84627 -7.6658 0.876506 -0.173238
631 8.80587 -7.65211 0.75599 -0.124311
632 8.76501 -7.64084 0.635293 -0.0856791
633 8.72563 -7.63108 0.519791 -0.0509644
634 8.68948 -7.62175 0.414563 -0.0148605
635 8.65799 -7.61165 0.323189 0.0266077
636 8.63216 -7.5996 0.247023 0.0763316
637 8.61254 -7.58451 0.185058 0.136607
638 8.59919 -7.56547 0.134369 0.209317
639 8.59167 -7.54189 0.0906831 0.295354
640 8.58913 -7.5135 0.0487916 0.394411
641 8.59036 -7.48045 0.00349221 0.504231
642 8.59389 -7.44328 -0.0495246 0.619908
643 8.59812 -7.40294 -0.1129 0.734103
644 8.60143 -7.36068 -0.187187 0.838126
645 8.60231 -7.31803 -0.27089 0.923613
646 8.59947 -7.27667 -0.361069 0.984469
647 8.59191 -7.2383 -0.454227 1.01811
648 8.57901 -7.20455 -0.546998 1.02558
649 8.56051 -7.1768 -0.636514 1.01057
650 8.53657 -7.15615 -0.720443 0.977909
651 8.50771 -7.14323 -0.796832 0.932009
652 8.47474 -7.13825 -0.863936 0.876021
653 8.4387 -7.14088 -0.920197 0.811857
654 8.40075 -7.15031 -0.964392 0.740859
655 8.36209 -7.16528 -0.995828 0.664671
656 8.32384 -7.18417 -1.01452 0.585793
657 8.28698 -7.20509 -1.02118 0.50752
658 8.25223 -7.22604 -1.01724 0.433126
659 8.22007 -7.245 -1.00452 0.364851
660 8.19066 -7.26013 -0.984923 0.303153
661 8.16388 -7.26988 -0.960018 0.246533
662 8.13933 -7.27307 -0.930568 0.191996
663 8.11643 -7.26906 -0.896129 0.135979
664 8.09444 -7.25769 -0.85511 0.0754719
665 8.07257 -7.23941 -0.804778 0.00836862
666 8.05007 -7.21517 -0.741774 -0.0662037
667 8.02629 -7.1864 -0.663041 -0.147809
668 8.00075 -7.15488 -0.566747 -0.235036
669 7.9732 -7.12265 -0.452984 -0.326159
670 7.94367 -7.09187 -0.324076 -0.419676
671 7.91242 -7.06464 -0.18434 -0.515045
672 7.87994 -7.04285 -0.039485 -0.612954
673 7.84695 -7.02811 0.104359 -0.715168
674 7.81425 -7.02157 0.241531 -0.82392
675 7.78272 -7.02389 0.367479 -0.941
676 7.75318 -7.03517 0.479013 -1.06677
677 7.72635 -7.05496 0.574186 -1.19938
678 7.70272 -7.0823 0.65203 -1.33446
679 7.68255 -7.1158 0.712384 -1.46561
680 7.6658 -7.15373 0.755839 -1.58554
681 7.65211 -7.19413 0.783813 -1.68765
682 7.64084 -7.23499 0.798507 -1.76752
683 7.63108 -7.27437 0.802701 -1.82376
684 7.62175 -7.31052 0.799326 -1.85793
685 7.61165 -7.34201 0.790975 -1.87366
686 7.5996 -7.36784 0.77955 -1.87519
687 7.58451 -7.38746 0.766093 -1.86577
688 7.56547 -7.40081 0.750826 -1.84636
689 7.54189 -7.40833 0.733409 -1.8153
690 7.5135 -7.41087 0.713004 -1.76852
691 7.48045 -7.40964 0.688311 -1.70054
692 7.44328 -7.40611 0.657665 -1.60628
693 7.40294 -7.40188 0.61917 -1.4828
694 7.36068 -7.39857 0.570918 -1.33035
695 7.31803 -7.39769 0.511548 -1.15264
696 7.27667 -7.40053 0.440392 -0.95591
697 7.2383 -7.40809 0.357656 -0.747621
698 7.20455 -7.42099 0.263882 -0.534933
699 7.1768 -7.43949 0.159305 -0.323818
700 7.15615 -7.46343 0.0433499 -0.118902
701 7.14323 -7.49229 -0.0853241 0.0761009
702 7.13825 -7.52526 -0.228069 0.257679
703 7.14088 -7.5613 -0.38499 0.422072
704 7.15031 -7.59925 -0.553742 0.565453
705 7.16528 -7.63791 -0.728962 0.684642
706 7.18417 -7.67616 -0.902749 0.778041
707 7.20509 -7.71302 -1.06621 0.846348
708 7.22604 -7.74777 -1.21152 0.892665
709 7.245 -7.77993 -1.33368 0.922042
710 7.26013 -7.80934 -1.43122 0.940552
711 7.26988 -7.83612 -1.50575 0.954357
712 7.27307 -7.86067 -1.56056 0.968919
713 7.26906 -7.88357 -1.59866 0.988491
714 7.25769 -7.90556 -1.62166 1.01573
715 7.23941 -7.92743 -1.62942 1.0515
716 7.21517 -7.94993 -1.62022 1.09451
717 7.1864 -7.97371 -1.592 1.14115
718 7.15488 -7.99925 -1.54413 1.18557
719 7.12265 -8.0268 -1.47886 1.22042
720 7.09187 -8.05633 -1.40205 1.23813
721 7.06464 -8.08758 -1.32261 1.23219
722 7.04285 -8.12006 -1.25099 1.19826
723 7.02811 -8.15305 -1.19687 1.1342
724 7.02157 -8.18575 -1.16716 1.03954
725 7.02389 -8.21728 -1.16451 0.914737
726 7.03517 -8.24682 -1.18682 0.760675
727 7.05496 -8.27365 -1.22764 0.578845
728 7.0823 -8.29728 -1.27724 0.372159
729 7.1158 -8.31745 -1.32437 0.145854
730 7.15373 -8.3342 -1.35831 -0.0920247
731 7.19413 -8.34789 -1.371 -0.331022
732 7.23499 -8.35916 -1.35853 -0.559688
733 7.27437 -8.36892 -1.32176 -0.76756
734 7.31052 -8.37825 -1.2656 -0.947082
735 7.34201 -8.38835 -1.19738 -1.09459
736 7.36784 -8.4004 -1.12474 -1.21019
737 7.38746 -8.41549 -1.05355 -1.2967
738 7.40081 -8.43453 -0.986816 -1.35789
739 7.40833 -8.45811 -0.924576 -1.39738
740 7.41087 -8.4865 -0.864015 -1.41839
741 7.40964 -8.51955 -0.800795 -1.42322
742 7.40611 -8.55672 -0.73047 -1.41378
743 7.40188 -8.59706 -0.649481 -1.39226
744 7.39857 -8.63932 -0.555723 -1.36165
745 7.39769 -8.68197 -0.44863 -1.32595
746 7.40053 -8.72333 -0.328955 -1.28994
747 7.40809 -8.7617 -0.198395 -1.25863
748 7.42099 -8.79545 -0.0592685 -1.23646
749 7.43949 -8.8232 0.0856392 -1.22658
750 7.46343 -8.84385 0.233101 -1.23031
751 7.49229 -8.85677 0.379478 -1.24678
752 7.52526 -8.86175 0.520824 -1.27286
753 7.5613 -8.85912 0.653153 -1.30345
754 7.59925 -8.84969 0.772889 -1.33211
755 7.63791 -8.83472 0.877281 -1.35218
756 7.67616 -8.81583 0.964617 -1.35809
757 7.71302 -8.79491 1.03418 -1.34643
758 7.74777 -8.77396 1.08595 -1.31662
759 7.77993 -8.755 1.12023 -1.27065
760 7.80934 -8.73987 1.13732 -1.21211
761 7.83612 -8.73012 1.13743 -1.14481
762 7.86067 -8.72693 1.1206 -1.07135
763 7.88357 -8.73094 1.08682 -0.992362
764 7.90556 -8.74231 1.03663 -0.90676
765 7.92743 -8.76059 0.971039 -0.811923
766 7.94993 -8.78483 0.891254 -0.704845
767 7.97371 -8.8136 0.798587 -0.583532
768 7.99925 -8.84512 0.694066 -0.447777
769 8.0268 -8.87735 0.578148 -0.299331
770 8.05633 -8.90813 0.450778 -0.141485
771 8.08758 -8.93536 0.311698 0.0219159
772 8.12006 -8.95715 0.160962 0.187276
773 8.15305 -8.97189 -0.000758368 0.351914
774 8.18575 -8.97843 -0.17204 0.514122
775 8.21728 -8.97611 -0.350782 0.672704
776 8.24682 -8.96483 -0.534325 0.826224
777 8.27365 -8.94504 -0.719475 0.972281
778 8.29728 -8.9177 -0.902477 1.10726
779 8.31745 -8.8842 -1.07916 1.22676
780 8.3342 -8.84627 -1.24525 1.32658
781 8.34789 -8.80587 -1.39691 1.40382
782 8.35916 -8.76501 -1.53114 1.45764
783 8.36892 -8.72563 -1.64616 1.48933
784 8.37825 -8.68948 -1.74133 1.50168
785 8.38835 -8.65799 -1.81685 1.49799
786 8.4004 -8.63216 -1.87324 1.48118
787 8.41549 -8.61254 -1.91067 1.45314
788 8.43453 -8.59919 -1.9281 1.41463
789 8.45811 -8.59167 -1.92307 1.36575
790 8.4865 -8.58913 -1.89208 1.30605
791 8.51955 -8.59036 -1.83094 1.23461
792 8.55672 -8.59389 -1.73621 1.15031
793 8.59706 -8.59812 -1.60655 1.05194
794 8.63932 -8.60143 -1.44379 0.938149
795 8.68197 -8.60231 -1.25297 0.807707
796 8.72333 -8.59947 -1.04175 0.659673
797 8.7617 -8.59191 -0.819072 0.493444
798 8.79545 -8.57901 -0.59381 0.308737
799 8.8232 -8.56051 -0.373731 0.105536
800 4.00443 -13 0.266759 -0.0781238
801 4.03569 -12.9953 0.143309 0.0665377
802 4.06612 -12.9816 0.0220988 0.213902
803 4.09503 -12.96 -0.0948664 0.361904
804 4.12187 -12.9315 -0.205058 0.50752
805 4.14631 -12.898 -0.305673 0.647289
806 4.16829 -12.8615 -0.39412 0.777926
807 4.18801 -12.8239 -0.468557 0.896847
808 4.20593 -12.7876 -0.528306 1.0025
809 4.22275 -12.7542 -0.574014 1.09442
810 4.23932 -12.7256 -0.607565 1.17316
811 4.25659 -12.7029 -0.631756 1.23989
812 4.27551 -12.687 -0.649824 1.29592
813 4.29696 -12.678 -0.664898 1.34188
814 4.3216 -12.6757 -0.679563 1.37702
815 4.34988 -12.6792 -0.695512 1.39934
816 4.38191 -12.6875 -0.713169 1.40551
817 4.41747 -12.6988 -0.731498 1.39176
818 4.45599 -12.7116 -0.748083 1.3551
819 4.49658 -12.7238 -0.759585 1.29449
820 4.53806 -12.7337 -0.76254 1.2115
821 4.57908 -12.7398 -0.754246 1.11036
822 4.61817 -12.7405 -0.733407 0.997288
823 4.6539 -12.7351 -0.700306 0.879569
824 4.68495 -12.723 -0.656546 0.764548
825 4.71023 -12.704 -0.604476 0.658847
826 4.72899 -12.6785 -0.546546 0.567794
827 4.74088 -12.6474 -0.484684 0.495055
828 4.74599 -12.6116 -0.419985 0.442358
829 4.74486 -12.5725 -0.352667 0.409232
830 4.73846 -12.5315 -0.282409 0.392981
831 4.72815 -12.4902 -0.208991 0.389017
832 4.71556 -12.4497 -0.133025 0.391637
833 4.7025 -12.4113 -0.0564575 0.395042
834 4.69082 -12.3758 0.0173972 0.394225
835 4.68229 -12.3439 0.0843407 0.385405
836 4.67848 -12.3156 0.140095 0.365976
837 4.68058 -12.2909 0.181126 0.334097
838 4.68938 -12.2694 0.205018 0.288359
839 4.70517 -12.2504 0.2109 0.228037
840 4.72768 -12.2329 0.199619 0.153155
841 4.75616 -12.2161 0.173301 0.0648769
842 4.78934 -12.1989 0.135015 -0.0337796
843 4.82558 -12.1807 0.0882555 -0.137699
844 4.86293 -12.1607 0.0362214 -0.239915
845 4.89929 -12.1384 -0.0188228 -0.332471
846 4.93256 -12.1136 -0.0758307 -0.40769
847 4.96076 -12.0865 -0.134725 -0.459467
848 4.98219 -12.0574 -0.195684 -0.484132
849 4.99554 -12.0269 -0.258232 -0.480744
850 4.99999 -11.9956 -0.320521 -0.45093
851 4.99526 -11.9643 -0.379002 -0.398509
852 4.98164 -11.9339 -0.428735 -0.329169
853 4.95996 -11.905 -0.464205 -0.250114
854 4.93152 -11.8781 -0.480647 -0.16952
855 4.89803 -11.8537 -0.475435 -0.0955778
856 4.86147 -11.8317 -0.449137 -0.0352021
857 4.82395 -11.812 -0.405837 0.00731661
858 4.78755 -11.7941 -0.352588 0.0312549
859 4.75422 -11.7773 -0.298189 0.0396098
860 4.72559 -11.7607 -0.251721 0.0383613
861 4.70292 -11.7434 -0.221194 0.0350933
862 4.68697 -11.7245 -0.212551 0.0374823
863 4.67798 -11.703 -0.229171 0.0522444
864 4.67566 -11.6784 -0.271124 0.084253
865 4.67922 -11.6501 -0.335163 0.136266
866 4.68746 -11.6181 -0.41525 0.208988
867 4.69883 -11.5825 -0.503043 0.300834
868 4.71155 -11.544 -0.588956 0.407816
869 4.72378 -11.5034 -0.663595 0.523778
870 4.73373 -11.4619 -0.719287 0.641106
871 4.73976 -11.4209 -0.751354 0.751825
872 4.74055 -11.3818 -0.758737 0.848719
873 4.73512 -11.3461 -0.743791 0.926106
874 4.72296 -11.3151 -0.711381 0.980116
875 4.70397 -11.2898 -0.667528 1.00854
876 4.67852 -11.271 -0.618071 1.01049
877 4.64737 -11.2591 -0.567515 0.986155
878 4.61159 -11.254 -0.518523 0.936825
879 4.57251 -11.2551 -0.471974 0.865163
880 4.53155 -11.2615 -0.42762 0.775512
881 4.49015 -11.2718 -0.385052 0.673962
882 4.44968 -11.2844 -0.34453 0.567951
883 4.41127 -11.2975 -0.307302 0.465381
884 4.37581 -11.3092 -0.275306 0.373505
885 4.34385 -11.3177 -0.250503 0.297931
886 4.31561 -11.3215 -0.234189 0.242007
887 4.29094 -11.3194 -0.226582 0.206582
888 4.26942 -11.3106 -0.226718 0.190148
889 4.25036 -11.2948 -0.232511 0.188754
890 4.23288 -11.2723 -0.241014 0.196311
891 4.21606 -11.2438 -0.249076 0.205463
892 4.19895 -11.2107 -0.253952 0.208619
893 4.18071 -11.1744 -0.253993 0.199288
894 4.16066 -11.1371 -0.249045 0.173349
895 4.13836 -11.1007 -0.2403 0.129816
896 4.11362 -11.0674 -0.229586 0.0708387
897 4.08653 -11.0392 -0.218334 0.000906965
898 4.05743 -11.0178 -0.206665 -0.0744518
899 4.02688 -11.0045 -0.193002 -0.150034
900 3.99557 -11 -0.174359 -0.22193
901 3.96431 -11.0047 -0.147289 -0.287823
902 3.93388 -11.0184 -0.109069 -0.34666
903 3.90497 -11.04 -0.0588935 -0.397832
904 3.87813 -11.0685 0.001501 -0.440467
905 3.85369 -11.102 0.0679692 -0.473096
906 3.83171 -11.1385 0.134895 -0.493926
907 3.81199 -11.1761 0.196649 -0.501633
908 3.79407 -11.2124 0.249081 -0.49627
909 3.77725 -11.2458 0.290509 -0.479825
910 3.76068 -11.2744 0.321911 -0.456111
911 3.74341 -11.2971 0.346324 -0.430035
912 3.72449 -11.313 0.36776 -0.406549
913 3.70304 -11.322 0.390063 -0.389845
914 3.6784 -11.3243 0.415963 -0.382767
915 3.65012 -11.3208 0.446765 -0.386394
916 3.61809 -11.3125 0.48237 -0.400156
917 3.58253 -11.3012 0.521657 -0.422018
918 3.54401 -11.2884 0.563097 -0.448886
919 3.50342 -11.2762 0.60538 -0.477353
920 3.46194 -11.2663 0.647805 -0.504602
921 3.42092 -11.2602 0.690293 -0.529067
922 3.38183 -11.2595 0.733043 -0.550448
923 3.3461 -11.2649 0.776069 -0.568999
924 3.31505 -11.277 0.818904 -0.584399
925 3.28977 -11.296 0.86059 -0.594798
926 3.27101 -11.3215 0.899813 -0.59639
927 3.25912 -11.3526 0.935089 -0.584016
928 3.25401 -11.3884 0.964758 -0.552283
929 3.25514 -11.4275 0.987046 -0.497285
930 3.26154 -11.4685 1.00022 -0.418143
931 3.27185 -11.5098 1.00302 -0.317922
932 3.28444 -11.5503 0.995215 -0.203528
933 3.2975 -11.5887 0.978092 -0.0846082
934 3.30918 -11.6242 0.954512 0.02817
935 3.31771 -11.6561 0.928446 0.12486
936 3.32152 -11.6844 0.904045 0.197575
937 3.31942 -11.7091 0.884448 0.241224
938 3.31062 -11.7306 0.870778 0.253557
939 3.29483 -11.7496 0.861436 0.235482
940 3.27232 -11.7671 0.852058 0.19102
941 3.24384 -11.7839 0.836431 0.126494
942 3.21066 -11.8011 0.808045 0.0501307
943 3.17442 -11.8193 0.761973 -0.0286915
944 3.13707 -11.8393 0.69652 -0.100489
945 3.10071 -11.8616 0.614074 -0.15685
946 3.06744 -11.8864 0.520841 -0.191548
947 3.03924 -11.9135 0.425538 -0.201289
948 3.01781 -11.9426 0.337541 -0.1859
949 3.00446 -11.9731 0.265109 -0.147969
950 3.00001 -12.0044 0.214184 -0.0921276
951 3.00474 -12.0357 0.187758 -0.0242679
952 3.01836 -12.0661 0.185949 0.0492346
953 3.04004 -12.095 0.206052 0.121936
954 3.06848 -12.1219 0.242955 0.187847
955 3.10197 -12.1463 0.289836 0.241897
956 3.13853 -12.1683 0.339307 0.280393
957 3.17605 -12.188 0.384871 0.3014
958 3.21245 -12.2059 0.422279 0.304895
959 3.24578 -12.2227 0.450266 0.292604
960 3.27441 -12.2393 0.470361 0.267507
961 3.29708 -12.2566 0.485871 0.233194
962 3.31303 -12.2755 0.500456 0.193231
963 3.32202 -12.297 0.516795 0.150972
964 3.32434 -12.3216 0.53569 0.109818
965 3.32078 -12.3499 0.556047 0.0729869
966 3.31254 -12.3819 0.575492 0.0434268
967 3.30117 -12.4175 0.591439 0.0233116
968 3.28845 -12.456 0.602319 0.0130771
969 3.27622 -12.4966 0.608497 0.010686
970 3.26627 -12.5381 0.612522 0.0115445
971 3.26024 -12.5791 0.618637 0.00920866
972 3.25945 -12.6182 0.631746 -0.00340446
973 3.26488 -12.6539 0.656252 -0.03277
974 3.27704 -12.6849 0.69511 -0.0838141
975 3.29603 -12.7102 0.749267 -0.159326
976 3.32148 -12.729 0.817356 -0.259691
977 3.35263 -12.7409 0.895719 -0.382651
978 3.38841 -12.746 0.978649 -0.523307
979 3.42749 -12.7449 1.05908 -0.67444
980 3.46845 -12.7385 1.12974 -0.827325
981 3.50985 -12.7282 1.1846 -0.972954
982 3.55032 -12.7156 1.22026 -1.10336
983 3.58873 -12.7025 1.23664 -1.21265
984 3.62419 -12.6908 1.23677 -1.29741
985 3.65615 -12.6823 1.22573 -1.35642
986 3.68439 -12.6785 1.20901 -1.38997
987 3.70906 -12.6806 1.19099 -1.39898
988 3.73058 -12.6894 1.17372 -1.38427
989 3.74964 -12.7052 1.15656 -1.34681
990 3.76712 -12.7277 1.13645 -1.28788
991 3.78394 -12.7562 1.10879 -1.20913
992 3.80105 -12.7893 1.06887 -1.11305
993 3.81929 -12.8256 1.01316 -1.00296
994 3.83934 -12.8629 0.940129 -0.88267
995 3.86164 -12.8993 0.850585 -0.755772
996 3.88638 -12.9326 0.747219 -0.625042
997 3.91347 -12.9608 0.633749 -0.492001
998 3.94257 -12.9822 0.513927 -0.35691
999 3.97312 -12.9955 0.390845 -0.219183
1000 -0.839072 -12.544 -0.250872 -0.141439
1001 -0.818203 -12.5678 0.13919 -0.301071
1002 -0.790297 -12.586 0.560488 -0.506175
1003 -0.75643 -12.5986 1.00261 -0.749249
1004 -0.717999 -12.6059 1.45084 -1.01741
1005 -0.676615 -12.6083 1.88694 -1.29335
1006 -0.633976 -12.6071 2.29142 -1.55794
1007 -0.591747 -12.6034 2.64683 -1.79361
1008 -0.551438 -12.5988 2.94092 -1.98789
1009 -0.514303 -12.5949 3.16834 -2.1352
1010 -0.481264 -12.5934 3.33058 -2.23662
1011 -0.452854 -12.5957 3.43408 -2.29786
1012 -0.429204 -12.603 3.48752 -2.32629
1013 -0.410052 -12.6162 3.49893 -2.32827
1014 -0.394784 -12.6357 3.4748 -2.30817
1015 -0.382508 -12.6614 3.41967 -2.26831
1016 -0.372135 -12.6928 3.33584 -2.20948
1017 -0.362483 -12.7289 3.22448 -2.1324
1018 -0.352375 -12.7682 3.08635 -2.03889
1019 -0.34074 -12.8089 2.92255 -1.93235
1020 -0.326695 -12.8492 2.73488 -1.81753
1021 -0.309609 -12.887 2.52587 -1.69951
1022 -0.289147 -12.9203 2.29831 -1.58246
1023 -0.265279 -12.9474 2.05428 -1.46839
1024 -0.238268 -12.967 1.79445 -1.35662
1025 -0.208632 -12.978 1.5179 -1.24409
1026 -0.177081 -12.98 1.22291 -1.12623
1027 -0.144443 -12.9732 0.908322 -0.998222
1028 -0.11158 -12.9582 0.575249 -0.856356
1029 -0.0793012 -12.9361 0.228129 -0.698994
1030 -0.0482883 -12.9086 -0.125213 -0.52724
1031 -0.0190287 -12.8775 -0.474488 -0.34506
1032 0.00822746 -12.8451 -0.808626 -0.158752
1033 0.0334889 -12.8133 -1.11747 0.023809
1034 0.0570184 -12.7844 -1.39337 0.195049
1035 0.0793043 -12.7599 -1.63179 0.348704
1036 0.101008 -12.7414 -1.83149 0.480989
1037 0.122898 -12.7299 -1.994 0.590985
1038 0.145763 -12.7257 -2.12233 0.68011
1039 0.170336 -12.7286 -2.21996 0.751443
1040 0.197205 -12.7382 -2.2909 0.809338
1041 0.226747 -12.753 -2.33833 0.858014
1042 0.259074 -12.7717 -2.36444 0.900867
1043 0.294003 -12.7923 -2.37073 0.940348
1044 0.331053 -12.8129 -2.35832 0.978193
1045 0.369466 -12.8315 -2.3283 1.01593
1046 0.408257 -12.8461 -2.28177 1.05526
1047 0.446288 -12.8552 -2.2197 1.09827
1048 0.482352 -12.8575 -2.14263 1.14727
1049 0.515277 -12.8522 -2.05051 1.20428
1050 0.544021 -12.8391 -1.94282 1.27034
1051 0.567772 -12.8182 -1.81899 1.3446
1052 0.586023 -12.7903 -1.67906 1.42361
1053 0.598632 -12.7564 -1.52439 1.50114
1054 0.60585 -12.718 -1.35802 1.56881
1055 0.608325 -12.6766 -1.18454 1.61768
1056 0.607065 -12.634 -1.00938 1.6403
1057 0.603382 -12.5917 -0.837613 1.63258
1058 0.598798 -12.5514 -0.672711 1.59499
1059 0.59494 -12.5143 -0.515441 1.53226
1060 0.593417 -12.4813 -0.363451 1.45186
1061 0.595702 -12.4529 -0.211607 1.36201
1062 0.603008 -12.4292 -0.0529125 1.26965
1063 0.616192 -12.4101 0.119814 1.17951
1064 0.635676 -12.3948 0.311494 1.09424
1065 0.661398 -12.3825 0.52437 1.01415
1066 0.692803 -12.3721 0.757209 0.937954
1067 0.728868 -12.3625 1.005 0.863487
1068 0.768158 -12.3524 1.26005 0.787939
1069 0.808919 -12.3407 1.51366 0.708181
1070 0.849198 -12.3267 1.75792 0.621243
1071 0.886972 -12.3096 1.9872 0.524711
1072 0.920293 -12.2891 2.19882 0.416799
1073 0.947428 -12.2653 2.39293 0.296107
1074 0.966979 -12.2383 2.57164 0.161235
1075 0.977994 -12.2086 2.73783 0.0104993
1076 0.980032 -12.1771 2.8938 -0.158009
1077 0.973205 -12.1444 3.04023 -0.34593
1078 0.958173 -12.1116 3.17566 -0.553791
1079 0.936103 -12.0793 3.29675 -0.78006
1080 0.90859 -12.0483 3.39914 -1.02037
1081 0.877549 -12.019 3.47877 -1.26712
1082 0.845084 -11.9918 3.53314 -1.51
1083 0.81334 -11.9665 3.56167 -1.73682
1084 0.784353 -11.943 3.56544 -1.93516
1085 0.759914 -11.9207 3.5461 -2.09368
1086 0.741441 -11.899 3.50445 -2.20324
1087 0.729885 -11.8771 3.43893 -2.2572
1088 0.725664 -11.8542 3.34448 -2.25088
1089 0.728645 -11.8297 3.21313 -2.18224
1090 0.738153 -11.8028 3.03465 -2.05216
1091 0.753025 -11.7733 2.79841 -1.86398
1092 0.771702 -11.7409 2.49696 -1.62447
1093 0.792336 -11.706 2.12916 -1.34415
1094 0.812932 -11.6689 1.70211 -1.03667
1095 0.831482 -11.6305 1.23102 -0.71732
1096 0.846111 -11.5917 0.736778 -0.400967
1097 0.855204 -11.5537 0.242189 -0.100224
1098 0.857513 -11.5176 -0.231928 0.175591
1099 0.852239 -11.4847 -0.669474 0.42045
1100 0.839072 -11.456 -1.06009 0.630843
1101 0.818203 -11.4322 -1.39865 0.804783
1102 0.790297 -11.414 -1.68384 0.941056
1103 0.75643 -11.4014 -1.91685 1.03923
1104 0.717999 -11.3941 -2.10075 1.10044
1105 0.676615 -11.3917 -2.24035 1.12835
1106 0.633976 -11.3929 -2.34206 1.1298
1107 0.591747 -11.3966 -2.41367 1.1145
1108 0.551438 -11.4012 -2.4632 1.09352
1109 0.514303 -11.4051 -2.49807 1.07748
1110 0.481264 -11.4066 -2.52416 1.07478
1111 0.452854 -11.4043 -2.54534 1.09084
1112 0.429204 -11.397 -2.56317 1.12782
1113 0.410052 -11.3838 -2.57638 1.18467
1114 0.394784 -11.3643 -2.58052 1.25666
1115 0.382508 -11.3386 -2.56799 1.33582
1116 0.372135 -11.3072 -2.5284 1.41142
1117 0.362483 -11.2711 -2.45023 1.47106
1118 0.352375 -11.2318 -2.32334 1.50264
1119 0.34074 -11.1911 -2.14164 1.49666
1120 0.326695 -11.1508 -1.90521 1.448
1121 0.309609 -11.113 -1.62098 1.3567
1122 0.289147 -11.0797 -1.30159 1.22749
1123 0.265279 -11.0526 -0.962908 1.0683
1124 0.238268 -11.033 -0.620989 0.888329
1125 0.208632 -11.022 -0.289644 0.696596
1126 0.177081 -11.02 0.0209743 0.501037
1127 0.144443 -11.0268 0.3045 0.308533
1128 0.11158 -11.0418 0.55769 0.125354
1129 0.0793012 -11.0639 0.779561 -0.0425265
1130 0.0482883 -11.0914 0.970565 -0.189539
1131 0.0190287 -11.1225 1.13207 -0.311234
1132 -0.00822746 -11.1549 1.26625 -0.40533
1133 -0.0334889 -11.1867 1.37612 -0.472964
1134 -0.0570184 -11.2156 1.46576 -0.519136
1135 -0.0793043 -11.2401 1.54019 -0.552427
1136 -0.101008 -11.2586 1.60498 -0.583635
1137 -0.122898 -11.2701 1.66536 -0.623829
1138 -0.145763 -11.2743 1.725 -0.682345
1139 -0.170336 -11.2714 1.78471 -0.764759
1140 -0.197205 -11.2618 1.84218 -0.872131
1141 -0.226747 -11.247 1.89184 -1.00099
1142 -0.259074 -11.2283 1.92572 -1.14372
1143 -0.294003 -11.2077 1.93522 -1.28988
1144 -0.331053 -11.1871 1.91339 -1.4283
1145 -0.369466 -11.1685 1.85712 -1.54941
1146 -0.408257 -11.1539 1.76859 -1.64728
1147 -0.446288 -11.1448 1.65504 -1.72053
1148 -0.482352 -11.1425 1.52702 -1.77183
1149 -0.515277 -11.1478 1.39552 -1.80621
1150 -0.544021 -11.1609 1.26903 -1.82903
1151 -0.567772 -11.1818 1.15165 -1.84412
1152 -0.586023 -11.2097 1.04276 -1.85279
1153 -0.598632 -11.2436 0.938399 -1.85384
1154 -0.60585 -11.282 0.833541 -1.84448
