# i, x, y, real(u), imag(u)
1155 -0.608325 -11.3234 0.724561 -1.82179
1156 -0.607065 -11.366 0.610773 -1.78434
1157 -0.603382 -11.4083 0.494551 -1.73333
1158 -0.598798 -11.4486 0.380124 -1.67281
1159 -0.59494 -11.4857 0.271521 -1.60896
1160 -0.593417 -11.5187 0.17116 -1.54865
1161 -0.595702 -11.5471 0.078805 -1.49776
1162 -0.603008 -11.5708 -0.00828531 -1.45948
1163 -0.616192 -11.5899 -0.0944588 -1.43308
1164 -0.635676 -11.6052 -0.184235 -1.41319
1165 -0.661398 -11.6175 -0.281558 -1.39015
1166 -0.692803 -11.6279 -0.388699 -1.3519
1167 -0.728868 -11.6375 -0.505668 -1.28672
1168 -0.768158 -11.6476 -0.63065 -1.18646
1169 -0.808919 -11.6593 -0.761234 -1.04894
1170 -0.849198 -11.6733 -0.895998 -0.878869
1171 -0.886972 -11.6904 -1.03574 -0.686815
1172 -0.920293 -11.7109 -1.18353 -0.486685
1173 -0.947428 -11.7347 -1.34348 -0.292901
1174 -0.966979 -11.7617 -1.51859 -0.118034
1175 -0.977994 -11.7914 -1.70849 0.0285115
1176 -0.980032 -11.8229 -1.90785 0.140803
1177 -0.973205 -11.8556 -2.10606 0.21603
1178 -0.958173 -11.8884 -2.2884 0.254089
1179 -0.936103 -11.9207 -2.43879 0.257359
1180 -0.90859 -11.9517 -2.54328 0.230578
1181 -0.877549 -11.981 -2.59361 0.180541
1182 -0.845084 -12.0082 -2.58938 0.115357
1183 -0.81334 -12.0335 -2.53825 0.0434398
1184 -0.784353 -12.057 -2.4538 -0.0277845
1185 -0.759914 -12.0793 -2.35229 -0.0926234
1186 -0.741441 -12.101 -2.24897 -0.147303
1187 -0.729885 -12.1229 -2.15517 -0.189547
1188 -0.725664 -12.1458 -2.07701 -0.217655
1189 -0.728645 -12.1703 -2.01526 -0.22994
1190 -0.738153 -12.1972 -1.96553 -0.224927
1191 -0.753025 -12.2267 -1.91985 -0.20178
1192 -0.771702 -12.2591 -1.86814 -0.161503
1193 -0.792336 -12.294 -1.79953 -0.108087
1194 -0.812932 -12.3311 -1.70364 -0.0489257
1195 -0.831482 -12.3695 -1.57175 0.0059098
1196 -0.846111 -12.4083 -1.39775 0.0451039
1197 -0.855204 -12.4463 -1.17842 0.0578907
1198 -0.857513 -12.4824 -0.913094 0.0352002
1199 -0.852239 -12.5153 -0.603029 -0.0298011
1200 3.08887 -7.58788 1.26832 -0.248103
1201 3.08016 -7.61827 1.1654 -0.109432
1202 3.07988 -7.65162 1.08514 0.0385066
1203 3.08757 -7.68693 1.02413 0.195051
1204 3.10226 -7.72317 0.975915 0.357998
1205 3.12254 -7.75933 0.932543 0.523357
1206 3.14663 -7.79453 0.886648 0.685592
1207 3.17255 -7.82807 0.833498 0.838299
1208 3.19819 -7.85951 0.772468 0.975118
1209 3.2215 -7.88868 0.707342 1.0906
1210 3.24063 -7.91566 0.645253 1.18081
1211 3.25406 -7.9408 0.594549 1.24346
1212 3.26069 -7.96464 0.562247 1.27775
1213 3.25994 -7.98788 0.551998 1.28371
1214 3.25179 -8.01126 0.562606 1.26246
1215 3.23678 -8.03549 0.587832 1.21586
1216 3.21596 -8.06118 0.618458 1.14657
1217 3.19083 -8.08879 0.644526 1.05792
1218 3.16323 -8.11852 0.658376 0.954063
1219 3.13522 -8.15034 0.657047 0.839525
1220 3.10891 -8.18392 0.64332 0.71876
1221 3.08636 -8.21871 0.62507 0.595584
1222 3.06937 -8.25393 0.613316 0.472736
1223 3.05944 -8.28867 0.619766 0.351674
1224 3.05758 -8.32197 0.6546 0.232685
1225 3.06432 -8.35285 0.724808 0.115272
1226 3.07965 -8.38051 0.833075 -0.00128221
1227 3.10303 -8.40428 0.977065 -0.11725
1228 3.13344 -8.42381 1.14917 -0.231931
1229 3.16945 -8.43905 1.3371 -0.343486
1230 3.20936 -8.45028 1.52568 -0.449225
1231 3.25129 -8.45813 1.69972 -0.54631
1232 3.29333 -8.46352 1.84736 -0.632663
1233 3.33369 -8.46763 1.96272 -0.707675
1234 3.3708 -8.47177 2.04685 -0.772457
1235 3.4034 -8.47732 2.10666 -0.829562
1236 3.43067 -8.4856 2.15215 -0.882319
1237 3.45223 -8.49777 2.19295 -0.934032
1238 3.46813 -8.51473 2.23526 -0.987091
1239 3.4789 -8.53702 2.27971 -1.04215
1240 3.48542 -8.56477 2.32183 -1.09826
1241 3.48886 -8.59766 2.35306 -1.15261
1242 3.49061 -8.63496 2.36382 -1.20117
1243 3.49212 -8.6755 2.34676 -1.23974
1244 3.49481 -8.7178 2.29936 -1.26511
1245 3.49996 -8.76015 2.22517 -1.2761
1246 3.5086 -8.80069 2.13308 -1.27388
1247 3.5215 -8.83761 2.03509 -1.26144
1248 3.53904 -8.8692 1.94333 -1.24241
1249 3.56127 -8.89406 1.86743 -1.21955
1250 3.58788 -8.91113 1.81272 -1.1936
1251 3.61827 -8.91984 1.77958 -1.16287
1252 3.65162 -8.92012 1.76366 -1.12369
1253 3.68693 -8.91243 1.75704 -1.07176
1254 3.72317 -8.89774 1.75008 -1.0038
1255 3.75933 -8.87746 1.7336 -0.918998
1256 3.79453 -8.85337 1.70113 -0.819718
1257 3.82807 -8.82745 1.65034 -0.711073
1258 3.85951 -8.80181 1.58329 -0.59956
1259 3.88868 -8.7785 1.50517 -0.491244
1260 3.91566 -8.75937 1.42229 -0.390217
1261 3.9408 -8.74594 1.33984 -0.297853
1262 3.96464 -8.73931 1.26005 -0.212884
1263 3.98788 -8.74006 1.18156 -0.13232
1264 4.01126 -8.74821 1.09981 -0.0527194
1265 4.03549 -8.76322 1.00804 0.0293475
1266 4.06118 -8.78404 0.899131 0.116402
1267 4.08879 -8.80917 0.767843 0.209841
1268 4.11852 -8.83677 0.61225 0.310211
1269 4.15034 -8.86478 0.43408 0.417824
1270 4.18392 -8.89109 0.237864 0.533366
1271 4.21871 -8.91364 0.0293092 0.658188
1272 4.25393 -8.93063 -0.186345 0.794145
1273 4.28867 -8.94056 -0.405318 0.943028
1274 4.32197 -8.94242 -0.625271 1.10582
1275 4.35285 -8.93568 -0.844407 1.28192
1276 4.38051 -8.92035 -1.0602 1.46858
1277 4.40428 -8.89697 -1.26827 1.66047
1278 4.42381 -8.86656 -1.46197 1.84977
1279 4.43905 -8.83055 -1.63313 2.02694
1280 4.45028 -8.79064 -1.7736 2.18212
1281 4.45813 -8.74871 -1.87733 2.30706
1282 4.46352 -8.70667 -1.94207 2.39682
1283 4.46763 -8.66631 -1.97026 2.45086
1284 4.47177 -8.6292 -1.96867 2.47286
1285 4.47732 -8.5966 -1.94704 2.46942
1286 4.4856 -8.56933 -1.91605 2.44808
1287 4.49777 -8.54777 -1.88521 2.41505
1288 4.51473 -8.53187 -1.86119 2.3732
1289 4.53702 -8.5211 -1.84691 2.32252
1290 4.56477 -8.51458 -1.84109 2.25773
1291 4.59766 -8.51114 -1.83836 2.17272
1292 4.63496 -8.50939 -1.83075 2.06019
1293 4.6755 -8.50788 -1.80889 1.91479
1294 4.7178 -8.50519 -1.76413 1.73457
1295 4.76015 -8.50004 -1.69054 1.52192
1296 4.80069 -8.4914 -1.58634 1.2832
1297 4.83761 -8.4785 -1.45423 1.02754
1298 4.8692 -8.46096 -1.30032 0.764936
1299 4.89406 -8.43873 -1.13238 0.504605
1300 4.91113 -8.41212 -0.957832 0.253978
1301 4.91984 -8.38173 -0.782196 0.0183817
1302 4.92012 -8.34838 -0.608143 -0.198646
1303 4.91243 -8.31307 -0.43555 -0.39493
1304 4.89774 -8.27683 -0.262197 -0.569446
1305 4.87746 -8.24067 -0.0853669 -0.722243
1306 4.85337 -8.20547 0.0962423 -0.854309
1307 4.82745 -8.17193 0.2808 -0.967211
1308 4.80181 -8.14049 0.462522 -1.06253
1309 4.7785 -8.11132 0.63212 -1.14134
1310 4.75937 -8.08434 0.778376 -1.20401
1311 4.74594 -8.0592 0.890262 -1.25036
1312 4.73931 -8.03536 0.958871 -1.28015
1313 4.74006 -8.01212 0.978158 -1.29294
1314 4.74821 -7.98874 0.946376 -1.28946
1315 4.76322 -7.96451 0.865886 -1.26951
1316 4.78404 -7.93882 0.742238 -1.23391
1317 4.80917 -7.91121 0.583688 -1.18247
1318 4.83677 -7.88148 0.399996 -1.11434
1319 4.86478 -7.84966 0.200955 -1.02781
1320 4.89109 -7.81608 -0.00497852 -0.920674
1321 4.91364 -7.78129 -0.211479 -0.790853
1322 4.93063 -7.74607 -0.414288 -0.637095
1323 4.94056 -7.71133 -0.61042 -0.459379
1324 4.94242 -7.67803 -0.797047 -0.259096
1325 4.93568 -7.64715 -0.970555 -0.0391113
1326 4.92035 -7.61949 -1.12609 0.196129
1327 4.89697 -7.59572 -1.25773 0.440448
1328 4.86656 -7.57619 -1.35919 0.68576
1329 4.83055 -7.56095 -1.42531 0.922726
1330 4.79064 -7.54972 -1.45367 1.14182
1331 4.74871 -7.54187 -1.44612 1.33496
1332 4.70667 -7.53648 -1.40944 1.49713
1333 4.66631 -7.53237 -1.35486 1.62736
1334 4.6292 -7.52823 -1.29639 1.7288
1335 4.5966 -7.52268 -1.24854 1.80774
1336 4.56933 -7.5144 -1.22401 1.87198
1337 4.54777 -7.50223 -1.23182 1.92883
1338 4.53187 -7.48527 -1.27606 1.98324
1339 4.5211 -7.46298 -1.35463 2.03637
1340 4.51458 -7.43523 -1.45913 2.08603
1341 4.51114 -7.40234 -1.57617 2.12616
1342 4.50939 -7.36504 -1.68921 2.14918
1343 4.50788 -7.3245 -1.78139 2.14745
1344 4.50519 -7.2822 -1.83891 2.11531
1345 4.50004 -7.23985 -1.8539 2.05043
1346 4.4914 -7.19931 -1.82579 1.95441
1347 4.4785 -7.16239 -1.76085 1.83233
1348 4.46096 -7.1308 -1.66976 1.69153
1349 4.43873 -7.10594 -1.56432 1.54017
1350 4.41212 -7.08887 -1.45429 1.38585
1351 4.38173 -7.08016 -1.34533 1.23472
1352 4.34838 -7.07988 -1.23859 1.09099
1353 4.31307 -7.08757 -1.13186 0.957046
1354 4.27683 -7.10226 -1.02173 0.833663
1355 4.24067 -7.12254 -0.905944 0.720554
1356 4.20547 -7.14663 -0.785116 0.616954
1357 4.17193 -7.17255 -0.663061 0.522095
1358 4.14049 -7.19819 -0.545696 0.435347
1359 4.11132 -7.2215 -0.438996 0.355959
1360 4.08434 -7.24063 -0.346984 0.282551
1361 4.0592 -7.25406 -0.270576 0.212714
1362 4.03536 -7.26069 -0.207482 0.142751
1363 4.01212 -7.25994 -0.153205 0.0682478
1364 3.98874 -7.25179 -0.101964 -0.015833
1365 3.96451 -7.23678 -0.0483657 -0.112631
1366 3.93882 -7.21596 0.0123099 -0.224682
1367 3.91121 -7.19083 0.0826923 -0.351011
1368 3.88148 -7.16323 0.163485 -0.487494
1369 3.84966 -7.13522 0.253895 -0.627216
1370 3.81608 -7.10891 0.352703 -0.762072
1371 3.78129 -7.08636 0.459393 -0.884828
1372 3.74607 -7.06937 0.574858 -0.990953
1373 3.71133 -7.05944 0.701336 -1.0795
1374 3.67803 -7.05758 0.84158 -1.1527
1375 3.64715 -7.06432 0.997547 -1.21454
1376 3.61949 -7.07965 1.16902 -1.26885
1377 3.59572 -7.10303 1.35251 -1.31748
1378 3.57619 -7.13344 1.54081 -1.35955
1379 3.56095 -7.16945 1.72357 -1.39172
1380 3.54972 -7.20936 1.88889 -1.40952
1381 3.54187 -7.25129 2.02579 -1.40931
1382 3.53648 -7.29333 2.12677 -1.3899
1383 3.53237 -7.33369 2.18984 -1.35332
1384 3.52823 -7.3708 2.21907 -1.30444
1385 3.52268 -7.4034 2.22347 -1.2497
1386 3.5144 -7.43067 2.21455 -1.19543
1387 3.50223 -7.45223 2.20308 -1.14641
1388 3.48527 -7.46813 2.19654 -1.10498
1389 3.46298 -7.4789 2.19632 -1.07108
1390 3.43523 -7.48542 2.19981 -1.04166
1391 3.40234 -7.48886 2.19806 -1.01225
1392 3.36504 -7.49061 2.1809 -0.977495
1393 3.3245 -7.49212 2.13873 -0.932483
1394 3.2822 -7.49481 2.06566 -0.873746
1395 3.23985 -7.49996 1.96128 -0.799874
1396 3.19931 -7.5086 1.83104 -0.711457
1397 3.16239 -7.5215 1.68493 -0.610356
1398 3.1308 -7.53904 1.53511 -0.498649
1399 3.10594 -7.56127 1.39323 -0.377753
1400 -0.1455 -7.01064 1.47341 -1.12816
1401 -0.175781 -7.01973 1.83178 -1.41456
1402 -0.20399 -7.03751 2.18296 -1.69384
1403 -0.229549 -7.06306 2.52101 -1.96045
1404 -0.252105 -7.095 2.83665 -2.20691
1405 -0.271577 -7.1316 3.11874 -2.42467
1406 -0.288176 -7.1709 3.35698 -2.60595
1407 -0.3024 -7.21083 3.54476 -2.746
1408 -0.315007 -7.24939 3.68084 -2.84474
1409 -0.326951 -7.28476 3.7693 -2.90725
1410 -0.339316 -7.31544 3.81789 -2.94256
1411 -0.353216 -7.34032 3.83545 -2.96158
1412 -0.369702 -7.35879 3.82926 -2.97385
1413 -0.38966 -7.37071 3.80282 -2.98499
1414 -0.41373 -7.37649 3.75543 -2.99487
1415 -0.442228 -7.37695 3.6824 -2.99738
1416 -0.475101 -7.37331 3.57609 -2.98163
1417 -0.511912 -7.36708 3.42839 -2.93473
1418 -0.551844 -7.35992 3.23307 -2.84547
1419 -0.593751 -7.35354 2.98774 -2.70775
1420 -0.636221 -7.34955 2.69467 -2.52267
1421 -0.677678 -7.34936 2.36022 -2.29877
1422 -0.716493 -7.3541 1.99291 -2.05008
1423 -0.751099 -7.36451 1.60097 -1.79278
1424 -0.780117 -7.38094 1.1904 -1.54197
1425 -0.802466 -7.4033 0.764576 -1.30922
1426 -0.817449 -7.43114 0.325302 -1.10147
1427 -0.824824 -7.46366 -0.124871 -0.921233
1428 -0.824831 -7.4998 -0.580341 -0.767407
1429 -0.818195 -7.53834 -1.0314 -0.636285
1430 -0.806083 -7.57798 -1.46485 -0.52273
1431 -0.790034 -7.61751 -1.86628 -0.421437
1432 -0.771857 -7.6558 -2.22308 -0.328167
1433 -0.753504 -7.69198 -2.52724 -0.240649
1434 -0.736938 -7.72544 -2.77679 -0.158781
1435 -0.72399 -7.75588 -2.97586 -0.0842321
1436 -0.716225 -7.7833 -3.13279 -0.0190314
1437 -0.714826 -7.80801 -3.2578 0.0356933
1438 -0.720503 -7.83056 -3.35995 0.0806643
1439 -0.73344 -7.85166 -3.44512 0.11888
1440 -0.753266 -7.87214 -3.51551 0.155363
1441 -0.779084 -7.89281 -3.56903 0.195506
1442 -0.809519 -7.91443 -3.60029 0.243126
1443 -0.842818 -7.93761 -3.60251 0.298742
1444 -0.876964 -7.96273 -3.56977 0.358709
1445 -0.909816 -7.98994 -3.49904 0.415706
1446 -0.939261 -8.01912 -3.39134 0.460402
1447 -0.963356 -8.04992 -3.25146 0.483477
1448 -0.980464 -8.08175 -3.08631 0.477617
1449 -0.989369 -8.11388 -2.90304 0.437972
1450 -0.989358 -8.1455 -2.70704 0.36236
1451 -0.980266 -8.17578 -2.50088 0.250991
1452 -0.962487 -8.20399 -2.28422 0.106387
1453 -0.936938 -8.22955 -2.05484 -0.0663348
1454 -0.904997 -8.2521 -1.8103 -0.259214
1455 -0.868397 -8.27158 -1.54993 -0.461706
1456 -0.829101 -8.28818 -1.27638 -0.661863
1457 -0.78917 -8.3024 -0.995982 -0.848344
1458 -0.750609 -8.31501 -0.717857 -1.01279
1459 -0.715237 -8.32695 -0.451742 -1.15131
1460 -0.684561 -8.33932 -0.205602 -1.26493
1461 -0.659679 -8.35322 0.0160789 -1.35829
1462 -0.641214 -8.3697 0.213207 -1.43753
1463 -0.629285 -8.38966 0.38913 -1.50779
1464 -0.623511 -8.41373 0.549 -1.5714
1465 -0.623052 -8.44223 0.69918 -1.6278
1466 -0.626689 -8.4751 0.845147 -1.67389
1467 -0.632921 -8.51191 0.990271 -1.7056
1468 -0.64008 -8.55184 1.13573 -1.72003
1469 -0.646463 -8.59375 1.28113 -1.71723
1470 -0.650454 -8.63622 1.42571 -1.70112
1471 -0.650637 -8.67768 1.56961 -1.6792
1472 -0.645898 -8.71649 1.71478 -1.66111
1473 -0.635487 -8.7511 1.86486 -1.65674
1474 -0.619062 -8.78012 2.02423 -1.67395
1475 -0.596698 -8.80247 2.1961 -1.71696
1476 -0.568857 -8.81745 2.38051 -1.78533
1477 -0.536338 -8.82482 2.57288 -1.87366
1478 -0.5002 -8.82483 2.76383 -1.97229
1479 -0.461665 -8.81819 2.94063 -2.06883
1480 -0.422015 -8.80608 3.08989 -2.15061
1481 -0.382492 -8.79003 3.20062 -2.20729
1482 -0.344198 -8.77186 3.26655 -2.23311
1483 -0.308017 -8.7535 3.28696 -2.22763
1484 -0.274559 -8.73694 3.26565 -2.19533
1485 -0.244125 -8.72399 3.20878 -2.14305
1486 -0.216702 -8.71623 3.12248 -2.07801
1487 -0.191989 -8.71483 3.01059 -2.00505
1488 -0.169441 -8.7205 2.87367 -1.92537
1489 -0.148337 -8.73344 2.71006 -1.83677
1490 -0.127862 -8.75327 2.51628 -1.73414
1491 -0.107189 -8.77908 2.28841 -1.6113
1492 -0.0855662 -8.80952 2.02412 -1.46323
1493 -0.062392 -8.84282 1.72345 -1.28761
1494 -0.0372734 -8.87696 1.38879 -1.0854
1495 -0.0100641 -8.90982 1.02412 -0.860389
1496 0.019121 -8.93926 0.633927 -0.617855
1497 0.0499181 -8.96336 0.222085 -0.363187
1498 0.08175 -8.98046 -0.20856 -0.100524
1499 0.113883 -8.98937 -0.655919 0.167388
1500 0.1455 -8.98936 -1.11746 0.438813
1501 0.175781 -8.98027 -1.58873 0.711963
1502 0.20399 -8.96249 -2.0619 0.983684
1503 0.229549 -8.93694 -2.52531 1.24851
1504 0.252105 -8.905 -2.96439 1.49864
1505 0.271577 -8.8684 -3.36395 1.72494
1506 0.288176 -8.8291 -3.71106 1.91879
1507 0.3024 -8.78917 -3.99753 2.07415
1508 0.315007 -8.75061 -4.22113 2.18919
1509 0.326951 -8.71524 -4.38495 2.26661
1510 0.339316 -8.68456 -4.49577 2.31279
1511 0.353216 -8.65968 -4.56135 2.33617
1512 0.369702 -8.64121 -4.58818 2.3451
1513 0.38966 -8.62929 -4.57922 2.34607
1514 0.41373 -8.62351 -4.53371 2.34285
1515 0.442228 -8.62305 -4.44743 2.33604
1516 0.475101 -8.62669 -4.31345 2.32305
1517 0.511912 -8.63292 -4.12442 2.29896
1518 0.551844 -8.64008 -3.87483 2.25775
1519 0.593751 -8.64646 -3.56277 2.19392
1520 0.636221 -8.65045 -3.1908 2.10414
1521 0.677678 -8.65064 -2.76569 1.98816
1522 0.716493 -8.6459 -2.2971 1.84875
1523 0.751099 -8.63549 -1.79565 1.69031
1524 0.780117 -8.61906 -1.2713 1.51707
1525 0.802466 -8.5967 -0.732704 1.33159
1526 0.817449 -8.56886 -0.187581 1.13403
1527 0.824824 -8.53634 0.355907 0.922596
1528 0.824831 -8.5002 0.887859 0.694932
1529 0.818195 -8.46166 1.3964 0.449809
1530 0.806083 -8.42202 1.86872 0.188704
1531 0.790034 -8.38249 2.29317 -0.0832618
1532 0.771857 -8.3442 2.66163 -0.357383
1533 0.753504 -8.30802 2.97129 -0.622416
1534 0.736938 -8.27456 3.22517 -0.866394
1535 0.72399 -8.24412 3.4313 -1.07835
1536 0.716225 -8.2167 3.6008 -1.25024
1537 0.714826 -8.19199 3.74521 -1.37704
1538 0.720503 -8.16944 3.87347 -1.45671
1539 0.73344 -8.14834 3.98955 -1.48987
1540 0.753266 -8.12786 4.09213 -1.47996
1541 0.779084 -8.10719 4.17426 -1.43194
1542 0.809519 -8.08557 4.22485 -1.35221
1543 0.842818 -8.06239 4.23147 -1.24856
1544 0.876964 -8.03727 4.18361 -1.12958
1545 0.909816 -8.01006 4.07556 -1.00392
1546 0.939261 -7.98088 3.9082 -0.879186
1547 0.963356 -7.95008 3.68868 -0.76122
1548 0.980464 -7.91825 3.42866 -0.653812
1549 0.989369 -7.88612 3.14153 -0.558944
1550 0.989358 -7.8545 2.83984 -0.477493
1551 0.980266 -7.82422 2.53353 -0.409964
1552 0.962487 -7.79601 2.22935 -0.35704
1553 0.936938 -7.77045 1.93138 -0.319631
1554 0.904997 -7.7479 1.64193 -0.298374
1555 0.868397 -7.72842 1.36269 -0.292758
1556 0.829101 -7.71182 1.09553 -0.300247
1557 0.78917 -7.6976 0.842785 -0.315846
1558 0.750609 -7.68499 0.606882 -0.332349
1559 0.715237 -7.67305 0.389302 -0.341152
1560 0.684561 -7.66068 0.189524 -0.333434
1561 0.659679 -7.64678 0.00432637 -0.301005
1562 0.641214 -7.6303 -0.172289 -0.237293
1563 0.629285 -7.61034 -0.34807 -0.137702
1564 0.623511 -7.58627 -0.530587 -0.00115636
1565 0.623052 -7.55777 -0.726461 0.169847
1566 0.626689 -7.5249 -0.939353 0.369235
1567 0.632921 -7.48809 -1.16831 0.587302
1568 0.64008 -7.44816 -1.40744 0.811946
1569 0.646463 -7.40625 -1.64687 1.0306
1570 0.650454 -7.36378 -1.87493 1.2324
1571 0.650637 -7.32232 -2.08115 1.40987
1572 0.645898 -7.28351 -2.25853 1.55959
1573 0.635487 -7.2489 -2.40476 1.68165
1574 0.619062 -7.21988 -2.52154 1.77817
1575 0.596698 -7.19753 -2.61278 1.8516
1576 0.568857 -7.18255 -2.6824 1.90334
1577 0.536338 -7.17518 -2.73249 1.93326
1578 0.5002 -7.17517 -2.76283 1.94029
1579 0.461665 -7.18181 -2.7715 1.92371
1580 0.422015 -7.19392 -2.75646 1.88462
1581 0.382492 -7.20997 -2.7171 1.82681
1582 0.344198 -7.22814 -2.65528 1.75655
1583 0.308017 -7.2465 -2.5751 1.68117
1584 0.274559 -7.26306 -2.4816 1.60713
1585 0.244125 -7.27601 -2.37919 1.53821
1586 0.216702 -7.28377 -2.27007 1.47483
1587 0.191989 -7.28517 -2.15335 1.41386
1588 0.169441 -7.2795 -2.02499 1.34956
1589 0.148337 -7.26656 -1.87908 1.27478
1590 0.127862 -7.24673 -1.7084 1.18183
1591 0.107189 -7.22092 -1.50598 1.06356
1592 0.0855662 -7.19048 -1.26718 0.914729
1593 0.062392 -7.15718 -0.991082 0.733028
1594 0.0372734 -7.12304 -0.680944 0.519504
1595 0.0100641 -7.09018 -0.343673 0.278251
1596 -0.019121 -7.06074 0.0118611 0.0153382
1597 -0.0499181 -7.03664 0.376838 -0.262373
1598 -0.08175 -7.01954 0.744437 -0.548636
1599 -0.113883 -7.01063 1.11057 -0.838468
1600 12.7539 -3.34301 -0.447212 1.01806
1601 12.7299 -3.32244 -0.372476 1.03846
1602 12.6997 -3.30831 -0.282018 1.06272
1603 12.6644 -3.30061 -0.179768 1.0868
1604 12.6253 -3.29889 -0.0703577 1.10582
1605 12.584 -3.30228 0.0405147 1.1152
1606 12.542 -3.30954 0.146379 1.11164
1607 12.5007 -3.31915 0.240792 1.09407
1608 12.4614 -3.32938 0.31854 1.06398
1609 12.4252 -3.33844 0.376719 1.025
1610 12.3927 -3.34461 0.415199 0.981855
1611 12.3643 -3.34635 0.436277 0.939025
1612 12.3398 -3.34246 0.443714 0.899441
1613 12.319 -3.33211 0.441646 0.863744
1614 12.3011 -3.31497 0.433963 0.830167
1615 12.2853 -3.29124 0.423893 0.794796
1616 12.2706 -3.26161 0.413844 0.752658
1617 12.256 -3.22727 0.405508 0.6991
1618 12.2404 -3.1898 0.399847 0.631008
1619 12.2232 -3.15109 0.397125 0.547638
1620 12.2036 -3.1132 0.397064 0.450767
1621 12.1813 -3.07821 0.399125 0.344174
1622 12.1564 -3.04811 0.402785 0.232615
1623 12.1289 -3.02462 0.407719 0.120682
1624 12.0994 -3.00907 0.413814 0.0119171
1625 12.0685 -3.00235 0.421047 -0.0915778
1626 12.037 -3.00479 0.429258 -0.189006
1627 12.0057 -3.01615 0.437978 -0.280345
1628 11.9752 -3.03567 0.446165 -0.365668
1629 11.9464 -3.06207 0.452516 -0.444667
1630 11.9196 -3.09369 0.455365 -0.516493
1631 11.895 -3.12855 0.453233 -0.579762
1632 11.8726 -3.16453 0.445338 -0.632986
1633 11.8521 -3.19953 0.432107 -0.675066
1634 11.8329 -3.23154 0.415411 -0.705716
1635 11.8143 -3.25888 0.398374 -0.725639
1636 11.7954 -3.28023 0.384694 -0.736383
1637 11.7753 -3.29476 0.377629 -0.739921
1638 11.7533 -3.30217 0.378996 -0.738112
1639 11.7285 -3.30268 0.388285 -0.732366
1640 11.7006 -3.29706 0.402493 -0.723305
1641 11.6693 -3.28651 0.416837 -0.710575
1642 11.6346 -3.27258 0.425935 -0.693028
1643 11.5971 -3.25708 0.425335 -0.669161
1644 11.5575 -3.24192 0.412896 -0.637785
1645 11.5169 -3.22898 0.389553 -0.598747
1646 11.4764 -3.21997 0.359254 -0.553379
1647 11.4375 -3.21634 0.328142 -0.504426
1648 11.4015 -3.21914 0.303333 -0.455444
1649 11.3696 -3.22901 0.291684 -0.409901
1650 11.343 -3.2461 0.298782 -0.370265
1651 11.3224 -3.27011 0.328188 -0.337339
1652 11.3083 -3.30031 0.38096 -0.310012
1653 11.3006 -3.33562 0.455181 -0.285335
1654 11.2989 -3.37468 0.546286 -0.259262
1655 11.3023 -3.416 0.647299 -0.227583
1656 11.3095 -3.45804 0.750128 -0.187157
1657 11.3191 -3.49932 0.847098 -0.13701
1658 11.3294 -3.53858 0.932497 -0.078909
1659 11.3384 -3.5748 1.00354 -0.0172127
1660 11.3446 -3.6073 1.06039 0.0419927
1661 11.3464 -3.63574 1.10529 0.0921536
1662 11.3425 -3.66019 1.14106 0.127493
1663 11.3321 -3.68101 1.16938 0.143685
1664 11.315 -3.69887 1.18973 0.138456
1665 11.2912 -3.71466 1.19931 0.111796
1666 11.2616 -3.72936 1.19395 0.0656242
1667 11.2273 -3.744 1.16959 0.00342249
1668 11.1898 -3.75955 1.12445 -0.0700741
1669 11.1511 -3.77682 1.06038 -0.149583
1670 11.1132 -3.79641 0.983124 -0.230038
1671 11.0782 -3.81866 0.901426 -0.307279
1672 11.0481 -3.84362 0.825291 -0.37839
1673 11.0246 -3.87108 0.764217 -0.441635
1674 11.0091 -3.90058 0.725952 -0.496055
1675 11.0024 -3.93147 0.715866 -0.540929
1676 11.0048 -3.96299 0.736703 -0.575288
1677 11.0162 -3.99434 0.788385 -0.597627
1678 11.0357 -4.02475 0.867672 -0.60599
1679 11.0621 -4.0536 0.967993 -0.598518
1680 11.0937 -4.08042 1.07981 -0.574281
1681 11.1285 -4.105 1.192 -0.534272
1682 11.1645 -4.1274 1.29384 -0.481999
1683 11.1995 -4.14793 1.37718 -0.423457
1684 11.2315 -4.16714 1.43779 -0.366373
1685 11.2589 -4.18575 1.47537 -0.318999
1686 11.2802 -4.20463 1.49232 -0.288785
1687 11.2948 -4.22467 1.49174 -0.281253
1688 11.3022 -4.24671 1.47557 -0.299316
1689 11.3027 -4.27146 1.44386 -0.342409
1690 11.2971 -4.2994 1.39476 -0.406482
1691 11.2865 -4.33074 1.32563 -0.484691
1692 11.2726 -4.36538 1.23485 -0.568251
1693 11.2571 -4.40288 1.12366 -0.647917
1694 11.2419 -4.44246 0.997052 -0.715693
1695 11.229 -4.48311 0.863597 -0.76631
1696 11.22 -4.52357 0.733946 -0.797973
1697 11.2163 -4.56251 0.618713 -0.812157
1698 11.2191 -4.59854 0.526398 -0.812548
1699 11.229 -4.63039 0.462056 -0.803598
1700 11.2461 -4.65699 0.426877 -0.789194
1701 11.2701 -4.67756 0.418542 -0.771787
1702 11.3003 -4.69169 0.431983 -0.752133
1703 11.3356 -4.69939 0.460219 -0.729603
1704 11.3747 -4.70111 0.495245 -0.702912
1705 11.416 -4.69772 0.529025 -0.67105
1706 11.458 -4.69046 0.554667 -0.634141
