# num, x, y, Re(cal), Re(ana), Im(cal), Im(ana)
1828 3.1334382639034617e+00 -8.4238120802033229e+00 1.1425275553296026e+00 3.2668462100211855e-02 -2.2215200300984142e-01 -4.8898648215716059e-02
1829 3.1694501178170258e+00 -8.4390487980322391e+00 1.3277975385582965e+00 1.8599627875312025e-02 -3.2899833660866884e-01 -5.0407741096779875e-02
1830 3.2093580083049167e+00 -8.4502798023682697e+00 1.5138229723332572e+00 2.1346359456813411e-03 -4.2993272062150772e-01 -5.2200856872689806e-02
1831 3.2512867067019786e+00 -8.4581296160019761e+00 1.6856980013557950e+00 -1.5738466316758751e-02 -5.2244056065368560e-01 -5.4179479464448579e-02
1832 3.2933315424014808e+00 -8.4635240711125643e+00 1.8317758223824809e+00 -3.3980808269085609e-02 -6.0471276598835388e-01 -5.6232558243576682e-02
1833 3.3336924147110651e+00 -8.4676292009397365e+00 1.9462488942622134e+00 -5.1573230244791664e-02 -6.7629673559191483e-01 -5.8243698834868532e-02
1834 3.3707967279965985e+00 -8.4717672213578457e+00 2.0300818309641455e+00 -6.7584268930359528e-02 -7.3832441047477382e-01 -6.0099922451671617e-02
1835 3.4034023981984918e+00 -8.4773157769831222e+00 2.0899417347311444e+00 -8.1230861993069642e-02 -7.9326153995935478e-01 -6.1700950510028156e-02
1836 3.4306737484484255e+00 -8.4855981658565867e+00 2.1355307390643117e+00 -9.1927789698850501e-02 -8.4429637929588086e-01 -6.2967801916920155e-02
1837 3.4522253035182278e+00 -8.4977731974741921e+00 2.1762230662573860e+00 -9.9322918883281153e-02 -8.9455136898278542e-01 -6.3849600330799630e-02
1838 3.4681310312455325e+00 -8.5147335954699663e+00 2.2180323233677659e+00 -1.0331635473947443e-01 -9.4629415217960233e-01 -6.4327784507553845e-02
1839 3.4788992628445348e+00 -8.5370213972693065e+00 2.2617726482106923e+00 -1.0406245694891082e-01 -1.0003070325135042e+00 -6.4417279357870894e-02
1840 3.4854161429012471e+00 -8.5647676543904439e+00 2.3029140106151007e+00 -1.0195439715098960e-01 -1.0555600668701248e+00 -6.4164543258235091e-02
1841 3.4888628110368156e+00 -8.5976619803085210e+00 2.3331408688488966e+00 -9.7591775836950861e-02 -1.1093035207332518e+00 -6.3642744168209586e-02
1842 3.4906134211148028e+00 -8.6349552590826715e+00 2.3431336976382218e+00 -9.1733025265680085e-02 -1.1576308382164044e+00 -6.2944643787086446e-02
1843 3.4921224180513093e+00 -8.6754962880870536e+00 2.3257399957344962e+00 -8.5235913998204321e-02 -1.1964484367720178e+00 -6.2174064803849946e-02
1844 3.4948101223971606e+00 -8.7178004793721673e+00 2.2785590346275648e+00 -7.8991115185207114e-02 -1.2226251795114784e+00 -6.1437006876816677e-02
1845 3.4999555796021906e+00 -8.7601461945450971e+00 2.2050932475122220e+00 -7.3854962602073762e-02 -1.2349398867432837e+00 -6.0833470963088991e-02
1846 3.5086048326157702e+00 -8.8006920402496398e+00 2.1140791777359511e+00 -7.0587715664743755e-02 -1.2344213203147978e+00 -6.0450811332097044e-02
1847 3.5215013472801355e+00 -8.8376066864216085e+00 2.0172926152313879e+00 -6.9802739751990250e-02 -1.2238694036458353e+00 -6.0359022531850957e-02
1848 3.5390433831768218e+00 -8.8692016324786032e+00 1.9266718155248841e+00 -7.1930250736093604e-02 -1.2066911739304726e+00 -6.0607929237694182e-02
1849 3.5612708205530001e+00 -8.8940569346342606e+00 1.8516997938896029e+00 -7.7197213815488913e-02 -1.1854875349619511e+00 -6.1225934843310049e-02
1850 3.5878815147582435e+00 -8.9111302618846775e+00 1.7976592331297045e+00 -8.5623170511294158e-02 -1.1609310439504721e+00 -6.2219888230702215e-02
1851 3.6182748517849617e+00 -8.9198407506117867e+00 1.7649376439966757e+00 -9.7030516638269948e-02 -1.1313605234410098e+00 -6.3575735446797579e-02
1852 3.6516180149994559e+00 -8.9201209013078770e+00 1.7492982227913867e+00 -1.1106709806396116e-01 -1.0932641737652584e+00 -6.5259841284494899e-02
1853 3.6869287159498971e+00 -8.9124320757711963e+00 1.7429788683531455e+00 -1.2723874609731417e-01 -1.0425237266857337e+00 -6.7221073248351151e-02
1854 3.7231669285551301e+00 -8.8977418361656682e+00 1.7364777955919668e+00 -1.4494929153792535e-01 -9.7602274389243859e-01 -6.9393838920118842e-02
1855 3.7593275878675101e+00 -8.8774642155043733e+00 1.7207675459629446e+00 -1.6354549241946081e-01 -8.9305383047126563e-01 -7.1702215066364414e-02
1856 3.7945263112818428e+00 -8.8533668049929286e+00 1.6894478343379018e+00 -1.8236412843626207e-01 -7.9597296991368927e-01 -7.4065122793420618e-02
1857 3.8280709555083385e+00 -8.8274510723454416e+00 1.6401817444032643e+00 -2.0077831251145942e-01 -6.8979544725188002e-01 -7.6402254294969510e-02
1858 3.8595131671514951e+00 -8.8018143909791746e+00 1.5748821034531999e+00 -2.1823996116771918e-01 -5.8085225221017389e-01 -7.8640228543218574e-02
1859 3.8886759009852980e+00 -8.7785037017420358e+00 1.4985666648766229e+00 -2.3431545531401252e-01 -4.7503553913064889e-01 -8.0718318608866246e-02
1860 3.9156550127986138e+00 -8.7593714325455707e+00 1.4173368910525739e+00 -2.4871186512386745e-01 -3.7631864820511779e-01 -8.2593089423207561e-02
1861 3.9407953028293057e+00 -8.7459442091885791e+00 1.3362128976237670e+00 -2.6129170385063816e-01 -2.8604427432629026e-01 -8.4241405900697300e-02
1862 3.9646436009822477e+00 -8.7393140058715755e+00 1.2574669617074410e+00 -2.7207498118067669e-01 -2.0307797221747531e-01 -8.5661479110821795e-02
1863 3.9878834613523662e+00 -8.7400597703703262e+00 1.1798314363422677e+00 -2.8122830896827844e-01 -1.2458204139506134e-01 -8.6871863226982718e-02
1864 4.0112576067274635e+00 -8.7482053365753405e+00 1.0987264043464000e+00 -2.8904193222106672e-01 -4.7031860249024296e-02 -8.7908556870661139e-02
1865 4.0354853033706455e+00 -8.7632167730579607e+00 1.0074638013143604e+00 -2.9589674732074950e-01 3.2855423637510435e-02 -8.8820572166170370e-02
1866 4.0611822667010387e+00 -8.7840394115660327e+00 8.9913836500326527e-01 -3.0222449192382816e-01 1.1750187574472376e-01 -8.9664494838446601e-02
1867 4.0887904652722789e+00 -8.8091718736225584e+00 7.6863655072327808e-01 -3.0846514134463671e-01 2.0828655339070989e-01 -9.0498651571752742e-02
1868 4.1185243237641522e+00 -8.8367716881812424e+00 6.1406758952456120e-01 -3.1502590566682487e-01 3.0581680779522025e-01 -9.1377511309919154e-02
1869 4.1503383982632451e+00 -8.8647847747427839e+00 4.3710191026173439e-01 -3.2224595316984533e-01 4.1050374775883181e-01 -9.2346871920083756e-02
1870 4.1839197282981999e+00 -8.8910893294137754e+00 2.4214680443211939e-01 -3.3037011034833835e-01 5.2313909845307549e-01 -9.3440239822347879e-02
1871 4.2187059162029250e+00 -8.9136436264023011e+00 3.4779524396897021e-02 -3.3953349460230714e-01 6.4516287118633575e-01 -9.4676632720836248e-02
1872 4.2539277258090715e+00 -8.9306270100627572e+00 -1.7985060990104748e-01 -3.4975760802521216e-01 7.7847837616890980e-01 -9.6059863335539147e-02
1873 4.2886728189555594e+00 -8.9405639181325149e+00 -3.9798242669689371e-01 -3.6095713838335275e-01 9.2488796884361246e-01 -9.7579222432811044e-02
1874 4.3219653433553606e+00 -8.9424220991381258e+00 -6.1723213709441260e-01 -3.7295576382680079e-01 1.0853438083663971e+00 -9.9211381220807388e-02
1875 4.3528546111561557e+00 -8.9356781622897046e+00 -8.3572314184765806e-01 -3.8550870560214689e-01 1.2592028615153419e+00 -1.0092327008499391e-01
1876 4.3805051915170239e+00 -8.9203460732216122e+00 -1.0508194566001476e+00 -3.9832957860453094e-01 1.4436253155540839e+00 -1.0267565120297360e-01
1877 4.4042804647891627e+00 -8.8969669928633923e+00 -1.2580674369979481e+00 -4.1111915424412965e-01 1.6332480194547534e+00 -1.0442707857650320e-01
1878 4.4238120802033221e+00 -8.8665617360965374e+00 -1.4508688990269449e+00 -4.2359385982802622e-01 1.8203048442214123e+00 -1.0613792848324351e-01
1879 4.4390487980322391e+00 -8.8305498821829751e+00 -1.6211485036576219e+00 -4.3551209432580679e-01 1.9953696401094980e+00 -1.0777418818652820e-01
1880 4.4502798023682688e+00 -8.7906419916950824e+00 -1.7609108273567817e+00 -4.4669667372479754e-01 2.1487636917055890e+00 -1.0931071220388379e-01
1881 4.4581296160019761e+00 -8.7487132932980209e+00 -1.8642171267799816e+00 -4.5705190147139563e-01 2.2723863430780655e+00 -1.1073369123466395e-01
1882 4.4635240711125652e+00 -8.7066684575985196e+00 -1.9288991838632781e+00 -4.6657390794617359e-01 2.3614319102161803e+00 -1.1204212410816608e-01
1883 4.4676292009397374e+00 -8.6663075852889353e+00 -1.9573935201367185e+00 -4.7535308303623047e-01 2.4153672178570851e+00 -1.1324813471738275e-01
1884 4.4717672213578448e+00 -8.6292032720034015e+00 -1.9564110040226144e+00 -4.8356774131938013e-01 2.4377761731949881e+00 -1.1437603706723500e-01
1885 4.4773157769831231e+00 -8.5965976018015073e+00 -1.9355735712375297e+00 -4.9146871982123436e-01 2.4351027726680887e+00 -1.1546013235439852e-01
1886 4.4855981658565867e+00 -8.5693262515515745e+00 -1.9054418467607563e+00 -4.9935547468190983e-01 2.4146821091723378e+00 -1.1654133322561157e-01
1887 4.4977731974741921e+00 -8.5477746964817722e+00 -1.8754515916726162e+00 -5.0754536765416358e-01 2.3826080492625739e+00 -1.1766285291333142e-01
1888 4.5147335954699663e+00 -8.5318689687544680e+00 -1.8522172570441999e+00 -5.1633902814322097e-01 2.3419971922902114e+00 -1.1886535312419194e-01
1889 4.5370213972693065e+00 -8.5211007371554661e+00 -1.8384963699223011e+00 -5.2598564218279753e-01 2.2921198610950144e+00 -1.2018207868616283e-01
1890 4.5647676543904430e+00 -8.5145838570987529e+00 -1.8328973811926361e+00 -5.3665244076849505e-01 2.2286503736494949e+00 -1.2163457712334472e-01
1891 4.5976619803085201e+00 -8.5111371889631844e+00 -1.8302632316220677e+00 -5.4840233037075659e-01 2.1449601040581192e+00 -1.2322957628419758e-01
1892 4.6349552590826715e+00 -8.5093865788851968e+00 -1.8226462510273485e+00 -5.6118252708434058e-01 2.0340704379965815e+00 -1.2495746489934662e-01
1893 4.6754962880870536e+00 -8.5078775819486907e+00 -1.8008343544884484e+00 -5.7482544107620792e-01 1.8907282309649274e+00 -1.2679260705204498e-01
1894 4.7178004793721682e+00 -8.5051898776028398e+00 -1.7563103865342360e+00 -5.8906127508439587e-01 1.7130680500818214e+00 -1.2869545881129751e-01
1895 4.7601461945450980e+00 -8.5000444203978098e+00 -1.6832529328131791e+00 -6.0354024065342549e-01 1.5034211267880677e+00 -1.3061619059506574e-01
1896 4.8006920402496398e+00 -8.4913951673842298e+00 -1.5799363044427785e+00 -6.1786126035175626e-01 1.2680335363924446e+00 -1.3249930120149669e-01
1897 4.8376066864216094e+00 -8.4784986527198640e+00 -1.4489837143321602e+00 -6.3160365768291593e-01 1.0158032970215909e+00 -1.3428858282919887e-01
1898 4.8692016324786032e+00 -8.4609566168231787e+00 -1.2963965051277127e+00 -6.4435861376001879e-01 7.5652013516939498e-01 -1.3593179123946084e-01
1899 4.8940569346342606e+00 -8.4387291794469999e+00 -1.1297875628929233e+00 -6.5575792817451228e-01 4.9925346965256895e-01 -1.3738449862181018e-01
1900 4.9111302618846766e+00 -8.4121184852417574e+00 -9.5645793239290278e-01 -6.6549861337013894e-01 2.5136580372705902e-01 -1.3861283484929085e-01
1901 4.9198407506117858e+00 -8.3817251482150379e+00 -7.8184580576736518e-01 -6.7336280307972829e-01 1.8252752252716744e-02 -1.3959510004354442e-01
1902 4.9201209013078770e+00 -8.3483819850005450e+00 -6.0865101311670122e-01 -6.7923311926255703e-01 -1.9642968265411789e-01 -1.4032247988575680e-01
1903 4.9124320757711954e+00 -8.3130712840501033e+00 -4.3677256149258259e-01 -6.8310384811461611e-01 -3.9041619239988845e-01 -1.4079923486793730e-01
1904 4.8977418361656682e+00 -8.2768330714448695e+00 -2.6409521598353219e-01 -6.8508797436108460e-01 -5.6261291443142458e-01 -1.4104271035538360e-01
1905 4.8774642155043733e+00 -8.2406724121324899e+00 -8.8014089020617359e-02 -6.8541941978828891e-01 -7.1301650813960726e-01 -1.4108332164270451e-01
1906 4.8533668049929295e+00 -8.2054736887181576e+00 9.2663616224425246e-02 -6.8444899724069164e-01 -8.4258930880993932e-01 -1.4096436847253455e-01
1907 4.8274510723454416e+00 -8.1719290444916606e+00 2.7604877962414687e-01 -6.8263201999783474e-01 -9.5291261717378195e-01 -1.4074124468236082e-01
1908 4.8018143909791746e+00 -8.1404868328485058e+00 4.5638054169762698e-01 -6.8050560971706964e-01 -1.0456372651423440e+00 -1.4047946704060579e-01
1909 4.7785037017420366e+00 -8.1113240990147020e+00 6.2447532612064838e-01 -6.7865478778104515e-01 -1.1219670825681802e+00 -1.4025104938615382e-01
1910 4.7593714325455698e+00 -8.0843449872013853e+00 7.6926804124483728e-01 -6.7766837184021333e-01 -1.1824380950678210e+00 -1.4012909881318061e-01
1911 4.7459442091885791e+00 -8.0592046971706939e+00 8.7986437446349031e-01 -6.7808811663991542e-01 -1.2270617499139964e+00 -1.4018100982898499e-01
1912 4.7393140058715755e+00 -8.0353563990177523e+00 9.4741315484488542e-01 -6.8035674571705762e-01 -1.2556712568270130e+00 -1.4046111451760535e-01
1913 4.7400597703703262e+00 -8.0121165386476338e+00 9.6634944901207487e-01 -6.8477179496028129e-01 -1.2682369646392797e+00 -1.4100395325249016e-01
1914 4.7482053365753396e+00 -7.9887423932725374e+00 9.3493425909452044e-01 -6.9145205178174141e-01 -1.2649976053024972e+00 -1.4181937265994965e-01
1915 4.7632167730579607e+00 -7.9645146966293545e+00 8.5524980434426301e-01 -7.0032176569711879e-01 -1.2463662066453518e+00 -1.4289043358288314e-01
1916 4.7840394115660336e+00 -7.9388177332989613e+00 7.3279795988495644e-01 -7.1111508503328191e-01 -1.2126440190472940e+00 -1.4417467972451620e-01
1917 4.8091718736225575e+00 -7.9112095347277211e+00 5.7572071876916087e-01 -7.2339996604144430e-01 -1.1636366784997287e+00 -1.4560875666854009e-01
1918 4.8367716881812424e+00 -7.8814756762358487e+00 3.9362618810407385e-01 -7.3661780174029079e-01 -1.0983424951091048e+00 -1.4711576495044446e-01
1919 4.8647847747427839e+00 -7.8496616017367558e+00 1.9615676837440180e-01 -7.5013283284710752e-01 -1.0149213513670798e+00 -1.4861417790804349e-01
1920 4.8910893294137745e+00 -7.8160802717018010e+00 -8.3339073312845482e-03 -7.6328443918661759e-01 -9.1105600647251039e-01 -1.5002677799412178e-01
1921 4.9136436264023002e+00 -7.7812940837970750e+00 -2.1354595862897230e-01 -7.7543581504935333e-01 -7.8459694129322821e-01 -1.5128799437462098e-01
1922 4.9306270100627572e+00 -7.7460722741909294e+00 -4.1518147530677540e-01 -7.8601416587980866e-01 -6.3421382826383188e-01 -1.5234834729241059e-01
1923 4.9405639181325158e+00 -7.7113271810444406e+00 -6.1018058691316357e-01 -7.9454001130564977e-01 -4.5981969523827926e-01 -1.5317540546834021e-01
1924 4.9424220991381267e+00 -7.6780346566446402e+00 -7.9564513541225113e-01 -8.0064582442625865e-01 -2.6274238898777263e-01 -1.5375159136802202e-01
1925 4.9356781622897046e+00 -7.6471453888438443e+00 -9.6791241592690114e-01 -8.0408639521840197e-01 -4.5796981204891722e-02 -1.5407006159054193e-01
1926 4.9203460732216113e+00 -7.6194948084829761e+00 -1.1221064408623844e+00 -8.0474439327500191e-01 1.8658782449000177e-01 -1.5413044490253536e-01
1927 4.8969669928633923e+00 -7.5957195352108373e+00 -1.2523121619515059e+00 -8.0263430365844646e-01 4.2820647010831558e-01 -1.5393620835552177e-01
1928 4.8665617360965374e+00 -7.5761879197966771e+00 -1.3523867976418324e+00 -7.9790628898921501e-01 6.7109503187594111e-01 -1.5349478485765344e-01
1929 4.8305498821829742e+00 -7.5609512019677609e+00 -1.4173129456903504e+00 -7.9084909046453389e-01 9.0602132199361962e-01 -1.5282050259967414e-01
1930 4.7906419916950833e+00 -7.5497201976317312e+00 -1.4448306825998094e+00 -7.8188867104715964e-01 1.1235929982562614e+00 -1.5193917601562121e-01
1931 4.7487132932980218e+00 -7.5418703839980248e+00 -1.4368704351206858e+00 -7.7157789988705328e-01 1.3158200783668472e+00 -1.5089239588148123e-01
1932 4.7066684575985187e+00 -7.5364759288874348e+00 -1.4002053640783834e+00 -7.6057292548380451e-01 1.4776672633264021e+00 -1.4973943436626372e-01
1933 4.6663075852889344e+00 -7.5323707990602626e+00 -1.3459351680379268e+00 -7.4959415338896418e-01 1.6080420803699598e+00 -1.4855533094096685e-01
1934 4.6292032720034015e+00 -7.5282327786421552e+00 -1.2878731362638445e+00 -7.3937335373298685e-01 1.7098556481257745e+00 -1.4742489777989645e-01
1935 4.5965976018015082e+00 -7.5226842230168769e+00 -1.2403297756111342e+00 -7.3059221778479044e-01 1.7891268400107960e+00 -1.4643362024562911e-01
1936 4.5693262515515745e+00 -7.5144018341434133e+00 -1.2158710614773849e+00 -7.2382039494413086e-01 1.8533737455236932e+00 -1.4565728347727497e-01
1937 4.5477746964817722e+00 -7.5022268025258079e+00 -1.2234133289765512e+00 -7.1946182977839623e-01 1.9096791247190801e+00 -1.4515239793590276e-01
1938 4.5318689687544671e+00 -7.4852664045300337e+00 -1.2667946653771700e+00 -7.1771696756158454e-01 1.9628830234697092e+00 -1.4494916972852087e-01
1939 4.5211007371554652e+00 -7.4629786027306935e+00 -1.3439246897401647e+00 -7.1856564727879646e-01 2.0143540078616819e+00 -1.4504809552682055e-01
1940 4.5145838570987529e+00 -7.4352323456095570e+00 -1.4466974486868671e+00 -7.2177210814808901e-01 2.0616601179653511e+00 -1.4542051207887080e-01
1941 4.5111371889631844e+00 -7.4023380196914799e+00 -1.5618884338273564e+00 -7.2691029729581935e-01 2.0992069740255825e+00 -1.4601276119697312e-01
1942 4.5093865788851968e+00 -7.3650447409173276e+00 -1.6731375984890733e+00 -7.3340511896333915e-01 2.1196474892485178e+00 -1.4675310026452587e-01
1943 4.5078775819486907e+00 -7.3245037119129464e+00 -1.7638416810324369e+00 -7.4058367995761099e-01 2.1157036400251958e+00 -1.4756010581284368e-01
1944 4.5051898776028398e+00 -7.2821995206278318e+00 -1.8204171550719614e+00 -7.4773005981075336e-01 2.0819747392839085e+00 -1.4835111458925868e-01
1945 4.5000444203978098e+00 -7.2398538054549020e+00 -1.8350846466453257e+00 -7.5413766079037781e-01 2.0162913000358458e+00 -1.4904929506073308e-01
1946 4.4913951673842298e+00 -7.1993079597503602e+00 -1.8072675408367369e+00 -7.5915464862130677e-01 1.9202486028232744e+00 -1.4958831270904652e-01
1947 4.4784986527198640e+00 -7.1623933135783906e+00 -1.7430599096347292e+00 -7.6222007666797142e-01 1.7987954092817662e+00 -1.4991423439963311e-01
1948 4.4609566168231778e+00 -7.1307983675213968e+00 -1.6529191190893198e+00 -7.6289048539227111e-01 1.6590914354764159e+00 -1.4998515977581814e-01
1949 4.4387291794469999e+00 -7.1059430653657403e+00 -1.5484124669412664e+00 -7.6085845014387987e-01 1.5090780179959409e+00 -1.4976978981024591e-01
1950 4.4121184852417565e+00 -7.0888697381153234e+00 -1.4391335413918918e+00 -7.5596515414838561e-01 1.3561999192765819e+00 -1.4924643109195340e-01
1951 4.3817251482150388e+00 -7.0801592493882142e+00 -1.3307199813275430e+00 -7.4820836460400675e-01 1.2065303744813334e+00 -1.4840359914034859e-01
1952 4.3483819850005450e+00 -7.0798790986921230e+00 -1.2244323818114464e+00 -7.3774548771241499e-01 1.0643451540163626e+00 -1.4724249248873761e-01
1953 4.3130712840501033e+00 -7.0875679242288046e+00 -1.1182324357340372e+00 -7.2488948400340292e-01 9.3207889757336637e-01 -1.4578050978975671e-01
1954 4.2768330714448695e+00 -7.1022581638343318e+00 -1.0088665966401646e+00 -7.1009437460568969e-01 8.1058052849319684e-01 -1.4405417060185516e-01
1955 4.2406724121324899e+00 -7.1225357844956267e+00 -8.9417203693669267e-01 -6.9392764400046447e-01 6.9958786263135653e-01 -1.4211967615971430e-01
1956 4.2054736887181576e+00 -7.1466331950070705e+00 -7.7473553752279634e-01 -6.7702913194962844e-01 5.9829789121001586e-01 -1.4004999127008341e-01
1957 4.1719290444916615e+00 -7.1725489276545584e+00 -6.5424952592487273e-01 -6.6005927280188270e-01 5.0583584907681856e-01 -1.3792845351512673e-01
1958 4.1404868328485049e+00 -7.1981856090208254e+00 -5.3844204724883982e-01 -6.4364254497561968e-01 4.2141861506920780e-01 -1.3584002067679588e-01
1959 4.1113240990147020e+00 -7.2214962982579634e+00 -4.3310846150738092e-01 -6.2831359366470496e-01 3.4414021575511300e-01 -1.3386191171888692e-01
1960 4.0843449872013862e+00 -7.2406285674544302e+00 -3.4216523929693216e-01 -6.1447317025733583e-01 2.7252365351922869e-01 -1.3205540981316916e-01
1961 4.0592046971706948e+00 -7.2540557908114209e+00 -2.6651911597590766e-01 -6.0235906534349326e-01 2.0412126909003619e-01 -1.3046010376993586e-01
1962 4.0353563990177523e+00 -7.2606859941284245e+00 -2.0401806050582588e-01 -5.9203440878230629e-01 1.3540400467947519e-01 -1.2909113718119217e-01
1963 4.0121165386476338e+00 -7.2599402296296738e+00 -1.5022990860135998e-01 -5.8339297244271626e-01 6.2033248791512563e-02 -1.2793939089391246e-01
1964 3.9887423932725374e+00 -7.2517946634246604e+00 -9.9595925195839666e-02 -5.7617907016063508e-01 -2.0500621483753097e-02 -1.2697409962625561e-01
1965 3.9645146966293558e+00 -7.2367832269420402e+00 -4.6611175286681336e-02 -5.7001853314948292e-01 -1.1593757834626331e-01 -1.2614721901843545e-01
1966 3.9388177332989609e+00 -7.2159605884339664e+00 1.3157940658865573e-02 -5.6445694566754379e-01 -2.2615034165965303e-01 -1.2539885515518909e-01
1967 3.9112095347277203e+00 -7.1908281263774425e+00 8.2380762842938424e-02 -5.5900158393853749e-01 -3.5019104245696059e-01 -1.2466316484632516e-01
1968 3.8814756762358482e+00 -7.1632283118187567e+00 1.6180009433915182e-01 -5.5316401108554869e-01 -4.8391254306819831e-01 -1.2387426792022815e-01
1969 3.8496616017367553e+00 -7.1352152252572161e+00 2.5072855966090168e-01 -5.4650079069325230e-01 -6.2052449466068849e-01 -1.2297183999413688e-01
1970 3.8160802717018005e+00 -7.1089106705862246e+00 3.4806367675368294e-01 -5.3865011717086786e-01 -7.5210217405202995e-01 -1.2190614472785613e-01
1971 3.7812940837970754e+00 -7.0863563735976998e+00 4.5339028161161649e-01 -5.2936224136148902e-01 -8.7159908924157292e-01 -1.2064229358400667e-01
1972 3.7460722741909294e+00 -7.0693729899372428e+00 5.6765612427377199e-01 -5.1852143481506929e-01 -9.7461442185509395e-01 -1.1916347915322920e-01
1973 3.7113271810444415e+00 -7.0594360818674842e+00 6.9309820031020009e-01 -5.0615707459969017e-01 -1.0602344649289146e+00 -1.1747284047859763e-01
1974 3.6780346566446407e+00 -7.0575779008618742e+00 8.3242396941509644e-01 -4.9244156452164095e-01 -1.1306554669450595e+00 -1.1559355575801925e-01
1975 3.6471453888438452e+00 -7.0643218377102954e+00 9.8752037488230138e-01 -4.7767358899622187e-01 -1.1897796487084751e+00 -1.1356681415924919e-01
1976 3.6194948084829761e+00 -7.0796539267783887e+00 1.1580833820561152e+00 -4.6224681207862800e-01 -1.2413386446879529e+00 -1.1144756030011362e-01
1977 3.5957195352108369e+00 -7.1030330071366077e+00 1.3405643710097217e+00 -4.4660642535501927e-01 -1.2872349194000059e+00 -1.0929831157767150e-01
1978 3.5761879197966775e+00 -7.1334382639034617e+00 1.5277854811044689e+00 -4.3119835398907885e-01 -1.3266979204987857e+00 -1.0718179662337594e-01
1979 3.5609512019677605e+00 -7.1694501178170258e+00 1.7094942549941321e+00 -4.1641767089366349e-01 -1.3565670790141937e+00 -1.0515347837397115e-01
1980 3.5497201976317312e+00 -7.2093580083049167e+00 1.8739492449943087e+00 -4.0256319756568504e-01 -1.3726038377007495e+00 -1.0325507618817859e-01
1981 3.5418703839980243e+00 -7.2512867067019782e+00 2.0103073939555514e+00 -3.8980419312851550e-01 -1.3713218535656047e+00 -1.0150997223694705e-01
1982 3.5364759288874348e+00 -7.2933315424014795e+00 2.1112003338826115e+00 -3.7816280249496698e-01 -1.3515914730157410e+00 -9.9920979091434242e-02
1983 3.5323707990602631e+00 -7.3336924147110638e+00 2.1746569570070142e+00 -3.6751326174935883e-01 -1.3153743631137094e+00 -9.8470511481381653e-02
1984 3.5282327786421552e+00 -7.3707967279965976e+00 2.2046528544162713e+00 -3.5759648422992557e-01 -1.2673538404812970e+00 -9.7122871862699092e-02
1985 3.5226842230168769e+00 -7.4034023981984918e+00 2.2100252421256728e+00 -3.4804706524752582e-01 -1.2137088239362095e+00 -9.5828180899267937e-02
1986 3.5144018341434138e+00 -7.4306737484484255e+00 2.2020472807237974e+00 -3.3842908138180117e-01 -1.1605558724589389e+00 -9.4527445572158975e-02
1987 3.5022268025258074e+00 -7.4522253035182278e+00 2.1913673442884489e+00 -3.2827715636811600e-01 -1.1125647211754528e+00 -9.3158306931329551e-02
1988 3.4852664045300341e+00 -7.4681310312455329e+00 2.1851865236091119e+00 -3.1713978935814435e-01 -1.0720604578997812e+00 -9.1661087339492103e-02
1989 3.4629786027306935e+00 -7.4788992628445348e+00 2.1854556785398409e+00 -3.0462252975912396e-01 -1.0387205266668162e+00 -8.9984814648363637e-02
1990 3.4352323456095570e+00 -7.4854161429012471e+00 2.1885495855005632e+00 -2.9042893443060003e-01 -1.0098313988104421e+00 -8.8092905520121473e-02
1991 3.4023380196914794e+00 -7.4888628110368156e+00 2.1864407436736397e+00 -2.7439718025895399e-01 -9.8098988111558405e-01 -8.5968130041006979e-02
1992 3.3650447409173290e+00 -7.4906134211148032e+00 2.1690218318970373e+00 -2.5652972328098694e-01 -9.4709484038762060e-01 -8.3616372065207112e-02
1993 3.3245037119129472e+00 -7.4921224180513093e+00 2.1269948046088492e+00 -2.3701269868157224e-01 -9.0344499523766431e-01 -8.1068599439475530e-02
1994 3.2821995206278318e+00 -7.4948101223971602e+00 2.0546103662762536e+00 -2.1622125269958212e-01 -8.4670878852918730e-01 -7.8380453713758291e-02
1995 3.2398538054549024e+00 -7.4999555796021902e+00 1.9514951752003948e+00 -1.9470721095686624e-01 -7.7548643212653345e-01 -7.5629050712430562e-02
1996 3.1993079597503606e+00 -7.5086048326157702e+00 1.8229844626501495e+00 -1.7316685739960030e-01 -6.9024293485530652e-01 -7.2906988524092109e-02
1997 3.1623933135783915e+00 -7.5215013472801351e+00 1.6788711396272029e+00 -1.5238921967569810e-01 -5.9262477195924723e-01 -7.0314118604431944e-02
1998 3.1307983675213964e+00 -7.5390433831768222e+00 1.5310752582385994e+00 -1.3318869549037626e-01 -4.8447683795864943e-01 -6.7948167202924514e-02
1999 3.1059430653657398e+00 -7.5612708205530001e+00 1.3910581554532955e+00 -1.1632919057511212e-01 -3.6702751101680037e-01 -6.5895575637279699e-02
2000 -8.3907152907645244e-01 -1.2544021110889370e+01 -2.6032905924538319e-01 1.2727009329303252e+00 -1.3898341146484261e-01 -1.5772207513756370e-01
2001 -8.1820271498147712e-01 -1.2567772324495293e+01 1.3013545991134284e-01 1.2725738016296400e+00 -2.9444357443537683e-01 -1.5611755409543632e-01
2002 -7.9029677666185461e-01 -1.2586023451147154e+01 5.5185720001174687e-01 1.2723297992919909e+00 -4.9479661347699383e-01 -1.5404699362879798e-01
2003 -7.5642955619194330e-01 -1.2598631980696132e+01 9.9441667963181990e-01 1.2719223660798185e+00 -7.3262646578884727e-01 -1.5159072647198513e-01
