# num, x, y, Re(cal), Re(ana), Im(cal), Im(ana)
791 3.2833230727449960e+00 -3.6762172787380192e+00 1.2377954176554322e+00 -1.0736952148354557e+00 2.0689698280318192e-01 -1.2549548184291426e-01
792 3.2480043221613806e+00 -3.6883184825865634e+00 1.1680917146694940e+00 -1.0693582851388739e+00 2.4648008942964558e-01 -1.3034397886374977e-01
793 3.2094996678519374e+00 -3.7010951684244002e+00 1.0797824975291788e+00 -1.0637814045870431e+00 2.8234476034056416e-01 -1.3519136237138651e-01
794 3.1696314266280035e+00 -3.7154962689604205e+00 9.7285379497470026e-01 -1.0568798600968798e+00 3.1457775342556443e-01 -1.3985569463786018e-01
795 3.1304100496404015e+00 -3.7322688331815552e+00 8.5252289464655318e-01 -1.0487031664892725e+00 3.4321347365839006e-01 -1.4415359932524074e-01
796 3.0938958686876279e+00 -3.7519027266043468e+00 7.2811455191688723e-01 -1.0394744295159861e+00 3.6848781495232041e-01 -1.4793131147453112e-01
797 3.0620550083610647e+00 -3.7746001010373988e+00 6.1079000348897006e-01 -1.0296026245135044e+00 3.9103032194777276e-01 -1.5108921953521870e-01
798 3.0366199966483136e+00 -3.8002715602658350e+00 5.1102309804757018e-01 -1.0196562251596160e+00 4.1193838598513050e-01 -1.5359351404352847e-01
799 3.0189653645408856e+00 -3.8285586418175308e+00 4.3666072228164965e-01 -1.0102964381120725e+00 4.3272189802324612e-01 -1.5547234755167358e-01
800 7.3463563791363882e+00 -7.5680249530792820e-01 2.5791263443162749e-01 6.2968040013263049e-01 -2.6824639769799608e-01 1.6366192033304783e+00
801 7.3730304515305418e+00 -7.7377663479705205e-01 1.8961782983899192e-01 6.2719523045970293e-01 -2.8422711738987616e-01 1.6342694340208532e+00
802 7.4049245519722628e+00 -7.8350347264777798e-01 1.0943145279777310e-01 6.2607185064624449e-01 -3.0382258913034232e-01 1.6332073104065614e+00
803 7.4409658693243923e+00 -7.8614678179884501e-01 2.0321225552110075e-02 6.2627753563998734e-01 -3.2671258286518162e-01 1.6334017773498462e+00
804 7.4798826365334365e+00 -7.8233936502536860e-01 -7.3660862046178499e-02 6.2765491783009753e-01 -3.5147081024306015e-01 1.6347040644342115e+00
805 7.5203099647286784e+00 -7.7315207398918229e-01 -1.6748350742894885e-01 6.2994684983667215e-01 -3.7582112012640800e-01 1.6368711451407050e+00
806 7.5608983991775167e+00 -7.6002902890246149e-01 -2.5572240349270497e-01 6.3283241032237636e-01 -3.9720567039687849e-01 1.6395997040155390e+00
807 7.6004164861719090e+00 -7.4469315086297982e-01 -3.3353189281725526e-01 6.3596628160309199e-01 -4.1347233420957979e-01 1.6425632999645883e+00
808 7.6378393432300076e+00 -7.2902848124955699e-01 -3.9765974551826272e-01 6.3901415888314383e-01 -4.2342266656465116e-01 1.6454458111637336e+00
809 7.6724165576724417e+00 -7.1494766029431567e-01 -4.4708700770021415e-01 6.4167891967333990e-01 -4.2701783087586453e-01 1.6479661840116426e+00
810 7.7037145841922223e+00 -7.0425421675125610e-01 -4.8303064055673123e-01 6.4371533405342596e-01 -4.2519148717909522e-01 1.6498923776523140e+00
811 7.7316310140968705e+00 -6.9850987594619851e-01 -5.0834196109645358e-01 6.4493432352043223e-01 -4.1937701567886881e-01 1.6510454395387757e+00
812 7.7563804640680978e+00 -6.9891687341321473e-01 -5.2658872507133792e-01 6.4520038175455563e-01 -4.1094474388050278e-01 1.6512971133258496e+00
813 7.7784541851292301e+00 -7.0622427467669624e-01 -5.4118491187902507e-01 6.4442712039332795e-01 -4.0074748588973674e-01 1.6505656633219494e+00
814 7.7985576314173661e+00 -7.2066561700199483e-01 -5.5481869996809630e-01 6.4257564913639276e-01 -3.8891404525539669e-01 1.6488143651761071e+00
815 7.8175319809680852e+00 -7.4193292922128862e-01 -5.6922811279059726e-01 6.3965867401032772e-01 -3.7493640096309760e-01 1.6460553873415829e+00
816 7.8362668277444172e+00 -7.6918951952728298e-01 -5.8522055244700466e-01 6.3575025984825584e-01 -3.5799256643270488e-01 1.6423590075871577e+00
817 7.8556118704210744e+00 -8.0112104941875528e-01 -6.0280713558142696e-01 6.3099800606995970e-01 -3.3736844216910311e-01 1.6378650844227733e+00
818 7.8762953653922336e+00 -8.3602155285733848e-01 -6.2139734964369353e-01 6.2563200362676330e-01 -3.1281669824656055e-01 1.6327914561720176e+00
819 7.8988564003497377e+00 -8.7190843147034303e-01 -6.4006034780343679e-01 6.1996434061960370e-01 -2.8471902466253624e-01 1.6274333849477804e+00
820 7.9235967454301202e+00 -9.0665826094703683e-01 -6.5782384260075066e-01 6.1437455107350147e-01 -2.5398386780543170e-01 1.6221497167758667e+00
821 7.9505562642596033e+00 -9.3815364991228412e-01 -6.7389828510862904e-01 6.0927989805110983e-01 -2.2170447475116464e-01 1.6173347445827913e+00
822 7.9795137687628142e+00 -9.6443052425906239e-01 -6.8770053944582987e-01 6.0509363693004237e-01 -1.8870291930919023e-01 1.6133787768280985e+00
823 8.0100129569465981e+00 -9.8381513567830647e-01 -6.9864784729478779e-01 6.0217798337267547e-01 -1.5514953024184899e-01 1.6106237737395590e+00
824 8.0414108710733441e+00 -9.9504082078213962e-01 -7.0582671829233734e-01 6.0080026569699763e-01 -1.2043141510005920e-01 1.6093220401623143e+00
825 8.0729443396591485e+00 -9.9733601324312504e-01 -7.0771804265326077e-01 6.0110025584487403e-01 -8.3352381053794999e-02 1.6096054812304403e+00
826 8.1038082862684799e+00 -9.9047712490892414e-01 -7.0214474065024590e-01 6.0307431156608748e-01 -4.2624557912901581e-02 1.6114706925837445e+00
827 8.1332387339744159e+00 -9.7480250321048811e-01 -6.8652799361728323e-01 6.0657857034606144e-01 2.4961036241109651e-03 1.6147819720015273e+00
828 8.1605928957024947e+00 -9.5118654513339351e-01 -6.5843482834310707e-01 6.1134992877140137e-01 5.1649193127581580e-02 1.6192910594319492e+00
829 8.1854189554785410e+00 -9.2097598491869137e-01 -6.1629855621569729e-01 6.1704062274238380e-01 1.0311615557403704e-01 1.6246696858132259e+00
830 8.2075089975982287e+00 -8.8589315121415957e-01 -5.6010690224650195e-01 6.2326031067449106e-01 1.5403098016352074e-01 1.6305492176497560e+00
831 8.2269299606641102e+00 -8.4791339980700386e-01 -4.9180825848039861e-01 6.2961884242183153e-01 2.0104086108236796e-01 1.6365609976223277e+00
832 8.2440293646001983e+00 -8.0912578915658107e-01 -4.1523281784469573e-01 6.3576340206990067e-01 2.4119405770820820e-01 1.6423714361893891e+00
833 8.2594147264886555e+00 -7.7158723905072713e-01 -3.3548651033887761e-01 6.4140532631527469e-01 2.7270867501316748e-01 1.6477074068440296e+00
834 8.2739078653133191e+00 -7.3718081226181531e-01 -2.5799224557200151e-01 6.4633432206408925e-01 2.9533087425862636e-01 1.6523697671868636e+00
835 8.2884775056596780e+00 -7.0748835902838947e-01 -1.8749481230718637e-01 6.5042053768922625e-01 3.1020098778838223e-01 1.6562354037321882e+00
836 8.3041555402150706e+00 -6.8368659979959068e-01 -1.2732078898578503e-01 6.5360734556272149e-01 3.1937973588714497e-01 1.6592504775196886e+00
837 8.3219438347892165e+00 -6.6647388656315176e-01 -7.9030405341066229e-02 6.5589915085614203e-01 3.2530290786953298e-01 1.6614189390418614e+00
838 8.3427194256238213e+00 -6.5603252170106385e-01 -4.2436717865131666e-02 6.5734865853603675e-01 3.3037861598205875e-01 1.6627905039369597e+00
839 8.3671462799070380e+00 -6.5202880959315834e-01 -1.5884449946370387e-02 6.5804680844394958e-01 3.3677990585094347e-01 1.6634511320805245e+00
840 8.3956014318308299e+00 -6.5365017904511513e-01 3.3267814669912096e-03 6.5811647761449832e-01 3.4634135644518071e-01 1.6635170575928260e+00
841 8.4281222888682557e+00 -6.5967596168247156e-01 1.8471761386517779e-02 6.5770882844772605e-01 3.6043444759287102e-01 1.6631313151228801e+00
842 8.4643803010471856e+00 -6.6857595214338505e-01 3.2963704812137819e-02 6.5699968171875511e-01 3.7977803309862090e-01 1.6624602873795673e+00
843 8.5036841232481759e+00 -6.7862889523888736e-01 5.0011932465975746e-02 6.5618306378205105e-01 4.0425803858492965e-01 1.6616875812192415e+00
844 8.5450130392800876e+00 -6.8805168965272323e-01 7.2387832097065133e-02 6.5546014994731727e-01 4.3287359985113560e-01 1.6610035545938318e+00
845 8.5870789451233680e+00 -6.9512946394553621e-01 1.0227894664003510e-01 6.5502370902153884e-01 4.6384538802094816e-01 1.6605905972707204e+00
846 8.6284128068186554e+00 -6.9833680847711666e-01 1.4122074243899396e-01 6.5504006766939626e-01 4.9478986121186791e-01 1.6606060756204768e+00
847 8.6674694106581107e+00 -6.9644131671564991e-01 1.9012253334444201e-01 6.5563184415304099e-01 5.2281442365233055e-01 1.6611660117669460e+00
848 8.7027425836287637e+00 -6.8858212411542485e-01 2.4938405694749438e-01 6.5686488385778408e-01 5.4447780780324651e-01 1.6623327367981531e+00
849 8.7328820196832826e+00 -6.7431820418167510e-01 3.1902310221923386e-01 6.5874202513678359e-01 5.5571554349174745e-01 1.6641089969893987e+00
850 8.7568024953079284e+00 -6.5364362086361194e-01 3.9867277894201530e-01 6.6120490111424457e-01 5.5193433983852391e-01 1.6664396495883484e+00
851 8.7737766347970521e+00 -6.2696954846945852e-01 4.8733972808311987e-01 6.6414340595478949e-01 5.2846252718702358e-01 1.6692205986679642e+00
852 8.7835034726477783e+00 -5.9507544802773693e-01 5.8295647310745402e-01 6.6741110951416638e-01 4.8140929104953412e-01 1.6723133547610096e+00
853 8.7861467817988448e+00 -5.5903413067560781e-01 6.8194515701630221e-01 6.7084402237053808e-01 4.0878205394185790e-01 1.6755627695928308e+00
854 8.7823393650253685e+00 -5.2011736346656390e-01 7.7912214495985532e-01 6.7427977503270620e-01 3.1151423942929085e-01 1.6788151751060869e+00
855 8.7731520739891824e+00 -4.7969003527132142e-01 8.6821150705209993e-01 6.7757445860887644e-01 1.9396241794829594e-01 1.6819343245374820e+00
856 8.7600290289024620e+00 -4.3910160082248356e-01 9.4297961245174944e-01 6.8061499523230973e-01 6.3534931806173964e-02 1.6848131153979791e+00
857 8.7446931508629806e+00 -3.9958351382809093e-01 9.9866188440260928e-01 6.8332583661709190e-01 -7.0571781339379844e-02 1.6873799506440854e+00
858 8.7290284812495571e+00 -3.6216065676999259e-01 1.0331308811914033e+00 6.8566985770624211e-01 -1.9915550661337189e-01 1.6895996049108348e+00
859 8.7149476602943157e+00 -3.2758344232755815e-01 1.0473165021692898e+00 6.8764431384750235e-01 -3.1468563993964421e-01 1.6914694124744183e+00
860 8.7042542167512558e+00 -2.9628541580777806e-01 1.0447171533810411e+00 6.8927345362710291e-01 -4.1232024082879370e-01 1.6930122818325037e+00
861 8.6985098759461987e+00 -2.6836898590312919e-01 1.0302384635113837e+00 6.9059966590471300e-01 -4.9004992425363436e-01 1.6942683158504008e+00
862 8.6989168734132143e+00 -2.4361953593190228e-01 1.0088407831753305e+00 6.9167484437312032e-01 -5.4814557596599245e-01 1.6952866333043970e+00
863 8.7062242746766962e+00 -2.2154581487077007e-01 9.8446741868435439e-01 6.9255308376709357e-01 -5.8830963745316889e-01 1.6961184490905756e+00
864 8.7206656170019947e+00 -2.0144236858263415e-01 9.5951260882530520e-01 6.9328511484167599e-01 -6.1292690364020641e-01 1.6968118004009123e+00
865 8.7419329292212886e+00 -1.8246801903191495e-01 9.3481433207890940e-01 6.9391431510224533e-01 -6.2465063285036404e-01 1.6974077654869850e+00
866 8.7691895195272824e+00 -1.6373317225558248e-01 9.0997376016694786e-01 6.9447389119017300e-01 -6.2635580875111718e-01 1.6979377926759118e+00
867 8.8011210494187555e+00 -1.4438812957892533e-01 8.8379014835238856e-01 6.9498493895225166e-01 -6.2133307350243361e-01 1.6984218612246695e+00
868 8.8360215528573391e+00 -1.2370463460776635e-01 8.5470946874476872e-01 6.9545539971770165e-01 -6.1351158549343821e-01 1.6988674914422111e+00
869 8.8719084314703434e+00 -1.0114359965026191e-01 8.2126758646685305e-01 6.9588021469234995e-01 -6.0747692622881977e-01 1.6992698899593939e+00
870 8.9066582609470366e+00 -7.6403254569879758e-02 7.8246134863169159e-01 6.9624304395254966e-01 -6.0811328683637922e-01 1.6996135773121455e+00
871 8.9381536499122838e+00 -4.9443735740396726e-02 7.3788393438280653e-01 6.9651970281078912e-01 -6.1987797002393652e-01 1.6998756426839745e+00
872 8.9644305242590629e+00 -2.0486231237185532e-02 6.8748932250789307e-01 6.9668305758845583e-01 -6.4593784318216485e-01 1.7000303815899949e+00
873 8.9838151356783058e+00 1.0012956946598751e-02 6.3104649079294817e-01 6.9670867951832260e-01 -6.8749807284764786e-01 1.7000546521974271e+00
874 8.9950408207821404e+00 4.1410871073345075e-02 5.6755905378834648e-01 6.9658024601505675e-01 -7.4355075143038030e-01 1.6999329925583391e+00
875 8.9973360132431246e+00 7.2944339659147581e-02 4.9499111621420433e-01 6.9629360977876043e-01 -8.1105733917197287e-01 1.6996614756914594e+00
876 8.9904771249089244e+00 1.0380828626848002e-01 4.1051802906129958e-01 6.9585865265517377e-01 -8.8541896079834126e-01 1.6992494655857127e+00
877 8.9748025032104888e+00 1.3323873397441671e-01 3.1129708476726020e-01 6.9529845455973893e-01 -9.6106684605414294e-01 1.6987188290865629e+00
878 8.9511865451333943e+00 1.6059289570249527e-01 1.9553857087463153e-01 6.9464584146013719e-01 -1.0320824288876449e+00 1.6981006645966827e+00
879 8.9209759849186909e+00 1.8541895547854048e-01 6.3525665924831248e-02 6.9393791071610700e-01 -1.0928366276396719e+00 1.6974301149498521e+00
880 8.8858931512141588e+00 2.0750899759822847e-01 -8.1780277619991362e-02 6.9320954553720604e-01 -1.1386506847916753e+00 1.6967402234565001e+00
881 8.8479133998070036e+00 2.2692996066411036e-01 -2.3479188854523542e-01 6.9248712023364378e-01 -1.1664208277162378e+00 1.6960559716849604e+00
882 8.8091257891565817e+00 2.4402936460019806e-01 -3.8802229829389651e-01 6.9178350479751938e-01 -1.1750666774708589e+00 1.6953895488698141e+00
883 8.7715872390507261e+00 2.5941472648865604e-01 -5.3325797649008944e-01 6.9109511205180729e-01 -1.1656327343011417e+00 1.6947375565116298e+00
884 8.7371808122618155e+00 2.7390786531331818e-01 -6.6280379516840815e-01 6.9040119276793033e-01 -1.1409397573010509e+00 1.6940803422793937e+00
885 8.7074883590283889e+00 2.8847750565967817e-01 -7.7045151841468484e-01 6.8966505213238172e-01 -1.1048239872921184e+00 1.6933831536482309e+00
886 8.6836865997995911e+00 3.0415554021507130e-01 -8.5198874232358623e-01 6.8883653840878900e-01 -1.0611402466195552e+00 1.6925984965341367e+00
887 8.6664738865631517e+00 3.2194383478921595e-01 -9.0526817711053753e-01 6.8785518106851040e-01 -1.0127839262759775e+00 1.6916691094377123e+00
888 8.6560325217010643e+00 3.4271942562382174e-01 -9.3000142701958433e-01 6.8665371992674207e-01 -9.6099652697480920e-01 1.6905313086307643e+00
889 8.6520288095931583e+00 3.6714627990703724e-01 -9.2748039039878050e-01 6.8516228059007434e-01 -9.0515337523849415e-01 1.6891189462900722e+00
890 8.6536501790451155e+00 3.9560143183082896e-01 -9.0036321321387947e-01 6.8331381830298565e-01 -8.4308524715800415e-01 1.6873685703519141e+00
891 8.6596759616824723e+00 4.2812228886825610e-01 -8.5253739330698108e-01 6.8105141127503233e-01 -7.7180388668160216e-01 1.6852263352103793e+00
892 8.6685759521433852e+00 4.6438030104718447e-01 -7.8896746550799579e-01 6.7833745320424865e-01 -6.8838168305891645e-01 1.6826567081428294e+00
893 8.6786288952388873e+00 5.0368412324817569e-01 -7.1540242388342390e-01 6.7516392546667925e-01 -5.9074402525099545e-01 1.6796521923686545e+00
894 8.6880516896527240e+00 5.4501303928008837e-01 -6.3785882219991452e-01 6.7156204678309506e-01 -4.7823012166306977e-01 1.6762424519604930e+00
895 8.6951294639455359e+00 5.8707894512336800e-01 -5.6188973264449160e-01 6.6760905385860425e-01 -3.5186402861233029e-01 1.6725007102681799e+00
896 8.6983368084771158e+00 6.2841280681865574e-01 -4.9177861374206117e-01 6.6342989405246422e-01 -2.1431461302594082e-01 1.6685453233334604e+00
897 8.6964413167156494e+00 6.6746941065811061e-01 -4.2990550637187774e-01 6.5919224874421301e-01 -6.9561717441011681e-02 1.6645350380825457e+00
898 8.6885821241154240e+00 7.0274258362876274e-01 -3.7653377631492757e-01 6.5509440869090640e-01 7.7642241061326334e-02 1.6606574924700448e+00
899 8.6743182041816755e+00 7.3288201968328315e-01 -3.3012754673798206e-01 6.5134683651122360e-01 2.2236768895048276e-01 1.6571117586094686e+00
900 8.6536436208636118e+00 7.5680249530792809e-01 -2.8810420680828341e-01 6.4814950214050671e-01 3.6002631454142320e-01 1.6540869093459065e+00
901 8.6269695484694591e+00 7.7377663479705194e-01 -2.4776362748040573e-01 6.4566803206144974e-01 4.8675513376786711e-01 1.6517394844412612e+00
902 8.5950754480277372e+00 7.8350347264777787e-01 -2.0708317974266646e-01 6.4401220375712431e-01 5.9968274768496865e-01 1.6501731880563570e+00
903 8.5590341306756077e+00 7.8614678179884490e-01 -1.6513131327226760e-01 6.4322023368623338e-01 6.9710887706255087e-01 1.6494240649134047e+00
904 8.5201173634665643e+00 7.8233936502536860e-01 -1.2200369625895477e-01 6.4325159563912904e-01 7.7858381593845460e-01 1.6494537298300667e+00
905 8.4796900352713216e+00 7.7315207398918229e-01 -7.8375582512029141e-02 6.4398978913362126e-01 8.4482301317523301e-01 1.6501519858842510e+00
906 8.4391016008224842e+00 7.6002902890246149e-01 -3.4916868594982872e-02 6.4525470569891064e-01 8.9739416822990947e-01 1.6513485004643922e+00
907 8.3995835138280910e+00 7.4469315086297982e-01 8.1521191734023335e-03 6.4682234368349667e-01 9.3819281663298493e-01 1.6528314225510596e+00
908 8.3621606567699924e+00 7.2902848124955710e-01 5.1206075337465733e-02 6.4844809464449038e-01 9.6884010079433558e-01 1.6543693828517285e+00
909 8.3275834423275583e+00 7.1494766029431578e-01 9.5095637333757255e-02 6.4988920186809862e-01 9.9021035684715841e-01 1.6557327261617993e+00
910 8.2962854158077786e+00 7.0425421675125610e-01 1.4091561823332807e-01 6.5092262146738744e-01 1.0022522066730510e+00 1.6567104135833279e+00
911 8.2683689859031286e+00 6.9850987594619862e-01 1.8977699526694580e-01 6.5135632777056918e-01 1.0041153071959841e+00 1.6571207382341584e+00
912 8.2436195359319022e+00 6.9891687341321473e-01 2.4258411816534167e-01 6.5103452859317756e-01 9.9444895903310127e-01 1.6568162871984171e+00
913 8.2215458148707707e+00 7.0622427467669613e-01 2.9976464509520384e-01 6.4983939626127829e-01 9.7170986148443983e-01 1.6556856072485284e+00
914 8.2014423685826348e+00 7.2066561700199461e-01 3.6096179256326794e-01 6.4769292412663537e-01 9.3439500683770804e-01 1.6536549832696794e+00
915 8.1824680190319139e+00 7.4193292922128884e-01 4.2480605655392206e-01 6.4456196037621571e-01 8.8120306482957567e-01 1.6506932112245476e+00
916 8.1637331722555828e+00 7.6918951952728309e-01 4.8892713434547880e-01 6.4046754430810982e-01 8.1115857482957021e-01 1.6468204238638633e+00
917 8.1443881295789247e+00 8.0112104941875517e-01 5.5029199930589934e-01 6.3549709553296985e-01 7.2372388590423675e-01 1.6421195908795727e+00
918 8.1237046346077673e+00 8.3602155285733826e-01 6.0579638275968017e-01 6.2981572739192726e-01 6.1891839143745619e-01 1.6367471619468501e+00
919 8.1011435996502623e+00 8.7190843147034258e-01 6.5289440694987033e-01 6.2367178105139998e-01 4.9746642169677979e-01 1.6309382186172949e+00
920 8.0764032545698807e+00 9.0665826094703650e-01 6.9002437893656066e-01 6.1739201830133050e-01 3.6096392320105558e-01 1.6250018378134903e+00
921 8.0494437357403967e+00 9.3815364991228423e-01 7.1670292235186861e-01 6.1136369480581265e-01 2.1198523147684636e-01 1.6193040695926710e+00
922 8.0204862312371858e+00 9.6443052425906239e-01 7.3333900824717091e-01 6.0600348054702613e-01 5.4016796729328534e-02 1.6142385315973637e+00
923 7.9899870430534010e+00 9.8381513567830636e-01 7.4094147368592900e-01 6.0171620246296020e-01 -1.0883230985426157e-01 1.6101874558388740e+00
924 7.9585891289266550e+00 9.9504082078213962e-01 7.4088743633910081e-01 5.9884895471993760e-01 -2.7226915214753505e-01 1.6074784280510439e+00
925 7.9270556603408524e+00 9.9733601324312504e-01 7.3481595826501855e-01 5.9764771012410278e-01 -4.3224639447250279e-01 1.6063435303561717e+00
926 7.8961917137315192e+00 9.9047712490892414e-01 7.2460091869597354e-01 5.9822384931998307e-01 -5.8524328297322070e-01 1.6068878439267276e+00
927 7.8667612660255832e+00 9.7480250321048811e-01 7.1230694497643177e-01 6.0053689232221918e-01 -7.2836157730403739e-01 1.6090731977123116e+00
928 7.8394071042975044e+00 9.5118654513339329e-01 7.0005192220959500e-01 6.0439725074467632e-01 -8.5930898651660526e-01 1.6127207419926683e+00
929 7.8145810445214599e+00 9.2097598491869137e-01 6.8975912858313349e-01 6.0948931958286778e-01 -9.7638596837563796e-01 1.6175326568507682e+00
930 7.7924910024017713e+00 8.8589315121415957e-01 6.8284318328474580e-01 6.1541128461503525e-01 -1.0785463371967368e+00 1.6231296156084936e+00
931 7.7730700393358898e+00 8.4791339980700409e-01 6.7990640093126320e-01 6.2172452881045670e-01 -1.1655054907820006e+00 1.6290973384428513e+00
932 7.7559706353998017e+00 8.0912578915658062e-01 6.8051426098088452e-01 6.2800350701927998e-01 -1.2377971585571881e+00 1.6350336560070953e+00
933 7.7405852735113436e+00 7.7158723905072701e-01 6.8308864918564427e-01 6.3387720652225610e-01 -1.2966900664618171e+00 1.6405877049909550e+00
934 7.7260921346866818e+00 7.3718081226181531e-01 6.8493872566890490e-01 6.3905592992617533e-01 -1.3439545641742709e+00 1.6454853174953563e+00
935 7.7115224943403220e+00 7.0748835902838969e-01 6.8244621447914766e-01 6.4334136192146507e-01 -1.3815245534090226e+00 1.6495386388789122e+00
936 7.6958444597849285e+00 6.8368659979959034e-01 6.7140086900027285e-01 6.4662230968833767e-01 -1.4110702576108547e+00 1.6526421950273475e+00
937 7.6780561652107835e+00 6.6647388656315165e-01 6.4743464971327158e-01 6.4886168229761176e-01 -1.4334566511970486e+00 1.6547606474236325e+00
938 7.6572805743761778e+00 6.5603252170106374e-01 6.0648263704821093e-01 6.5008129694329009e-01 -1.4481361328321281e+00 1.6559144595268169e+00
939 7.6328537200929629e+00 6.5202880959315834e-01 5.4524164610398695e-01 6.5034992266599601e-01 -1.4526920257537421e+00 1.6561685970045905e+00
940 7.6043985681691710e+00 6.5365017904511502e-01 4.6165197226485410e-01 6.4977728475743401e-01 -1.4428408722759265e+00 1.6556268463506831e+00
941 7.5718777111317443e+00 6.5967596168247156e-01 3.5540894929374794e-01 6.4851359798742747e-01 -1.4130940778314349e+00 1.6544313504124066e+00
942 7.5356196989528144e+00 6.6857595214338528e-01 2.2840625159539080e-01 6.4675156868927874e-01 -1.3580197900994777e+00 1.6527644709309650e+00
943 7.4963158767518241e+00 6.7862889523888759e-01 8.4904266464027572e-02 6.4472639431314782e-01 -1.2737815805359110e+00 1.6508487532764793e+00
944 7.4549869607199115e+00 6.8805168965272334e-01 -6.8784959561770428e-02 6.4270939105285263e-01 -1.1594865653514741e+00 1.6489408681390381e+00
945 7.4129210548766320e+00 6.9512946394553621e-01 -2.2515290098842602e-01 6.4099241780423244e-01 -1.0179019716173505e+00 1.6473168625793795e+00
946 7.3715871931813446e+00 6.9833680847711666e-01 -3.7670848955209474e-01 6.3986284608588018e-01 -8.5529278591705027e-01 1.6462484935003057e+00
947 7.3325305893418893e+00 6.9644131671564979e-01 -5.1718804506317129e-01 6.3957182075560781e-01 -6.8044115197969457e-01 1.6459732417625605e+00
948 7.2972574163712371e+00 6.8858212411542474e-01 -6.4238579229863146e-01 6.4030119709269295e-01 -5.0320032773591461e-01 1.6466630898819867e+00
949 7.2671179803167174e+00 6.7431820418167498e-01 -7.5038680828619375e-01 6.4213605785444683e-01 -3.3305625454240745e-01 1.6483985705194431e+00
950 7.2431975046920716e+00 6.5364362086361205e-01 -8.4121602886099311e-01 6.4504952192235543e-01 -1.7806104473162160e-01 1.6511544095157002e+00
951 7.2262233652029479e+00 6.2696954846945874e-01 -9.1611080980236093e-01 6.4890445008659980e-01 -4.4255799417919586e-02 1.6548011071007371e+00
952 7.2164965273522226e+00 5.9507544802773749e-01 -9.7671679031306013e-01 6.5347297968478713e-01 6.4524820441406422e-02 1.6591233472862423e+00
953 7.2138532182011552e+00 5.5903413067560770e-01 -1.0244904541797089e+00 6.5847050930024364e-01 1.4666116816086788e-01 1.6638520673707253e+00
954 7.2176606349746315e+00 5.2011736346656379e-01 -1.0604864203470570e+00 6.6359712236130630e-01 2.0270068025737145e-01 1.6687035888355488e+00
955 7.2268479260108176e+00 4.7969003527132159e-01 -1.0855406895699071e+00 6.6857772883853883e-01 2.3524415413834826e-01 1.6734175814066790e+00
956 7.2399709710975380e+00 4.3910160082248395e-01 -1.1006826072568738e+00 6.7319304224817089e-01 2.4865947980069483e-01 1.6777864024749234e+00
957 7.2553068491370203e+00 3.9958351382809126e-01 -1.1075024761730046e+00 6.7729655779755304e-01 2.4854665881053628e-01 1.6816712189401948e+00
958 7.2709715187504429e+00 3.6216065676999254e-01 -1.1082445865271788e+00 6.8081677365540716e-01 2.4102133455274108e-01 1.6850041683555852e+00
959 7.2850523397056843e+00 3.2758344232755809e-01 -1.1055677530620704e+00 6.8374752367795510e-01 2.3201600762764915e-01 1.6877792537657597e+00
960 7.2957457832487442e+00 2.9628541580777801e-01 -1.1020799623322655e+00 6.8613136382183049e-01 2.2678766044409160e-01 1.6900366416104360e+00
961 7.3014901240538013e+00 2.6836898590312946e-01 -1.0997824616108827e+00 6.8804114969090790e-01 2.2966918441728704e-01 1.6918452277096239e+00
962 7.3010831265867857e+00 2.4361953593190261e-01 -1.0994901686449579e+00 6.8956367332816049e-01 2.4394853002265143e-01 1.6932871402826628e+00
963 7.2937757253233038e+00 2.2154581487077057e-01 -1.1002851120741552e+00 6.9078729597247857e-01 2.7172227029966678e-01 1.6944460209080860e+00
964 7.2793343829980062e+00 2.0144236858263467e-01 -1.0991619710934226e+00 6.9179370625284498e-01 3.1364009993691561e-01 1.6953992109915790e+00
965 7.2580670707787123e+00 1.8246801903191559e-01 -1.0911203373888250e+00 6.9265276288892874e-01 3.6856522116771057e-01 1.6962128604529001e+00
966 7.2308104804727167e+00 1.6373317225558234e-01 -1.0699056372899647e+00 6.9341902288666379e-01 4.3328349824201867e-01 1.6969386343882311e+00
967 7.1988789505812445e+00 1.4438812957892508e-01 -1.0293767664200293e+00 6.9412891189024906e-01 5.0247698671815000e-01 1.6976110293448314e+00
968 7.1639784471426609e+00 1.2370463460776643e-01 -9.6518060776935000e-01 6.9479829090792811e-01 5.6918593742947576e-01 1.6982450659101098e+00
969 7.1280915685296566e+00 1.0114359965026203e-01 -8.7619257899580583e-01 6.9542105511048746e-01 6.2585683849996143e-01 1.6988349593216621e+00
970 7.0933417390529634e+00 7.6403254569879897e-02 -7.6517315640720318e-01 6.9596999355849176e-01 6.6580374914863383e-01 1.6993549320125583e+00
971 7.0618463500877162e+00 4.9443735740397232e-02 -6.3834655086899628e-01 6.9640113775348889e-01 6.8461977575180266e-01 1.6997633315747720e+00
972 7.0355694757409379e+00 2.0486231237186150e-02 -5.0404178851510417e-01 6.9666209741919238e-01 6.8098880251781391e-01 1.7000105268906298e+00
973 7.0161848643216942e+00 -1.0012956946598248e-02 -3.7092433254087670e-01 6.9670356545308365e-01 6.5658373072533360e-01 1.7000498078509869e+00
974 7.0049591792178605e+00 -4.1410871073343930e-02 -2.4646182409659514e-01 6.9649172166510298e-01 6.1516062192734267e-01 1.6998491374261266e+00
