# i, x, y, real(q), imag(q)
583 12.8099 -8.08162 1.82262 1.01457
584 12.7846 -8.05424 2.32042 0.844842
585 12.7635 -8.02873 2.9548 0.638806
586 12.7483 -8.00463 3.72121 0.407027
587 12.7399 -7.98133 4.42548 0.187792
588 12.739 -7.9581 4.59809 0.0725091
589 12.7454 -7.9342 4.16633 0.109894
590 12.7586 -7.90894 3.55416 0.244507
591 12.7775 -7.88179 2.99615 0.411072
592 12.8005 -7.85242 2.52661 0.574859
593 12.8259 -7.82075 2.13345 0.718226
594 12.8515 -7.78698 1.80506 0.832337
595 12.8753 -7.75157 1.53647 0.913414
596 12.8953 -7.71523 1.32462 0.960139
597 12.9096 -7.67886 1.1634 0.970457
598 12.917 -7.64349 1.04036 0.938271
599 12.9164 -7.61015 0.93687 0.8544
600 8.84385 -8.53657 -1.02638 -0.704264
601 8.85677 -8.50771 -1.4365 -0.279997
602 8.86175 -8.47474 -1.78188 0.0476731
603 8.85912 -8.4387 -2.04841 0.232768
604 8.84969 -8.40075 -2.26243 0.288192
605 8.83472 -8.36209 -2.44899 0.243198
606 8.81583 -8.32384 -2.62307 0.124365
607 8.79491 -8.28698 -2.79007 -0.0527438
608 8.77396 -8.25223 -2.94969 -0.28541
609 8.755 -8.22007 -3.09579 -0.592554
610 8.73987 -8.19066 -3.20491 -1.01839
611 8.73012 -8.16388 -3.19962 -1.61653
612 8.72693 -8.13933 -2.88846 -2.34526
613 8.73094 -8.11643 -2.13938 -2.88888
614 8.74231 -8.09444 -1.25584 -3.01195
615 8.76059 -8.07257 -0.573492 -2.87396
616 8.78483 -8.05007 -0.126099 -2.63799
617 8.8136 -8.02629 0.146862 -2.35914
618 8.84512 -8.00075 0.295449 -2.05637
619 8.87735 -7.9732 0.354271 -1.74972
620 8.90813 -7.94367 0.34822 -1.46673
621 8.93536 -7.91242 0.305062 -1.2477
622 8.95715 -7.87994 0.255882 -1.13622
623 8.97189 -7.84695 0.238047 -1.17616
624 8.97843 -7.81425 0.289241 -1.39021
625 8.97611 -7.78272 0.427037 -1.74031
626 8.96483 -7.75318 0.622732 -2.12266
627 8.94504 -7.72635 0.820002 -2.45309
628 8.9177 -7.70272 0.979865 -2.72035
629 8.8842 -7.68255 1.08662 -2.94518
630 8.84627 -7.6658 1.13375 -3.14177
631 8.80587 -7.65211 1.11714 -3.31078
632 8.76501 -7.64084 1.03495 -3.44194
633 8.72563 -7.63108 0.883442 -3.51974
634 8.68948 -7.62175 0.6539 -3.52085
635 8.65799 -7.61165 0.322866 -3.4018
636 8.63216 -7.5996 -0.150091 -3.067
637 8.61254 -7.58451 -0.770452 -2.3539
638 8.59919 -7.56547 -1.36004 -1.29061
639 8.59167 -7.54189 -1.69646 -0.320612
640 8.58913 -7.5135 -1.81506 0.285511
641 8.59036 -7.48045 -1.82804 0.595147
642 8.59389 -7.44328 -1.78817 0.718533
643 8.59812 -7.40294 -1.71209 0.727397
644 8.60143 -7.36068 -1.60584 0.666403
645 8.60231 -7.31803 -1.47152 0.563764
646 8.59947 -7.27667 -1.31019 0.444671
647 8.59191 -7.2383 -1.12429 0.33524
648 8.57901 -7.20455 -0.916865 0.263103
649 8.56051 -7.1768 -0.699431 0.256867
650 8.53657 -7.15615 -0.505599 0.331999
651 8.50771 -7.14323 -0.385738 0.470502
652 8.47474 -7.13825 -0.366028 0.631384
653 8.4387 -7.14088 -0.431696 0.785111
654 8.40075 -7.15031 -0.551689 0.920825
655 8.36209 -7.16528 -0.69671 1.036
656 8.32384 -7.18417 -0.844303 1.12905
657 8.28698 -7.20509 -0.974347 1.19949
658 8.25223 -7.22604 -1.0723 1.24224
659 8.22007 -7.245 -1.12268 1.24364
660 8.19066 -7.26013 -1.10405 1.16969
661 8.16388 -7.26988 -0.975001 0.944339
662 8.13933 -7.27307 -0.673018 0.454588
663 8.11643 -7.26906 -0.221764 -0.267735
664 8.09444 -7.25769 0.189577 -0.937984
665 8.07257 -7.23941 0.457199 -1.40099
666 8.05007 -7.21517 0.615373 -1.69334
667 8.02629 -7.1864 0.7087 -1.86605
668 8.00075 -7.15488 0.760668 -1.94681
669 7.9732 -7.12265 0.778568 -1.9558
670 7.94367 -7.09187 0.759648 -1.90407
671 7.91242 -7.06464 0.697005 -1.80418
672 7.87994 -7.04285 0.579282 -1.66445
673 7.84695 -7.02811 0.398166 -1.48739
674 7.81425 -7.02157 0.159201 -1.2728
675 7.78272 -7.02389 -0.096342 -1.03716
676 7.75318 -7.03517 -0.297733 -0.831454
677 7.72635 -7.05496 -0.402484 -0.708619
678 7.70272 -7.0823 -0.421518 -0.680713
679 7.68255 -7.1158 -0.385221 -0.727135
680 7.6658 -7.15373 -0.318618 -0.817263
681 7.65211 -7.19413 -0.236762 -0.923158
682 7.64084 -7.23499 -0.149694 -1.02147
683 7.63108 -7.27437 -0.0646763 -1.09702
684 7.62175 -7.31052 0.00931711 -1.14294
685 7.61165 -7.34201 0.0567149 -1.15683
686 7.5996 -7.36784 0.0476094 -1.12872
687 7.58451 -7.38746 -0.0629896 -1.01934
688 7.56547 -7.40081 -0.278903 -0.793933
689 7.54189 -7.40833 -0.510509 -0.53411
690 7.5135 -7.41087 -0.693091 -0.327196
691 7.48045 -7.40964 -0.826249 -0.168471
692 7.44328 -7.40611 -0.919882 -0.0329952
693 7.40294 -7.40188 -0.978463 0.090832
694 7.36068 -7.39857 -1.00821 0.202413
695 7.31803 -7.39769 -1.00791 0.286794
696 7.27667 -7.40053 -0.981034 0.322998
697 7.2383 -7.40809 -0.923085 0.281635
698 7.20455 -7.42099 -0.825965 0.130289
699 7.1768 -7.43949 -0.678022 -0.152309
700 7.15615 -7.46343 -0.482322 -0.537054
701 7.14323 -7.49229 -0.27643 -0.927404
702 7.13825 -7.52526 -0.109583 -1.23318
703 7.14088 -7.5613 -0.00311229 -1.43416
704 7.15031 -7.59925 0.0470749 -1.55147
705 7.16528 -7.63791 0.0517444 -1.60937
706 7.18417 -7.67616 0.0200246 -1.6254
707 7.20509 -7.71302 -0.0439488 -1.61146
708 7.22604 -7.74777 -0.143855 -1.57787
709 7.245 -7.77993 -0.296451 -1.53419
710 7.26013 -7.80934 -0.538592 -1.48891
711 7.26988 -7.83612 -0.924534 -1.43852
712 7.27307 -7.86067 -1.46547 -1.3438
713 7.26906 -7.88357 -1.97933 -1.16116
714 7.25769 -7.90556 -2.26437 -0.951558
715 7.23941 -7.92743 -2.37206 -0.797635
716 7.21517 -7.94993 -2.39851 -0.706189
717 7.1864 -7.97371 -2.3789 -0.658244
718 7.15488 -7.99925 -2.32251 -0.639798
719 7.12265 -8.0268 -2.23585 -0.644842
720 7.09187 -8.05633 -2.13101 -0.66684
721 7.06464 -8.08758 -2.02335 -0.698431
722 7.04285 -8.12006 -1.92784 -0.72084
723 7.02811 -8.15305 -1.85141 -0.702425
724 7.02157 -8.18575 -1.78788 -0.599367
725 7.02389 -8.21728 -1.72463 -0.384333
726 7.03517 -8.24682 -1.66914 -0.0939922
727 7.05496 -8.27365 -1.6535 0.187031
728 7.0823 -8.29728 -1.6987 0.397997
729 7.1158 -8.31745 -1.79597 0.520068
730 7.15373 -8.3342 -1.91649 0.55395
731 7.19413 -8.34789 -2.02298 0.505625
732 7.23499 -8.35916 -2.07652 0.378648
733 7.27437 -8.36892 -2.03886 0.169456
734 7.31052 -8.37825 -1.86854 -0.143326
735 7.34201 -8.38835 -1.50916 -0.607042
736 7.36784 -8.4004 -0.879496 -1.28902
737 7.38746 -8.41549 0.066054 -2.17458
738 7.40081 -8.43453 1.07973 -2.94644
739 7.40833 -8.45811 1.73408 -3.29803
740 7.41087 -8.4865 1.99139 -3.34715
741 7.40964 -8.51955 2.02839 -3.26915
742 7.40611 -8.55672 1.96218 -3.1298
743 7.40188 -8.59706 1.85046 -2.94798
744 7.39857 -8.63932 1.71911 -2.73248
745 7.39769 -8.68197 1.57744 -2.49758
746 7.40053 -8.72333 1.42359 -2.26023
747 7.40809 -8.7617 1.24487 -2.04106
748 7.42099 -8.79545 1.02198 -1.85792
749 7.43949 -8.8232 0.741374 -1.72399
750 7.46343 -8.84385 0.427465 -1.64857
751 7.49229 -8.85677 0.158415 -1.64256
752 7.52526 -8.86175 0.0079468 -1.71473
753 7.5613 -8.85912 -0.008616 -1.85993
754 7.59925 -8.84969 0.0863433 -2.05778
755 7.63791 -8.83472 0.264473 -2.27891
756 7.67616 -8.81583 0.500809 -2.49042
757 7.71302 -8.79491 0.774322 -2.658
758 7.74777 -8.77396 1.06583 -2.74749
759 7.77993 -8.755 1.35525 -2.71992
760 7.80934 -8.73987 1.60917 -2.51695
761 7.83612 -8.73012 1.75189 -2.03625
762 7.86067 -8.72693 1.61843 -1.15285
763 7.88357 -8.73094 1.08555 -0.00378964
764 7.90556 -8.74231 0.38604 0.929435
765 7.92743 -8.76059 -0.196714 1.46092
766 7.94993 -8.78483 -0.617295 1.7152
767 7.97371 -8.8136 -0.911538 1.81176
768 7.99925 -8.84512 -1.11257 1.81704
769 8.0268 -8.87735 -1.24057 1.76321
770 8.05633 -8.90813 -1.30365 1.66478
771 8.08758 -8.93536 -1.30274 1.52536
772 8.12006 -8.95715 -1.22826 1.34122
773 8.15305 -8.97189 -1.06357 1.1039
774 8.18575 -8.97843 -0.795601 0.811182
775 8.21728 -8.97611 -0.450475 0.494948
776 8.24682 -8.96483 -0.116386 0.231477
777 8.27365 -8.94504 0.118058 0.084813
778 8.29728 -8.9177 0.22992 0.0614657
779 8.31745 -8.8842 0.241816 0.134551
780 8.3342 -8.84627 0.184439 0.273756
781 8.34789 -8.80587 0.0801 0.453064
782 8.35916 -8.76501 -0.0586582 0.651913
783 8.36892 -8.72563 -0.233797 0.849622
784 8.37825 -8.68948 -0.463473 1.02527
785 8.38835 -8.65799 -0.784323 1.14152
786 8.4004 -8.63216 -1.23491 1.12379
787 8.41549 -8.61254 -1.77066 0.840755
788 8.43453 -8.59919 -2.13362 0.252085
789 8.45811 -8.59167 -2.14773 -0.39314
790 8.4865 -8.58913 -1.95063 -0.88641
791 8.51955 -8.59036 -1.6766 -1.22546
792 8.55672 -8.59389 -1.37506 -1.45272
793 8.59706 -8.59812 -1.06783 -1.5981
794 8.63932 -8.60143 -0.776888 -1.68135
795 8.68197 -8.60231 -0.529371 -1.71027
796 8.72333 -8.59947 -0.357672 -1.68461
797 8.7617 -8.59191 -0.298174 -1.5934
798 8.79545 -8.57901 -0.386459 -1.41196
799 8.8232 -8.56051 -0.641534 -1.11206
800 4.00443 -13 0.194411 -0.133879
801 4.03569 -12.9953 0.432761 -0.401207
802 4.06612 -12.9816 0.623394 -0.636529
803 4.09503 -12.96 0.745772 -0.810395
804 4.12187 -12.9315 0.80609 -0.926767
805 4.14631 -12.898 0.81567 -0.997223
806 4.16829 -12.8615 0.784307 -1.02938
807 4.18801 -12.8239 0.720309 -1.02321
808 4.20593 -12.7876 0.631383 -0.968552
809 4.22275 -12.7542 0.524538 -0.84069
810 4.23932 -12.7256 0.404765 -0.592467
811 4.25659 -12.7029 0.273622 -0.150725
812 4.27551 -12.687 0.133619 0.52809
813 4.29696 -12.678 0.0106388 1.25334
814 4.3216 -12.6757 -0.06474 1.71075
815 4.34988 -12.6792 -0.10252 1.87862
816 4.38191 -12.6875 -0.121982 1.87386
817 4.41747 -12.6988 -0.130305 1.76992
818 4.45599 -12.7116 -0.127119 1.60626
819 4.49658 -12.7238 -0.110703 1.41125
820 4.53806 -12.7337 -0.082245 1.21343
821 4.57908 -12.7398 -0.0482471 1.04429
822 4.61817 -12.7405 -0.0217719 0.937602
823 4.6539 -12.7351 -0.0219483 0.925907
824 4.68495 -12.723 -0.0695468 1.02864
825 4.71023 -12.704 -0.169483 1.22732
826 4.72899 -12.6785 -0.296306 1.46091
827 4.74088 -12.6474 -0.407597 1.67617
828 4.74599 -12.6116 -0.478906 1.86201
829 4.74486 -12.5725 -0.503536 2.02756
830 4.73846 -12.5315 -0.480955 2.17963
831 4.72815 -12.4902 -0.410273 2.3182
832 4.71556 -12.4497 -0.287798 2.43865
833 4.7025 -12.4113 -0.104472 2.53411
834 4.69082 -12.3758 0.158019 2.59476
835 4.68229 -12.3439 0.530016 2.59797
836 4.67848 -12.3156 1.0395 2.48242
837 4.68058 -12.2909 1.62784 2.11716
838 4.68938 -12.2694 2.0236 1.45827
839 4.70517 -12.2504 2.04713 0.784286
840 4.72768 -12.2329 1.84412 0.330023
841 4.75616 -12.2161 1.56703 0.0828519
842 4.78934 -12.1989 1.27381 -0.0249636
843 4.82558 -12.1807 0.987285 -0.0439927
844 4.86293 -12.1607 0.722041 -0.0057363
845 4.89929 -12.1384 0.49209 0.0689723
846 4.93256 -12.1136 0.311417 0.163129
847 4.96076 -12.0865 0.194271 0.257934
848 4.98219 -12.0574 0.155115 0.327316
849 4.99554 -12.0269 0.20463 0.335714
850 4.99999 -11.9956 0.332148 0.252979
851 4.99526 -11.9643 0.497777 0.0904396
852 4.98164 -11.9339 0.65895 -0.0991578
853 4.95996 -11.905 0.805451 -0.270825
854 4.93152 -11.8781 0.949618 -0.409153
855 4.89803 -11.8537 1.10873 -0.517734
856 4.86147 -11.8317 1.29681 -0.608785
857 4.82395 -11.812 1.5233 -0.698717
858 4.78755 -11.7941 1.79441 -0.806568
859 4.75422 -11.7773 2.11495 -0.953052
860 4.72559 -11.7607 2.48248 -1.15644
861 4.70292 -11.7434 2.85408 -1.41254
862 4.68697 -11.7245 3.05075 -1.63087
863 4.67798 -11.703 2.80305 -1.61515
864 4.67566 -11.6784 2.2168 -1.34747
865 4.67922 -11.6501 1.63534 -1.00571
866 4.68746 -11.6181 1.18461 -0.690251
867 4.69883 -11.5825 0.856939 -0.42444
868 4.71155 -11.544 0.625465 -0.214876
869 4.72378 -11.5034 0.468297 -0.0672886
870 4.73373 -11.4619 0.367505 0.013062
871 4.73976 -11.4209 0.304235 0.0247604
872 4.74055 -11.3818 0.255636 -0.0263612
873 4.73512 -11.3461 0.19546 -0.123091
874 4.72296 -11.3151 0.0996572 -0.230735
875 4.70397 -11.2898 -0.032092 -0.299414
876 4.67852 -11.271 -0.166886 -0.296433
877 4.64737 -11.2591 -0.259569 -0.239729
878 4.61159 -11.254 -0.290754 -0.175622
879 4.57251 -11.2551 -0.262203 -0.141877
880 4.53155 -11.2615 -0.18267 -0.160218
881 4.49015 -11.2718 -0.0621811 -0.240574
882 4.44968 -11.2844 0.0884505 -0.385597
883 4.41127 -11.2975 0.257686 -0.594684
884 4.37581 -11.3092 0.433851 -0.86801
885 4.34385 -11.3177 0.603946 -1.20693
886 4.31561 -11.3215 0.745252 -1.59668
887 4.29094 -11.3194 0.802508 -1.93743
888 4.26942 -11.3106 0.716248 -2.01936
889 4.25036 -11.2948 0.543103 -1.83113
890 4.23288 -11.2723 0.390479 -1.57836
891 4.21606 -11.2438 0.285026 -1.36892
892 4.19895 -11.2107 0.215615 -1.21151
893 4.18071 -11.1744 0.167949 -1.08965
894 4.16066 -11.1371 0.133153 -0.984937
895 4.13836 -11.1007 0.107888 -0.882199
896 4.11362 -11.0674 0.0927791 -0.769552
897 4.08653 -11.0392 0.0898507 -0.638167
898 4.05743 -11.0178 0.0991931 -0.483387
899 4.02688 -11.0045 0.112918 -0.310463
900 3.99557 -11 0.115156 -0.14442
901 3.96431 -11.0047 0.0883659 -0.0240396
902 3.93388 -11.0184 0.0341084 0.0305537
903 3.90497 -11.04 -0.0353642 0.0309694
904 3.87813 -11.0685 -0.107105 -0.0011044
905 3.85369 -11.102 -0.173213 -0.0470575
906 3.83171 -11.1385 -0.230389 -0.0918207
907 3.81199 -11.1761 -0.278971 -0.120422
908 3.79407 -11.2124 -0.321131 -0.114619
909 3.77725 -11.2458 -0.357852 -0.0495883
910 3.76068 -11.2744 -0.383064 0.109237
911 3.74341 -11.2971 -0.372492 0.40062
912 3.72449 -11.313 -0.272154 0.815806
913 3.70304 -11.322 -0.0488567 1.18288
914 3.6784 -11.3243 0.222881 1.31757
915 3.65012 -11.3208 0.464326 1.26135
916 3.61809 -11.3125 0.659071 1.11491
917 3.58253 -11.3012 0.808587 0.931645
918 3.54401 -11.2884 0.912608 0.7397
919 3.50342 -11.2762 0.969622 0.557586
920 3.46194 -11.2663 0.979495 0.399561
921 3.42092 -11.2602 0.944795 0.276463
922 3.38183 -11.2595 0.870876 0.196248
923 3.3461 -11.2649 0.766474 0.16388
924 3.31505 -11.277 0.646581 0.179295
925 3.28977 -11.296 0.538946 0.228782
926 3.27101 -11.3215 0.47505 0.289897
927 3.25912 -11.3526 0.468123 0.345658
928 3.25401 -11.3884 0.500957 0.402405
929 3.25514 -11.4275 0.546287 0.476633
930 3.26154 -11.4685 0.578899 0.586642
931 3.27185 -11.5098 0.579407 0.748165
932 3.28444 -11.5503 0.5342 0.974516
933 3.2975 -11.5887 0.43478 1.27917
934 3.30918 -11.6242 0.276393 1.68014
935 3.31771 -11.6561 0.0573209 2.19856
936 3.32152 -11.6844 -0.214012 2.82739
937 3.31942 -11.7091 -0.483046 3.40484
938 3.31062 -11.7306 -0.618774 3.55393
939 3.29483 -11.7496 -0.564692 3.21783
940 3.27232 -11.7671 -0.415562 2.74105
941 3.24384 -11.7839 -0.254355 2.3168
942 3.21066 -11.8011 -0.111598 1.97516
943 3.17442 -11.8193 0.00565748 1.70496
944 3.13707 -11.8393 0.101302 1.49173
945 3.10071 -11.8616 0.185645 1.32362
946 3.06744 -11.8864 0.272654 1.18845
947 3.03924 -11.9135 0.37592 1.0702
948 3.01781 -11.9426 0.502577 0.947742
949 3.00446 -11.9731 0.64139 0.798857
950 3.00001 -12.0044 0.757908 0.622836
951 3.00474 -12.0357 0.810206 0.457083
952 3.01836 -12.0661 0.797691 0.356773
953 3.04004 -12.095 0.744345 0.344527
954 3.06848 -12.1219 0.670668 0.413516
955 3.10197 -12.1463 0.583328 0.543921
956 3.13853 -12.1683 0.481324 0.711355
957 3.17605 -12.188 0.362041 0.887819
958 3.21245 -12.2059 0.225866 1.04057
959 3.24578 -12.2227 0.0797552 1.12848
960 3.27441 -12.2393 -0.057622 1.09202
961 3.29708 -12.2566 -0.145124 0.839147
962 3.31303 -12.2755 -0.106966 0.26881
963 3.32202 -12.297 0.106181 -0.51332
964 3.32434 -12.3216 0.40554 -1.15332
965 3.32078 -12.3499 0.68238 -1.51394
966 3.31254 -12.3819 0.906164 -1.67571
967 3.30117 -12.4175 1.07574 -1.71947
968 3.28845 -12.456 1.19347 -1.69561
969 3.27622 -12.4966 1.26275 -1.6358
970 3.26627 -12.5381 1.28902 -1.56173
971 3.26024 -12.5791 1.2793 -1.48715
972 3.25945 -12.6182 1.23942 -1.41613
973 3.26488 -12.6539 1.17078 -1.33964
974 3.27704 -12.6849 1.06911 -1.23575
975 3.29603 -12.7102 0.938513 -1.08698
976 3.32148 -12.729 0.807395 -0.917843
977 3.35263 -12.7409 0.71535 -0.786006
978 3.38841 -12.746 0.677757 -0.732579
979 3.42749 -12.7449 0.682874 -0.764987
980 3.46845 -12.7385 0.707767 -0.872746
981 3.50985 -12.7282 0.728403 -1.03965
982 3.55032 -12.7156 0.724112 -1.24986
983 3.58873 -12.7025 0.679488 -1.49169
984 3.62419 -12.6908 0.584132 -1.75913
985 3.65615 -12.6823 0.430058 -2.04511
986 3.68439 -12.6785 0.210775 -2.31176
987 3.70906 -12.6806 -0.0597528 -2.41425
988 3.73058 -12.6894 -0.297878 -2.14691
989 3.74964 -12.7052 -0.413425 -1.61983
990 3.76712 -12.7277 -0.431122 -1.11506
991 3.78394 -12.7562 -0.412501 -0.719677
992 3.80105 -12.7893 -0.389989 -0.417313
993 3.81929 -12.8256 -0.37523 -0.181651
994 3.83934 -12.8629 -0.36844 0.00375211
995 3.86164 -12.8993 -0.362765 0.144894
996 3.88638 -12.9326 -0.345738 0.239171
997 3.91347 -12.9608 -0.299599 0.275647
998 3.94257 -12.9822 -0.202103 0.234921
999 3.97312 -12.9955 -0.0347651 0.096749
1000 -0.839072 -12.544 1.4728 -1.8765
1001 -0.818203 -12.5678 0.755889 -1.60464
1002 -0.790297 -12.586 0.207276 -1.36357
1003 -0.75643 -12.5986 -0.0816383 -1.22038
1004 -0.717999 -12.6059 -0.120962 -1.19162
1005 -0.676615 -12.6083 0.0445919 -1.2622
1006 -0.633976 -12.6071 0.36681 -1.40748
1007 -0.591747 -12.6034 0.801966 -1.59658
1008 -0.551438 -12.5988 1.31665 -1.8066
1009 -0.514303 -12.5949 1.8904 -2.02622
1010 -0.481264 -12.5934 2.51042 -2.25188
1011 -0.452854 -12.5957 3.13466 -2.46735
1012 -0.429204 -12.603 3.56921 -2.57618
1013 -0.410052 -12.6162 3.46925 -2.41742
1014 -0.394784 -12.6357 2.91392 -2.07589
1015 -0.382508 -12.6614 2.31357 -1.77512
1016 -0.372135 -12.6928 1.8238 -1.56902
1017 -0.362483 -12.7289 1.43184 -1.42478
1018 -0.352375 -12.7682 1.09853 -1.30546
1019 -0.34074 -12.8089 0.800162 -1.18752
1020 -0.326695 -12.8492 0.5322 -1.06562
1021 -0.309609 -12.887 0.310369 -0.942399
1022 -0.289147 -12.9203 0.169774 -0.835206
1023 -0.265279 -12.9474 0.164823 -0.770576
1024 -0.238268 -12.967 0.359186 -0.781932
1025 -0.208632 -12.978 0.772989 -0.891861
1026 -0.177081 -12.98 1.32051 -1.08555
1027 -0.144443 -12.9732 1.86162 -1.3174
1028 -0.11158 -12.9582 2.30982 -1.54576
1029 -0.0793012 -12.9361 2.63824 -1.74224
1030 -0.0482883 -12.9086 2.83833 -1.88381
1031 -0.0190287 -12.8775 2.90091 -1.94741
1032 0.00822746 -12.8451 2.80751 -1.90746
1033 0.0334889 -12.8133 2.52837 -1.73996
1034 0.0570184 -12.7844 2.0034 -1.39731
1035 0.0793043 -12.7599 1.1296 -0.815388
1036 0.101008 -12.7414 -0.240441 0.101441
1037 0.122898 -12.7299 -2.12294 1.36483
1038 0.145763 -12.7257 -3.91132 2.58333
1039 0.170336 -12.7286 -4.85071 3.26217
1040 0.197205 -12.7382 -5.04428 3.46574
1041 0.226747 -12.753 -4.86431 3.43841
1042 0.259074 -12.7717 -4.5056 3.30557
1043 0.294003 -12.7923 -4.05187 3.11645
1044 0.331053 -12.8129 -3.54779 2.89139
1045 0.369466 -12.8315 -3.02799 2.64508
1046 0.408257 -12.8461 -2.52914 2.3894
1047 0.446288 -12.8552 -2.09348 2.13688
1048 0.482352 -12.8575 -1.77416 1.89682
1049 0.515277 -12.8522 -1.6353 1.67684
1050 0.544021 -12.8391 -1.72713 1.49303
1051 0.567772 -12.8182 -2.03551 1.37917
1052 0.586023 -12.7903 -2.48317 1.36506
1053 0.598632 -12.7564 -2.99476 1.45027
1054 0.60585 -12.718 -3.52397 1.61056
1055 0.608325 -12.6766 -4.04055 1.81174
1056 0.607065 -12.634 -4.51659 2.018
1057 0.603382 -12.5917 -4.92246 2.18578
1058 0.598798 -12.5514 -5.21993 2.26973
1059 0.59494 -12.5143 -5.34834 2.20826
1060 0.593417 -12.4813 -5.1876 1.90562
1061 0.595702 -12.4529 -4.49084 1.21113
1062 0.603008 -12.4292 -2.88509 -0.00996689
1063 0.616192 -12.4101 -0.480393 -1.47953
1064 0.635676 -12.3948 1.7243 -2.55041
1065 0.661398 -12.3825 3.16753 -3.06129
1066 0.692803 -12.3721 3.99127 -3.20977
1067 0.728868 -12.3625 4.40189 -3.1533
1068 0.768158 -12.3524 4.52714 -2.9823
1069 0.808919 -12.3407 4.44123 -2.75185
1070 0.849198 -12.3267 4.1953 -2.49776
1071 0.886972 -12.3096 3.83296 -2.24134
1072 0.920293 -12.2891 3.39457 -1.99007
1073 0.947428 -12.2653 2.92172 -1.73721
1074 0.966979 -12.2383 2.46666 -1.46873
1075 0.977994 -12.2086 2.11009 -1.19099
1076 0.980032 -12.1771 1.94382 -0.95892
1077 0.973205 -12.1444 2.0009 -0.84266
1078 0.958173 -12.1116 2.23737 -0.873118
1079 0.936103 -12.0793 2.58089 -1.04487
1080 0.90859 -12.0483 2.96693 -1.34304
1081 0.877549 -12.019 3.34258 -1.75025
1082 0.845084 -11.9918 3.67703 -2.26282
1083 0.81334 -11.9665 3.94576 -2.88005
1084 0.784353 -11.943 4.13932 -3.62496
1085 0.759914 -11.9207 4.23349 -4.52655
1086 0.741441 -11.899 4.13907 -5.55754
1087 0.729885 -11.8771 3.62309 -6.40116
1088 0.725664 -11.8542 2.5331 -6.39186
1089 0.728645 -11.8297 1.2867 -5.51912
1090 0.738153 -11.8028 0.314058 -4.44569
1091 0.753025 -11.7733 -0.368511 -3.49357
1092 0.771702 -11.7409 -0.848351 -2.69627
1093 0.792336 -11.706 -1.18128 -2.03266
1094 0.812932 -11.6689 -1.38433 -1.49107
1095 0.831482 -11.6305 -1.4481 -1.0785
1096 0.846111 -11.5917 -1.35003 -0.811118
1097 0.855204 -11.5537 -1.06187 -0.70857
1098 0.857513 -11.5176 -0.564113 -0.785022
1099 0.852239 -11.4847 0.120018 -1.03127
1100 0.839072 -11.456 0.863976 -1.38147
1101 0.818203 -11.4322 1.46167 -1.72491
1102 0.790297 -11.414 1.79776 -1.99696
1103 0.75643 -11.4014 1.91154 -2.2141
1104 0.717999 -11.3941 1.8933 -2.41915
1105 0.676615 -11.3917 1.8105 -2.64087
1106 0.633976 -11.3929 1.70251 -2.88838
1107 0.591747 -11.3966 1.57961 -3.15101
1108 0.551438 -11.4012 1.44453 -3.40688
1109 0.514303 -11.4051 1.28253 -3.61885
1110 0.481264 -11.4066 1.07019 -3.7266
1111 0.452854 -11.4043 0.771157 -3.60707
1112 0.429204 -11.397 0.366562 -3.03992
1113 0.410052 -11.3838 -0.0292996 -1.98399
1114 0.394784 -11.3643 -0.234322 -0.924369
1115 0.382508 -11.3386 -0.237824 -0.238915
1116 0.372135 -11.3072 -0.115776 0.0989261
1117 0.362483 -11.2711 0.0734662 0.206165
1118 0.352375 -11.2318 0.288435 0.175323
1119 0.34074 -11.1911 0.491915 0.0715326
1120 0.326695 -11.1508 0.643108 -0.0541547
1121 0.309609 -11.113 0.696108 -0.155698
1122 0.289147 -11.0797 0.599593 -0.186782
1123 0.265279 -11.0526 0.303775 -0.0982381
1124 0.238268 -11.033 -0.211665 0.14928
1125 0.208632 -11.022 -0.873264 0.543098
1126 0.177081 -11.02 -1.50194 0.987907
1127 0.144443 -11.0268 -1.95418 1.3766
1128 0.11158 -11.0418 -2.21872 1.67216
1129 0.0793012 -11.0639 -2.35033 1.88951
1130 0.0482883 -11.0914 -2.40009 2.05565
1131 0.0190287 -11.1225 -2.40042 2.19315
1132 -0.00822746 -11.1549 -2.36456 2.32442
1133 -0.0334889 -11.1867 -2.29452 2.46439
1134 -0.0570184 -11.2156 -2.17573 2.62575
1135 -0.0793043 -11.2401 -1.96776 2.79899
1136 -0.101008 -11.2586 -1.58584 2.91234
1137 -0.122898 -11.2701 -0.916214 2.75029
1138 -0.145763 -11.2743 -0.0431306 2.09499
1139 -0.170336 -11.2714 0.677211 1.17847
1140 -0.197205 -11.2618 1.09266 0.368681
1141 -0.226747 -11.247 1.2785 -0.242649
1142 -0.259074 -11.2283 1.31646 -0.678312
1143 -0.294003 -11.2077 1.25936 -0.966338
1144 -0.331053 -11.1871 1.14537 -1.12775
1145 -0.369466 -11.1685 1.01062 -1.18212
1146 -0.408257 -11.1539 0.892566 -1.15413
1147 -0.446288 -11.1448 0.829869 -1.07346
1148 -0.482352 -11.1425 0.856515 -0.974115
1149 -0.515277 -11.1478 0.990427 -0.891252
1150 -0.544021 -11.1609 1.21029 -0.855373
1151 -0.567772 -11.1818 1.45578 -0.878338
1152 -0.586023 -11.2097 1.67882 -0.944359
1153 -0.598632 -11.2436 1.87235 -1.02224
1154 -0.60585 -11.282 2.0434 -1.07959
