# i, x, y, real(q), imag(q)
1711 11.6357 -4.65365 0.372898 0.578869
1712 11.6602 -4.65754 -0.0559112 0.692824
1713 11.681 -4.66789 -0.426988 0.693532
1714 11.6989 -4.68503 -0.58664 0.608977
1715 11.7147 -4.70876 -0.571718 0.52411
1716 11.7294 -4.73839 -0.485677 0.473557
1717 11.744 -4.77273 -0.381324 0.450804
1718 11.7596 -4.8102 -0.283966 0.44346
1719 11.7768 -4.84891 -0.202243 0.439775
1720 11.7964 -4.8868 -0.137146 0.430785
1721 11.8187 -4.92179 -0.084698 0.409322
1722 11.8436 -4.95189 -0.0381022 0.368616
1723 11.8711 -4.97538 0.0103069 0.300992
1724 11.9006 -4.99093 0.0653338 0.199957
1725 11.9315 -4.99765 0.123122 0.0705748
1726 11.963 -4.99521 0.170392 -0.06207
1727 11.9943 -4.98385 0.197061 -0.171146
1728 12.0248 -4.96433 0.200972 -0.248581
1729 12.0536 -4.93793 0.18568 -0.301447
1730 12.0804 -4.90631 0.151601 -0.338316
1731 12.105 -4.87145 0.100866 -0.368685
1732 12.1274 -4.83547 0.0367305 -0.401064
1733 12.1479 -4.80047 -0.0327885 -0.443784
1734 12.1671 -4.76846 -0.0922183 -0.503876
1735 12.1857 -4.74112 -0.113939 -0.583294
1736 12.2046 -4.71977 -0.0535912 -0.666768
1737 12.2247 -4.70524 0.136485 -0.693402
1738 12.2467 -4.69783 0.417297 -0.578109
1739 12.2715 -4.69732 0.646886 -0.350144
1740 12.2994 -4.70294 0.764755 -0.112026
1741 12.3307 -4.71349 0.79448 0.0916028
1742 12.3654 -4.72742 0.764566 0.252531
1743 12.4029 -4.74292 0.697595 0.369946
1744 12.4425 -4.75808 0.612871 0.44504
1745 12.4831 -4.77102 0.527844 0.481918
1746 12.5236 -4.78003 0.45743 0.488439
1747 12.5625 -4.78366 0.413107 0.475842
1748 12.5985 -4.78086 0.401941 0.457572
1749 12.6304 -4.77099 0.424052 0.44722
1750 12.657 -4.7539 0.4691 0.45472
1751 12.6776 -4.72989 0.521304 0.481036
1752 12.6917 -4.69969 0.575927 0.518133
1753 12.6994 -4.66438 0.639337 0.55243
1754 12.7011 -4.62532 0.723656 0.571406
1755 12.6977 -4.584 0.835176 0.560559
1756 12.6905 -4.54196 0.981002 0.509069
1757 12.6809 -4.50068 1.16874 0.408725
1758 12.6706 -4.46142 1.41225 0.255172
1759 12.6616 -4.4252 1.73642 0.0469376
1760 12.6554 -4.3927 2.17672 -0.213561
1761 12.6536 -4.36426 2.74918 -0.508549
1762 12.6575 -4.33981 3.32386 -0.760917
1763 12.6679 -4.31899 3.53112 -0.820822
1764 12.685 -4.30113 3.26016 -0.666139
1765 12.7088 -4.28534 2.80375 -0.432823
1766 12.7384 -4.27064 2.34942 -0.209482
1767 12.7727 -4.256 1.9369 -0.0204246
1768 12.8102 -4.24045 1.57201 0.131756
1769 12.8489 -4.22318 1.25982 0.253105
1770 12.8868 -4.20359 1.00975 0.353897
1771 12.9218 -4.18134 0.831296 0.446689
1772 12.9519 -4.15638 0.730177 0.542218
1773 12.9754 -4.12892 0.705159 0.642425
1774 12.9909 -4.09942 0.742849 0.73069
1775 12.9976 -4.06853 0.813215 0.771052
1776 12.9952 -4.03701 0.884329 0.738825
1777 12.9838 -4.00566 0.953402 0.651482
1778 12.9643 -3.97525 1.04034 0.543264
1779 12.9379 -3.9464 1.16914 0.436101
1780 12.9063 -3.91958 1.3509 0.332814
1781 12.8715 -3.895 1.59187 0.229773
1782 12.8355 -3.8726 1.89143 0.12147
1783 12.8005 -3.85207 2.24891 0.00648899
1784 12.7685 -3.83286 2.66754 -0.108586
1785 12.7411 -3.81425 3.1504 -0.202912
1786 12.7198 -3.79537 3.6617 -0.230451
1787 12.7052 -3.77533 4.00313 -0.112762
1788 12.6978 -3.75329 3.83267 0.177616
1789 12.6973 -3.72854 3.23458 0.520621
1790 12.7029 -3.7006 2.61376 0.809106
1791 12.7135 -3.66926 2.12842 1.02562
1792 12.7274 -3.63462 1.76858 1.17682
1793 12.7429 -3.59712 1.50026 1.26823
1794 12.7581 -3.55754 1.29808 1.30501
1795 12.771 -3.51689 1.14659 1.29479
1796 12.78 -3.47643 1.0337 1.24842
1797 12.7837 -3.43749 0.944894 1.17883
1798 12.7809 -3.40146 0.8592 1.09886
1799 12.771 -3.36961 0.750484 1.02022
1800 8.96017 -4.27942 0.386667 -1.45791
1801 8.9645 -4.2481 0.175413 -1.10379
1802 8.96008 -4.21505 0.0628675 -0.859521
1803 8.94748 -4.18118 0.0407337 -0.771754
1804 8.92782 -4.14737 0.0723129 -0.826832
1805 8.90265 -4.11444 0.11953 -0.988344
1806 8.87382 -4.08299 0.150324 -1.21727
1807 8.84343 -4.05344 0.137784 -1.47888
1808 8.81362 -4.02593 0.0568194 -1.74698
1809 8.78642 -4.00035 -0.122962 -2.00326
1810 8.76367 -3.97634 -0.443612 -2.2354
1811 8.74683 -3.95334 -0.959887 -2.39986
1812 8.7369 -3.93067 -1.65226 -2.36811
1813 8.73436 -3.90756 -2.26801 -1.99265
1814 8.73913 -3.88327 -2.55215 -1.43695
1815 8.75057 -3.85716 -2.59048 -0.961708
1816 8.76756 -3.82879 -2.53247 -0.612801
1817 8.78854 -3.79791 -2.44111 -0.351571
1818 8.81167 -3.76458 -2.33658 -0.143847
1819 8.83491 -3.72913 -2.22407 0.0249606
1820 8.85622 -3.69217 -2.10279 0.152095
1821 8.87364 -3.65455 -1.96521 0.221338
1822 8.88548 -3.61728 -1.79496 0.206862
1823 8.89041 -3.58148 -1.56256 0.0761321
1824 8.88756 -3.54826 -1.2388 -0.192746
1825 8.87652 -3.51863 -0.833732 -0.571067
1826 8.85744 -3.49342 -0.435579 -0.960993
1827 8.83094 -3.47319 -0.151628 -1.26949
1828 8.79808 -3.45814 -0.0236746 -1.47309
1829 8.76028 -3.44814 -0.0374165 -1.58923
1830 8.71919 -3.44265 -0.162009 -1.63719
1831 8.67657 -3.4408 -0.366666 -1.62672
1832 8.63418 -3.44139 -0.624755 -1.55842
1833 8.59365 -3.44302 -0.915437 -1.42469
1834 8.55633 -3.44416 -1.22715 -1.209
1835 8.52327 -3.44327 -1.55068 -0.878744
1836 8.4951 -3.43892 -1.86474 -0.388651
1837 8.47205 -3.42991 -2.05979 0.268066
1838 8.45391 -3.41536 -1.95764 0.891814
1839 8.4401 -3.39482 -1.61941 1.22178
1840 8.42973 -3.36827 -1.2727 1.28358
1841 8.42168 -3.33619 -0.994318 1.20568
1842 8.41468 -3.29951 -0.771268 1.06145
1843 8.40747 -3.25959 -0.581246 0.886027
1844 8.39884 -3.21809 -0.413313 0.699827
1845 8.38777 -3.17689 -0.270141 0.520604
1846 8.37348 -3.13798 -0.166429 0.368295
1847 8.35551 -3.10325 -0.126261 0.267203
1848 8.33368 -3.07445 -0.182099 0.247287
1849 8.30817 -3.05298 -0.35932 0.337596
1850 8.27942 -3.03983 -0.644739 0.541322
1851 8.2481 -3.0355 -0.96397 0.809882
1852 8.21505 -3.03992 -1.236 1.07652
1853 8.18118 -3.05252 -1.43086 1.30672
1854 8.14737 -3.07218 -1.5532 1.49521
1855 8.11444 -3.09735 -1.61192 1.64375
1856 8.08299 -3.12618 -1.60966 1.75123
1857 8.05344 -3.15657 -1.54174 1.811
1858 8.02593 -3.18638 -1.39545 1.8074
1859 8.00035 -3.21358 -1.1474 1.70943
1860 7.97634 -3.23633 -0.755811 1.45197
1861 7.95334 -3.25317 -0.168252 0.921102
1862 7.93067 -3.2631 0.61554 0.000805318
1863 7.90756 -3.26564 1.33595 -1.12603
1864 7.88327 -3.26087 1.68223 -1.9887
1865 7.85716 -3.24943 1.70336 -2.45479
1866 7.82879 -3.23244 1.56227 -2.65161
1867 7.79791 -3.21146 1.34819 -2.68085
1868 7.76458 -3.18833 1.10388 -2.59891
1869 7.72913 -3.16509 0.854433 -2.44144
1870 7.69217 -3.14378 0.620676 -2.23906
1871 7.65455 -3.12636 0.424323 -2.02055
1872 7.61728 -3.11452 0.289654 -1.81599
1873 7.58148 -3.10959 0.245832 -1.64643
1874 7.54826 -3.11244 0.319851 -1.53351
1875 7.51863 -3.12348 0.510072 -1.48724
1876 7.49342 -3.14256 0.764273 -1.51322
1877 7.47319 -3.16906 1.01566 -1.61027
1878 7.45814 -3.20192 1.23505 -1.76918
1879 7.44814 -3.23972 1.42537 -1.97298
1880 7.44265 -3.28081 1.59748 -2.20093
1881 7.4408 -3.32343 1.758 -2.43163
1882 7.44139 -3.36582 1.90824 -2.64709
1883 7.44302 -3.40635 2.03586 -2.83177
1884 7.44416 -3.44367 2.12901 -2.98093
1885 7.44327 -3.47673 2.11023 -3.06313
1886 7.43892 -3.5049 1.90442 -3.02794
1887 7.42991 -3.52795 1.31164 -2.70397
1888 7.41536 -3.54609 0.349477 -1.98329
1889 7.39482 -3.5599 -0.583761 -1.15083
1890 7.36827 -3.57027 -1.22179 -0.509029
1891 7.33619 -3.57832 -1.59776 -0.0728306
1892 7.29951 -3.58532 -1.78872 0.220854
1893 7.25959 -3.59253 -1.84897 0.416752
1894 7.21809 -3.60116 -1.81674 0.53453
1895 7.17689 -3.61223 -1.72583 0.577724
1896 7.13798 -3.62652 -1.60913 0.542261
1897 7.10325 -3.64449 -1.49928 0.420745
1898 7.07445 -3.66632 -1.42191 0.210797
1899 7.05298 -3.69183 -1.38988 -0.0715808
1900 7.03983 -3.72058 -1.39397 -0.368942
1901 7.0355 -3.7519 -1.41728 -0.595583
1902 7.03992 -3.78495 -1.45584 -0.710073
1903 7.05252 -3.81882 -1.51549 -0.735629
1904 7.07218 -3.85263 -1.59641 -0.713897
1905 7.09735 -3.88556 -1.69037 -0.675735
1906 7.12618 -3.91701 -1.78508 -0.638439
1907 7.15657 -3.94656 -1.86922 -0.609696
1908 7.18638 -3.97407 -1.93624 -0.5926
1909 7.21358 -3.99965 -1.9865 -0.588472
1910 7.23633 -4.02366 -2.01979 -0.605262
1911 7.25317 -4.04666 -2.0158 -0.647385
1912 7.2631 -4.06933 -1.89523 -0.722111
1913 7.26564 -4.09244 -1.56869 -0.802024
1914 7.26087 -4.11673 -1.15817 -0.868085
1915 7.24943 -4.14284 -0.831791 -0.934814
1916 7.23244 -4.17121 -0.605536 -1.01138
1917 7.21146 -4.20209 -0.445411 -1.09078
1918 7.18833 -4.23542 -0.325836 -1.16174
1919 7.16509 -4.27087 -0.236172 -1.21252
1920 7.14378 -4.30783 -0.176665 -1.23116
1921 7.12636 -4.34545 -0.153963 -1.20348
1922 7.11452 -4.38272 -0.178392 -1.11145
1923 7.10959 -4.41852 -0.262494 -0.931901
1924 7.11244 -4.45174 -0.408959 -0.647097
1925 7.12348 -4.48137 -0.602176 -0.280901
1926 7.14256 -4.50658 -0.796434 0.0785871
1927 7.16906 -4.52681 -0.956148 0.343098
1928 7.20192 -4.54186 -1.07663 0.490168
1929 7.23972 -4.55186 -1.16621 0.542498
1930 7.28081 -4.55735 -1.23002 0.530707
1931 7.32343 -4.5592 -1.26777 0.479789
1932 7.36582 -4.55861 -1.27592 0.407737
1933 7.40635 -4.55698 -1.2491 0.32266
1934 7.44367 -4.55584 -1.18053 0.226011
1935 7.47673 -4.55673 -1.05586 0.0929894
1936 7.5049 -4.56108 -0.852082 -0.102303
1937 7.52795 -4.57009 -0.53875 -0.393232
1938 7.54609 -4.58464 -0.17476 -0.70795
1939 7.5599 -4.60518 0.0896007 -0.924201
1940 7.57027 -4.63173 0.211204 -1.03167
1941 7.57832 -4.66381 0.238059 -1.06755
1942 7.58532 -4.70049 0.21161 -1.05201
1943 7.59253 -4.74041 0.15501 -0.995802
1944 7.60116 -4.78191 0.0809205 -0.910871
1945 7.61223 -4.82311 -0.00159812 -0.81483
1946 7.62652 -4.86202 -0.0827573 -0.731955
1947 7.64449 -4.89675 -0.147925 -0.689317
1948 7.66632 -4.92555 -0.173395 -0.715831
1949 7.69183 -4.94702 -0.127754 -0.827876
1950 7.72058 -4.96017 0.00969171 -1.01231
1951 7.7519 -4.9645 0.215758 -1.21904
1952 7.78495 -4.96008 0.432812 -1.40356
1953 7.81882 -4.94748 0.617823 -1.55453
1954 7.85263 -4.92782 0.755962 -1.67492
1955 7.88556 -4.90265 0.846584 -1.76384
1956 7.91701 -4.87382 0.893249 -1.81421
1957 7.94656 -4.84343 0.899023 -1.81548
1958 7.97407 -4.81362 0.863646 -1.75594
1959 7.99965 -4.78642 0.776753 -1.62012
1960 8.02366 -4.76367 0.614898 -1.38357
1961 8.04666 -4.74683 0.321812 -0.996977
1962 8.06933 -4.7369 -0.142392 -0.418573
1963 8.09244 -4.73436 -0.679078 0.236096
1964 8.11673 -4.73913 -1.06702 0.709531
1965 8.14284 -4.75057 -1.26246 0.950101
1966 8.17121 -4.76756 -1.33251 1.05
1967 8.20209 -4.78854 -1.32373 1.07653
1968 8.23542 -4.81167 -1.25933 1.06168
1969 8.27087 -4.83491 -1.15303 1.0184
1970 8.30783 -4.85622 -1.01729 0.951687
1971 8.34545 -4.87364 -0.866522 0.863732
1972 8.38272 -4.88548 -0.718622 0.754911
1973 8.41852 -4.89041 -0.596875 0.625364
1974 8.45174 -4.88756 -0.530145 0.480188
1975 8.48137 -4.87652 -0.544152 0.339666
1976 8.50658 -4.85744 -0.640115 0.240776
1977 8.52681 -4.83094 -0.790337 0.207863
1978 8.54186 -4.79808 -0.96309 0.235529
1979 8.55186 -4.76028 -1.13724 0.302581
1980 8.55735 -4.71919 -1.29945 0.385165
1981 8.5592 -4.67657 -1.43963 0.461118
1982 8.55861 -4.63418 -1.55025 0.50615
1983 8.55698 -4.59365 -1.62308 0.498193
1984 8.55584 -4.55633 -1.65374 0.386953
1985 8.55673 -4.52327 -1.61226 0.144672
1986 8.56108 -4.4951 -1.4562 -0.358401
1987 8.57009 -4.47205 -1.08083 -1.14356
1988 8.58464 -4.45391 -0.481226 -2.00108
1989 8.60518 -4.4401 0.114705 -2.56658
1990 8.63173 -4.42973 0.549541 -2.82533
1991 8.66381 -4.42168 0.845317 -2.91402
1992 8.70049 -4.41468 1.04682 -2.91103
1993 8.74041 -4.40747 1.17807 -2.85158
1994 8.78191 -4.39884 1.24699 -2.75404
1995 8.82311 -4.38777 1.25441 -2.63047
1996 8.86202 -4.37348 1.19899 -2.48658
1997 8.89675 -4.35551 1.07881 -2.31756
1998 8.92555 -4.33368 0.892814 -2.10355
1999 8.94702 -4.30817 0.6491 -1.81658
2000 12.2837 -0.958924 -0.194654 -0.0632297
2001 12.3124 -0.94565 -0.266281 -0.012364
2002 12.3378 -0.924067 -0.357698 0.00988994
2003 12.3595 -0.895168 -0.450415 -0.00189944
2004 12.3773 -0.860363 -0.535018 -0.0478947
2005 12.3914 -0.821381 -0.605998 -0.127962
2006 12.4023 -0.780137 -0.657507 -0.244263
2007 12.4107 -0.738597 -0.68072 -0.400615
2008 12.4178 -0.698643 -0.661178 -0.603799
2009 12.4246 -0.66194 -0.574167 -0.86528
2010 12.4325 -0.629826 -0.377069 -1.19961
2011 12.4428 -0.603231 -0.00620335 -1.6042
2012 12.4565 -0.582625 0.57458 -1.97938
2013 12.4746 -0.567999 1.19805 -2.085
2014 12.4976 -0.558885 1.59114 -1.87206
2015 12.5257 -0.55441 1.73725 -1.55385
2016 12.5588 -0.553372 1.73977 -1.2489
2017 12.5961 -0.554346 1.66384 -0.992601
2018 12.6366 -0.555798 1.54252 -0.777179
2019 12.679 -0.556204 1.39706 -0.603545
2020 12.7216 -0.554161 1.24515 -0.470345
2021 12.7627 -0.548492 1.10276 -0.377917
2022 12.8005 -0.538323 0.983549 -0.324601
2023 12.8333 -0.523132 0.897504 -0.305838
2024 12.8597 -0.502777 0.849168 -0.312176
2025 12.8786 -0.477482 0.836748 -0.329313
2026 12.8895 -0.447805 0.856952 -0.346528
2027 12.8923 -0.414572 0.910921 -0.366796
2028 12.8872 -0.378794 1.00111 -0.401487
2029 12.8752 -0.341581 1.12583 -0.459055
2030 12.8576 -0.304037 1.27948 -0.542193
2031 12.8361 -0.267175 1.45412 -0.648056
2032 12.8127 -0.231829 1.64166 -0.768633
2033 12.7894 -0.1986 1.83569 -0.891079
2034 12.7683 -0.167815 2.03192 -0.996385
2035 12.7512 -0.139512 2.22039 -1.05321
2036 12.7396 -0.113459 2.35724 -1.00353
2037 12.7348 -0.089191 2.30337 -0.755163
2038 12.7372 -0.0660674 1.90537 -0.303041
2039 12.747 -0.0433497 1.32479 0.149286
2040 12.7638 -0.0202816 0.822816 0.460097
2041 12.7864 0.00382804 0.458285 0.636953
2042 12.8135 0.0295294 0.198166 0.727217
2043 12.8432 0.0571708 0.0153319 0.758112
2044 12.8734 0.0868567 -0.107429 0.754001
2045 12.9021 0.11843 -0.176744 0.732471
2046 12.9272 0.151478 -0.194946 0.709065
2047 12.9467 0.185367 -0.162681 0.695374
2048 12.9591 0.219295 -0.0821091 0.696569
2049 12.9634 0.252363 0.0365756 0.707157
2050 12.9589 0.283662 0.164974 0.711747
2051 12.9456 0.312357 0.263567 0.70115
2052 12.9241 0.337775 0.314305 0.686344
2053 12.8952 0.359472 0.329109 0.684475
2054 12.8604 0.377295 0.328618 0.704084
2055 12.8214 0.391407 0.328431 0.743964
2056 12.7801 0.402295 0.336277 0.798774
2057 12.7386 0.410742 0.353847 0.862451
2058 12.6986 0.41778 0.377712 0.931149
2059 12.6619 0.424614 0.401034 1.00394
2060 12.6298 0.432526 0.41415 1.07931
2061 12.6032 0.442775 0.403283 1.14149
2062 12.5826 0.45649 0.350628 1.12886
2063 12.568 0.474566 0.263096 0.962856
2064 12.5589 0.497579 0.195305 0.704944
2065 12.5544 0.525727 0.174799 0.477141
2066 12.5534 0.558785 0.20235 0.303444
2067 12.5543 0.596107 0.248498 0.176849
2068 12.5558 0.63665 0.307276 0.0791745
2069 12.5562 0.679038 0.360521 0.00467
2070 12.5542 0.721646 0.395403 -0.0501194
2071 12.5485 0.762715 0.39652 -0.0842215
2072 12.5383 0.800472 0.347915 -0.0936287
2073 12.5231 0.833262 0.234177 -0.0707498
2074 12.5028 0.859672 0.0506116 -0.00732317
2075 12.4775 0.878641 -0.174949 0.0944795
2076 12.4478 0.889546 -0.379582 0.211841
2077 12.4146 0.892257 -0.51493 0.316371
2078 12.3788 0.887165 -0.581583 0.396479
2079 12.3416 0.875157 -0.601851 0.453207
2080 12.304 0.857571 -0.599201 0.491137
2081 12.2672 0.836105 -0.589686 0.51309
2082 12.2318 0.812706 -0.583663 0.519571
2083 12.1986 0.789431 -0.586855 0.507162
2084 12.1678 0.768309 -0.600779 0.466975
2085 12.1395 0.751196 -0.620507 0.3809
2086 12.1135 0.739638 -0.627309 0.218231
2087 12.0892 0.734765 -0.575429 -0.0474055
2088 12.0661 0.737204 -0.430137 -0.354122
2089 12.0433 0.747033 -0.249011 -0.569972
2090 12.0203 0.763772 -0.110869 -0.672353
2091 11.9962 0.786414 -0.0213099 -0.693922
2092 11.9705 0.813493 0.0184998 -0.674425
2093 11.9428 0.843188 0.0287995 -0.621725
2094 11.9131 0.873447 0.0187448 -0.551645
2095 11.8816 0.902131 0.00375614 -0.475675
2096 11.8485 0.927163 -2.31356e-06 -0.408911
2097 11.8146 0.94667 0.0254559 -0.367894
2098 11.7807 0.959115 0.0961122 -0.369773
2099 11.7476 0.963397 0.217427 -0.425879
2100 11.7163 0.958924 0.36873 -0.528355
2101 11.6876 0.94565 0.50489 -0.645751
2102 11.6622 0.924067 0.593888 -0.748406
2103 11.6405 0.895168 0.637117 -0.828653
2104 11.6227 0.860363 0.648981 -0.890786
2105 11.6086 0.821381 0.641798 -0.939414
2106 11.5977 0.780137 0.622199 -0.976341
2107 11.5893 0.738597 0.594561 -1.00113
2108 11.5822 0.698643 0.562719 -1.01221
2109 11.5754 0.66194 0.532063 -1.00685
2110 11.5675 0.629826 0.50971 -0.97797
2111 11.5572 0.603231 0.501864 -0.906312
2112 11.5435 0.582625 0.502493 -0.75319
2113 11.5254 0.567999 0.48832 -0.516685
2114 11.5024 0.558885 0.454228 -0.298819
2115 11.4743 0.55441 0.424169 -0.171275
2116 11.4412 0.553372 0.393409 -0.119707
2117 11.4039 0.554346 0.3736 -0.117441
2118 11.3634 0.555798 0.350067 -0.141775
2119 11.321 0.556204 0.327546 -0.180957
2120 11.2784 0.554161 0.305399 -0.226068
2121 11.2373 0.548492 0.285337 -0.27014
2122 11.1995 0.538323 0.267596 -0.304971
2123 11.1667 0.523132 0.251673 -0.318953
2124 11.1403 0.502777 0.236118 -0.296959
2125 11.1214 0.477482 0.220336 -0.229973
2126 11.1105 0.447805 0.207476 -0.131872
2127 11.1077 0.414572 0.20341 -0.0332065
2128 11.1128 0.378794 0.211208 0.0471175
2129 11.1248 0.341581 0.231002 0.10662
2130 11.1424 0.304037 0.261807 0.15342
2131 11.1639 0.267175 0.303353 0.196764
2132 11.1873 0.231829 0.357381 0.246725
2133 11.2106 0.1986 0.429142 0.312795
2134 11.2317 0.167815 0.529942 0.403992
2135 11.2488 0.139512 0.679155 0.526779
2136 11.2604 0.113459 0.8981 0.674685
2137 11.2652 0.089191 1.16786 0.794281
2138 11.2628 0.0660674 1.36688 0.779917
2139 11.253 0.0433497 1.4152 0.623671
2140 11.2362 0.0202816 1.38411 0.424165
2141 11.2136 -0.00382804 1.33406 0.237595
2142 11.1865 -0.0295294 1.28328 0.0778149
2143 11.1568 -0.0571708 1.23129 -0.0512001
2144 11.1266 -0.0868567 1.18033 -0.147275
2145 11.0979 -0.11843 1.13397 -0.209335
2146 11.0728 -0.151478 1.09658 -0.238313
2147 11.0533 -0.185367 1.06844 -0.237177
2148 11.0409 -0.219295 1.04038 -0.210661
2149 11.0366 -0.252363 0.990522 -0.166354
2150 11.0411 -0.283662 0.896545 -0.117849
2151 11.0544 -0.312357 0.768218 -0.0820297
2152 11.0759 -0.337775 0.649765 -0.065904
2153 11.1048 -0.359472 0.577236 -0.0617191
2154 11.1396 -0.377295 0.558634 -0.0548489
2155 11.1786 -0.391407 0.584055 -0.0312918
2156 11.2199 -0.402295 0.635564 0.0213318
2157 11.2614 -0.410742 0.693053 0.112332
2158 11.3014 -0.41778 0.736933 0.249486
2159 11.3381 -0.424614 0.748888 0.441292
2160 11.3702 -0.432526 0.709069 0.698336
2161 11.3968 -0.442775 0.59072 1.02272
2162 11.4174 -0.45649 0.3667 1.35384
2163 11.432 -0.474566 0.0810476 1.52186
2164 11.4411 -0.497579 -0.135259 1.46738
2165 11.4456 -0.525727 -0.235142 1.32485
2166 11.4466 -0.558785 -0.2615 1.18611
2167 11.4457 -0.596107 -0.252695 1.07296
2168 11.4442 -0.63665 -0.234449 0.981602
2169 11.4438 -0.679038 -0.220097 0.905173
2170 11.4458 -0.721646 -0.21517 0.835704
2171 11.4515 -0.762715 -0.217735 0.764496
2172 11.4617 -0.800472 -0.21832 0.680633
2173 11.4769 -0.833262 -0.199435 0.571106
2174 11.4972 -0.859672 -0.138805 0.42634
2175 11.5225 -0.878641 -0.0251293 0.256785
2176 11.5522 -0.889546 0.120047 0.102715
2177 11.5854 -0.892257 0.254011 0.00425647
2178 11.6212 -0.887165 0.34807 -0.0294897
2179 11.6584 -0.875157 0.3924 -0.01113
2180 11.696 -0.857571 0.386836 0.0422324
2181 11.7328 -0.836105 0.331694 0.114203
2182 11.7682 -0.812706 0.227828 0.188989
2183 11.8014 -0.789431 0.0744341 0.250376
2184 11.8322 -0.768309 -0.132574 0.279992
2185 11.8605 -0.751196 -0.401251 0.254167
2186 11.8865 -0.739638 -0.733243 0.141672
2187 11.9108 -0.734765 -1.07242 -0.0791619
2188 11.9339 -0.737204 -1.2533 -0.343245
2189 11.9567 -0.747033 -1.20901 -0.51992
2190 11.9797 -0.763772 -1.06302 -0.580643
2191 12.0038 -0.786414 -0.906529 -0.572453
2192 12.0295 -0.813493 -0.764025 -0.526588
2193 12.0572 -0.843188 -0.635941 -0.466815
2194 12.0869 -0.873447 -0.519291 -0.404232
2195 12.1184 -0.902131 -0.412315 -0.345594
2196 12.1515 -0.927163 -0.316308 -0.292163
2197 12.1854 -0.94667 -0.236152 -0.241244
2198 12.2193 -0.959115 -0.181075 -0.187513
2199 12.2524 -0.963397 -0.16402 -0.126817
2200 7.34636 -0.756802 -0.278867 -0.349369
2201 7.37303 -0.773777 -0.135444 -0.338252
2202 7.40492 -0.783503 -0.00136054 -0.340451
2203 7.44097 -0.786147 0.0972117 -0.355402
2204 7.47988 -0.782339 0.155154 -0.380077
2205 7.52031 -0.773152 0.177589 -0.409943
2206 7.5609 -0.760029 0.172524 -0.439339
2207 7.60042 -0.744693 0.148349 -0.462025
2208 7.63784 -0.729028 0.112317 -0.471646
2209 7.67242 -0.714948 0.06877 -0.46181
2210 7.70371 -0.704254 0.0168193 -0.424358
2211 7.73163 -0.69851 -0.0516578 -0.347011
2212 7.75638 -0.698917 -0.146341 -0.215631
2213 7.77845 -0.706224 -0.253385 -0.0534711
2214 7.79856 -0.720666 -0.342712 0.0713285
2215 7.81753 -0.741933 -0.411839 0.135981
2216 7.83627 -0.76919 -0.468122 0.162438
2217 7.85561 -0.801121 -0.511953 0.170243
2218 7.8763 -0.836022 -0.539563 0.170038
2219 7.89886 -0.871908 -0.546852 0.166566
2220 7.9236 -0.906658 -0.531638 0.161643
2221 7.95056 -0.938154 -0.494593 0.154733
2222 7.97951 -0.964431 -0.4393 0.144986
2223 8.01001 -0.983815 -0.373239 0.125887
2224 8.04141 -0.995041 -0.309216 0.0921641
2225 8.07294 -0.997336 -0.267197 0.0375994
2226 8.10381 -0.990477 -0.264135 -0.0313143
2227 8.13324 -0.974803 -0.299394 -0.100268
2228 8.16059 -0.951187 -0.356255 -0.158189
2229 8.18542 -0.920976 -0.414678 -0.200589
2230 8.20751 -0.885893 -0.456918 -0.226107
2231 8.22693 -0.847913 -0.467949 -0.234928
2232 8.24403 -0.809126 -0.434388 -0.228766
2233 8.25941 -0.771587 -0.342214 -0.211279
2234 8.27391 -0.737181 -0.172512 -0.18839
2235 8.28848 -0.707488 0.104683 -0.168602
2236 8.30416 -0.683687 0.526977 -0.162099
2237 8.32194 -0.666474 1.08244 -0.176219
2238 8.34272 -0.656033 1.57614 -0.201046
2239 8.36715 -0.652029 1.81026 -0.215177
2240 8.3956 -0.65365 1.84992 -0.21134
2241 8.42812 -0.659676 1.81066 -0.192735
2242 8.46438 -0.668576 1.74142 -0.163807
2243 8.50368 -0.678629 1.65733 -0.130753
2244 8.54501 -0.688052 1.56245 -0.101775
2245 8.58708 -0.695129 1.45854 -0.0860168
2246 8.62841 -0.698337 1.3461 -0.0920317
2247 8.66747 -0.696441 1.22401 -0.124758
2248 8.70274 -0.688582 1.08543 -0.182977
2249 8.73288 -0.674318 0.924707 -0.250141
2250 8.7568 -0.653644 0.747397 -0.293708
2251 8.77378 -0.62697 0.58854 -0.284875
2252 8.7835 -0.595075 0.48876 -0.228387
2253 8.78615 -0.559034 0.461223 -0.152839
2254 8.78234 -0.520117 0.494851 -0.0855841
2255 8.77315 -0.47969 0.570379 -0.0453256
2256 8.76003 -0.439102 0.667036 -0.0443414
2257 8.74469 -0.399584 0.763618 -0.092148
2258 8.72903 -0.362161 0.837951 -0.200176
2259 8.71495 -0.327583 0.864727 -0.388346
2260 8.70425 -0.296285 0.809467 -0.691821
2261 8.69851 -0.268369 0.620474 -1.15488
2262 8.69892 -0.24362 0.246812 -1.75611
2263 8.70622 -0.221546 -0.233329 -2.26347
2264 8.72067 -0.201442 -0.598024 -2.47388
2265 8.74193 -0.182468 -0.772138 -2.48727
2266 8.76919 -0.163733 -0.817346 -2.43058
2267 8.80112 -0.144388 -0.791562 -2.34722
2268 8.83602 -0.123705 -0.731201 -2.24565
2269 8.87191 -0.101144 -0.658722 -2.12619
